name,slug,dba,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state,license_usda,delivery,sells_seeds,other_license
La Flora Organica [Equity Retailer],la-flora-organica-equity-retailer,STREET KINGS [Equity Retailer],street-kings-equity-retailer,dispensary,,,515 Vernon Ave E,Los Angeles,CA,90011,US,34.004248,-118.26563,(909) 727-6876,Andrew.Hernandez@workforceenterprises.Net,C10-0001308-LIC,,FALSE,FALSE,
La Florista,la-florista,,,dispensary,,,242 Main St,Weed,CA,96094,US,41.42436617,-122.3847362,(530) 408-0420,Lafloristacollective@gmail.Com,C10-0000326-LIC,,FALSE,FALSE,
LA FRESH FARMS,la-fresh-farms,,,cultivator,,,,,CA,,US,,,(310) 339-6729,Peter@stayseated.Net,CCL19-0005387,,FALSE,FALSE,
"La Greenplanet, LLC [Equity Retailer]",la-greenplanet-llc-equity-retailer,Hollywood Walk of Weed [Equity Retailer],hollywood-walk-of-weed-equity-retailer,dispensary,,,1502 Manchester Ave W,Los Angeles,CA,90047,US,33.959734,-118.302729,(323) 384-2435,Luiscm2525@yahoo.Com,C10-0001311-LIC,,FALSE,FALSE,
"La Mesa Health Center, Inc.",la-mesa-health-center-inc,LiT La Mesa,lit-la-mesa,dispensary,,,7729 University Ave,La Mesa,CA,91942,US,32.761459,-117.03106,(619) 754-5044,Naimilicensing@gmail.Com,C10-0000228-LIC,,FALSE,FALSE,
LA MOTA MEDFORD 3 LLC,la-mota-medford-3-llc,La Mota Medford 3,la-mota-medford-3,dispensary,,,3460,N Pacific Hwy Medford,OR,97501-1348,US,42.3581326,-122.9030777,,,050-1010491A550,,FALSE,FALSE,
LA MOTA SANDY LLC,la-mota-sandy-llc,La Mota Sandy Blvd LLC,la-mota-sandy-blvd-llc,dispensary,,,9046,Ne Sandy Blvd Portland,OR,97220-4838,US,45.556022,-122.5691161,,,050-100719502BC,,FALSE,FALSE,
LA MOTA SW PORTLAND LLC,la-mota-sw-portland-llc,La Mota SW Portland,la-mota-sw-portland,dispensary,,,1103,Sw Taylors Ferry Rd Portland,OR,97219-4362,US,45.4630577,-122.6903831,,,050-1008270BB4F,,FALSE,FALSE,
"La Wonderland Caregivers, Inc.",la-wonderland-caregivers-inc,Wonderland,wonderland,dispensary,,,151 17th St W,Los Angeles,CA,90015,US,34.033969,-118.26453,(323) 788-9778,Lakonan@gmail.Com,C10-0000131-LIC,,FALSE,FALSE,
"La Wonderland Caregivers, Inc.",la-wonderland-caregivers-inc,,,other,,,,,CA,,US,,,(323) 788-9778,Lakonan@gmail.Com,DCC-10002590,,FALSE,FALSE,
"Laday & Guerra, General Partnership",laday-guerra-general-partnership,Jet Room,jet-room,dispensary,,,,,CA,,US,,,(909) 531-3793,,C9-0000448-LIC,,FALSE,FALSE,
Ladies & Gentlemen Elevation Headquarters Inc.,ladies-gentlemen-elevation-headquarters-inc,ELEVATION HEADQUARTERS,elevation-headquarters,dispensary,,,701 8th Ave,New York,NY,10036,US,40.75866,-73.98879,,,OCM-CAURD-24-000205,,FALSE,FALSE,
Ladybug Herbal Sanctuary,ladybug-herbal-sanctuary,,,cultivator,,,,,CA,,US,,,(415) 335-0493,Noetic.Consulting@gmail.Com,CCL18-0000721,,FALSE,FALSE,
"LAFF, LLC",laff-llc,,,cultivator,,,,,CA,,US,,,(916) 437-4733,Licenselaff@gmail.Com,CCL22-0001524,,FALSE,FALSE,
"Lahc, Inc.",lahc-inc,ZZFLUX DTLA,zzflux-dtla,dispensary,,,2019 Pasadena Ave,Los Angeles,CA,90031,US,34.074846,-118.220714,(818) 651-7420,Sevan@lahccollective.Com,C10-0000625-LIC,,FALSE,FALSE,
"Lahc, Inc.",lahc-inc,ZZFLUX DTLA,zzflux-dtla,other,,,,,CA,,US,,,(818) 292-1070,Derohanian@me.Com,C11-0001086-LIC,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002423,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002648,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002649,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002650,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002826,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002827,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002828,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002829,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002830,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002831,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002833,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002834,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002838,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002850,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002852,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002853,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002854,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002855,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002856,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002857,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002858,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002859,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002861,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002862,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002863,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002864,,FALSE,FALSE,
Lake County Investment Group,lake-county-investment-group,,,cultivator,,,,,CA,,US,,,(845) 701-6203,Eduardofernandez3284@gmail.Com,CCL20-0002865,,FALSE,FALSE,
Lake Elsinore Community Investment Corp,lake-elsinore-community-investment-corp,Mr Nice Guy Marijuana Cannabis Dispensary Lake Elsinore,mr-nice-guy-marijuana-cannabis-dispensary-lake-elsinore,dispensary,,,311 Minthorn St W,Lake Elsinore,CA,92530,US,33.678963,-117.327407,(949) 293-2370,Mngstatelicensing@gmail.Com,C10-0000038-LIC,,FALSE,FALSE,
Lake Elsinore Community Investment Corp,lake-elsinore-community-investment-corp,NA,na,other,,,,,CA,,US,,,(949) 293-2370,Mngstatelicensing@gmail.Com,C11-0001778-LIC,,FALSE,FALSE,
Lake Murray Ventures LLC,lake-murray-ventures-llc,Wellgreens and Wellgreens Everything Cannabis,wellgreens-and-wellgreens-everything-cannabis,dispensary,,,5301 Lake Murray Blvd,La Mesa,CA,91942,US,32.775093,-117.044855,(619) 439-7494,Sam@wellgreens.Store,C10-0000829-LIC,,FALSE,FALSE,
LAKE110 LLC,lake110-llc,"LEVELS IV, INC.",levels-iv-inc,dispensary,,,389 Wadsworth Boulevard,Lakewood,CO,80226,US,39.72200453,-105.0815759,,,402R-00916,,FALSE,FALSE,
"Lakewood Holdings, LLC",lakewood-holdings-llc,Irie League,irie-league,other,,,,,CA,,US,,,(858) 774-1020,LakewoodholsingsLLC@gmail.Com,C11-0001937-LIC,,FALSE,FALSE,
"Lakewood Holdings, LLC",lakewood-holdings-llc,Irie League,irie-league,other,,,,,CA,,US,,,(858) 774-1020,,DCC-10003386,,FALSE,FALSE,
LAMA HOLDINGS LLC,lama-holdings-llc,LAMA BRAND CANNABIS,lama-brand-cannabis,other,,,1015 McMurdo Circle,Castle Rock,CO,80108,US,39.3773265,-104.8163648,,,407-00001|407R-00001,,FALSE,FALSE,
Lamarr House LLC [Equity Retailer],lamarr-house-llc-equity-retailer,House of Trees [Equity Retailer],house-of-trees-equity-retailer,dispensary,,,4901 Topanga Canyon Blvd,Woodland HLS,CA,91364,US,34.157032,-118.606103,(310) 310-1567,Drowatts@gmail.Com,C10-0001268-LIC,,FALSE,FALSE,
Lamb Creek Exotic Gardens Inc.,lamb-creek-exotic-gardens-inc,,,cultivator,,,,,CA,,US,,,(707) 273-7117,Nightrunner307@gmail.Com,CCL24-0000899,,FALSE,FALSE,
LAND Hammer,land-hammer,,,cultivator,,,,,CA,,US,,,(209) 728-8581,Graderoadranch@gmail.Com,CCL20-0001448,,FALSE,FALSE,
"LAND OF LINCOLN DISPENSARY, LLC",land-of-lincoln-dispensary-llc,284.000325-CL,284000325-cl,other,,,8/19/2022,,IL,,US,40.6331249,-89.3985283,,,284.000325-CL,,FALSE,FALSE,
"LAND OF LINCOLN DISPENSARY, LLC",land-of-lincoln-dispensary-llc,Bloom Wellness – Hometown,bloom-wellness-hometown,other,,,4140 Southwest Hwy,Hometown,IL,60456,US,41.73231717,-87.72573327,(708) 549-0420,,284.000363-AUDO,,FALSE,FALSE,
"LAND OF LINCOLN DISPENSARY, LLC",land-of-lincoln-dispensary-llc,Bloom Wellness – Normal,bloom-wellness-normal,other,,,1730 Bradford Ln Ste 185,Normal,IL,61761,US,40.53317276,-88.99320436,(309) 571-1420,,284.000364-AUDO,,FALSE,FALSE,
"LandB Capital Investments, LLC",landb-capital-investments-llc,,,cultivator,,,,,CA,,US,,,(510) 387-0597,Landbinvestments83@gmail.Com,CCL21-0005062,,FALSE,FALSE,
Landrace Ranch LLC,landrace-ranch-llc,,,cultivator,,,,,CA,,US,,,(530) 802-4321,Justinloringreen@gmail.Com,CCL24-0000894,,FALSE,FALSE,
Lantern Farms of Mendocino,lantern-farms-of-mendocino,,,cultivator,,,,,CA,,US,,,(805) 861-8222,Lanternfarmsmendocino@gmail.Com,CCL21-0004579,,FALSE,FALSE,
Larabee Farm LLC,larabee-farm-llc,,,cultivator,,,,,CA,,US,,,(707) 499-5428,Larabeefarm1@gmail.Com,CCL18-0003035,,FALSE,FALSE,
Larabee Farm LLC,larabee-farm-llc,,,cultivator,,,,,CA,,US,,,(707) 798-6388,Larabeefarm1@gmail.Com,CCL18-0003100,,FALSE,FALSE,
Larry's Services,larrys-services,,,cultivator,,,,,CA,,US,,,(707) 391-6169,Frankulrich707@gmail.Com,CCL21-0005024,,FALSE,FALSE,
LAS ANIMAS CANNABIS INC,las-animas-cannabis-inc,ROCKY MOUNTAIN CANNABIS,rocky-mountain-cannabis,dispensary,,,332 Bent Avenue,Las Animas,CO,81054,US,38.06986307,-103.2198152,,,402R-01117,,FALSE,FALSE,
"Las Damas, LLC",las-damas-llc,Las Damas,las-damas,dispensary,,,"85995 Grapefruit Blvd, Unit 1",Coachella,CA,92236,US,33.679462,-116.173922,(760) 984-6588,Lasdamascoachella@gmail.Com,C10-0001631-LIC,,FALSE,FALSE,
Lassic LLC,lassic-llc,,,cultivator,,,,,CA,,US,,,(707) 601-2766,Griffinbramble@yahoo.Com,CCL22-0001594,,FALSE,FALSE,
LASSIK FARMS,lassik-farms,,,cultivator,,,,,CA,,US,,,(707) 273-2376,Jamielieder@gmail.Com,CCL21-0004289,,FALSE,FALSE,
"Last Minute Ventures, LLC.",last-minute-ventures-llc,Last Minute Ventures,last-minute-ventures,other,,,,,CA,,US,,,(213) 270-4992,Bobby@superstarhg.Com,C11-0001229-LIC,,FALSE,FALSE,
"Last Minute Ventures, LLC.",last-minute-ventures-llc,"LAST MINUTE VENTURES, LLC",last-minute-ventures-llc,other,,,,,CA,,US,,,(213) 270-4992,Bobby@superstarhg.Com,DCC-10004256,,FALSE,FALSE,
"Last Minute Ventures, LLC.",last-minute-ventures-llc,,,cultivator,,,,,CA,,US,,,(213) 604-5704,Bijan@superstarcellular.Com,CCL22-0001165,,FALSE,FALSE,
LASTAMAN LANDSCAPE & GARDENING LLC,lastaman-landscape-gardening-llc,,,cultivator,,,,,CA,,US,,,(708) 305-7068,Boleebay@yahoo.Com,CCL19-0005286,,FALSE,FALSE,
"Latino Veterans Health and Revival, LLC",latino-veterans-health-and-revival-llc,Cookies – Bolingbrook,cookies-bolingbrook,other,,,190 S Weber Rd,Bolingbrook,IL,60490,US,41.6939714,-88.1210104,(331) 444-1414,,284.000284-AUDO,,FALSE,FALSE,
"Laughing Buddha Farms, Inc.",laughing-buddha-farms-inc,,,cultivator,,,,,CA,,US,,,(510) 220-3436,Brandon.Birks@gmail.Com,CCL18-0000585,,FALSE,FALSE,
Lawrence Health Services LLC,lawrence-health-services-llc,JARS Cannabis,jars-cannabis,other,,,"2250 Highway 60, Suite M",Globe,AZ,85501,US,33.4157104,-110.8263702,928-793-2550,,00000136ESTJ56415147,,FALSE,FALSE,
"Lax Cc, Inc.",lax-cc-inc,LAX CANNABIS CLUB,lax-cannabis-club,dispensary,,,8332 Lincoln Blvd S,Los Angeles,CA,90045,US,33.961942,-118.420726,(310) 439-9189,Laxcc20@gmail.Com,C10-0000141-LIC,,FALSE,FALSE,
Laytonville Legacy Growers,laytonville-legacy-growers,,,cultivator,,,,,CA,,US,,,(707) 205-1311,Laytonvillelegacygrowers.Robert@gmail.Com,CCL22-0000681,,FALSE,FALSE,
Laytonville Legacy Growers,laytonville-legacy-growers,,,cultivator,,,,,CA,,US,,,(707) 205-1311,Laytonvillelegacygrowers.Robert@gmail.Com,CCL22-0000682,,FALSE,FALSE,
Lazy Moon Ranch,lazy-moon-ranch,,,cultivator,,,,,CA,,US,,,(509) 954-6922,LazymoonranchLLC@gmail.Com,CCL18-0000691,,FALSE,FALSE,
"Lazy S Ranch, LLC",lazy-s-ranch-llc,,,cultivator,,,,,CA,,US,,,(707) 834-8586,Talktorio@gmail.Com,CCL18-0002531,,FALSE,FALSE,
"Lb Atlantis, LLC",lb-atlantis-llc,LB ATLANTIS LLC,lb-atlantis-llc,other,,,,,CA,,US,,,(714) 337-4408,Ryan@lbatlantis.Com,C11-0000369-LIC,,FALSE,FALSE,
LBW CONSULTING GROUP LLC,lbw-consulting-group-llc,SEED & SMITH,seed-smith,cultivator|dispensary|other,,,5070 North Oakland Street,Denver,CO,80239,US,39.78972956,-104.8505949,,,403-01817|403R-00887|404-00542|404R-00347|402-01187|402R-00677,,FALSE,FALSE,
LBW CONSULTING GROUP LLC,lbw-consulting-group-llc,SEED & SMITH,seed-smith,cultivator|dispensary,,,10665 East 51st Avenue,Denver,CO,80239,US,39.79037386,-104.8637894,,,403R-01026,,FALSE,FALSE,
"LC Farm, LLC",lc-farm-llc,,,cultivator,,,,,CA,,US,,,(559) 575-6511,Bearrock680@outlook.Com,CCL19-0005241,,FALSE,FALSE,
Lc2400,lc2400,Clover Valley Ranch,clover-valley-ranch,other,,,,,CA,,US,,,(707) 362-6200,Shana@clovervalleyranch.Com,C13-0000262-LIC,,FALSE,FALSE,
LC2400,lc2400,,,cultivator,,,,,CA,,US,,,(707) 362-6200,Shana@servicetrackingsystems.Net,CCL20-0001154,,FALSE,FALSE,
"Lcb Manufacturing, Inc.",lcb-manufacturing-inc,Lost Coast Botanicals,lost-coast-botanicals,other,,,,,CA,,US,,,(707) 383-4240,Joseph@lostcoastbotanicals.Com,DCC-10002327,,FALSE,FALSE,
"Lcb Retail, Inc. [Equity Retailer]",lcb-retail-inc-equity-retailer,"LCB Retail, Inc [Equity Retailer]",lcb-retail-inc-equity-retailer,dispensary,,,"325 Shelter Cove Rd, Unit 6",Whitethorn,CA,95589,US,40.0601967,-123.9697958,(707) 383-4240,Ivy@lostcoastbotanicals.Com,C10-0000676-LIC,,FALSE,FALSE,
"LCG Business Enterprises, LLC",lcg-business-enterprises-llc,,,cultivator,,,,,CA,,US,,,(818) 279-1454,Sevanlcg@gmail.Com,CCL21-0005295,,FALSE,FALSE,
LCH Farm LLC,lch-farm-llc,,,cultivator,,,,,CA,,US,,,(415) 388-5122,Mark@crginvestments.Com,CCL25-0000015,,FALSE,FALSE,
LCL Investment Group LLC,lcl-investment-group-llc,,,cultivator,,,,,CA,,US,,,(917) 224-6326,Lclinvestmentgroup@gmail.Com,CCL24-0000534,,FALSE,FALSE,
"Ldjnbw, LLC",ldjnbw-llc,FIREJAYS,firejays,dispensary,,,4810 E Camino Parocela,Palm Springs,CA,92264,US,33.81425,-116.493722,(313) 283-4049,Webbd@usc.Edu,C10-0000484-LIC,,FALSE,FALSE,
Le Source LLC,le-source-llc,,,other,,,,,CA,,US,,,(949) 350-2145,Maslan@lesourcegroup.Com,C11-0002066-LIC,,FALSE,FALSE,
LEADING GROW SOLUTIONS,leading-grow-solutions,,,cultivator,,,,,CA,,US,,,(323) 236-4114,Leadinggrowsolutions@gmail.Com,CCL21-0004790,,FALSE,FALSE,
LEADING GROW SOLUTIONS,leading-grow-solutions,,,cultivator,,,,,CA,,US,,,(323) 236-4114,Leadinggrowsolutions@gmail.Com,CCL21-0004791,,FALSE,FALSE,
Leaf and Land LLC,leaf-and-land-llc,,,cultivator,,,,,CA,,US,,,(415) 961-7201,Ebscassi@gmail.Com,CCL24-0000431,,FALSE,FALSE,
Leaf and Land LLC,leaf-and-land-llc,,,cultivator,,,,,CA,,US,,,(415) 961-7201,Ebscassi@gmail.Com,CCL24-0000432,,FALSE,FALSE,
Leaf and Land LLC,leaf-and-land-llc,,,cultivator,,,,,CA,,US,,,(415) 961-7201,Ebscassi@gmail.Com,CCL24-0000433,,FALSE,FALSE,
Leafy Jungle Corp,leafy-jungle-corp,,,other,,,,,CA,,US,,,(786) 531-3772,Hermanscholtz50@gmail.Com,C12-0000033-LIC,,FALSE,FALSE,
Leafy Wonders LLC,leafy-wonders-llc,Leafy Wonders,leafy-wonders,dispensary,,,956 S 1st St,Fulton,NY,13069,US,43.3059,-76.39472,,,OCM-CAURD-24-000139,,FALSE,FALSE,
L'EAGLE SERVICES LLC,leagle-services-llc,L'EAGLE,leagle,cultivator|dispensary|other,,,380 North Quivas Street,Denver,CO,80223,US,39.72244329,-105.0073996,,,403R-00267|605R-00037|404R-00290|402R-00207,,FALSE,FALSE,
"Leave It To Nature, Inc.",leave-it-to-nature-inc,PERFECT UNION,perfect-union,dispensary,,,5340 Shasta Dam Blvd,Shasta Lake,CA,96019,US,40.679715,-122.352024,(916) 582-8005,Licensing@mwgholdings.Com,C10-0000411-LIC,,FALSE,FALSE,
"Leedo Enterprises, Inc.",leedo-enterprises-inc,,,cultivator,,,,,CA,,US,,,(760) 403-6087,Lskrelle@yahoo.Com,CCL21-0004258,,FALSE,FALSE,
Left Coast LLC,left-coast-llc,Left Coast Extracts,left-coast-extracts,other,,,,,CA,,US,,,(442) 362-2046,Alex@leftcoastLLC.Org,DCC-10004622,,FALSE,FALSE,
"LEFT COAST REDWOOD, LLC",left-coast-redwood-llc,,,cultivator,,,,,CA,,US,,,(608) 400-1186,Mrsmithcj@yahoo.Com,CCL21-0003213,,FALSE,FALSE,
"Legacy & Co., Inc.",legacy-co-inc,JARS Cannabis,jars-cannabis,other,,,"3001 North 24th Street, A",Phoenix,AZ,85016,US,33.48217617,-112.0301113,(623) 936-9333,,00000079ESTS64678211,,FALSE,FALSE,
Legacy HV LLC,legacy-hv-llc,,,cultivator,,,,,CA,,US,,,(415) 919-1176,Jdharmapalan@sbcglobal.Net,CCL24-0000169,,FALSE,FALSE,
"legacy nursery, llc",legacy-nursery-llc,,,cultivator,,,,,CA,,US,,,(530) 314-3455,Jmchiavetta@gmail.Com,CCL19-0005526,,FALSE,FALSE,
Legally Green LLC,legally-green-llc,,,cultivator,,,,,CA,,US,,,(805) 551-7496,Crissmanagementgroup@gmail.Com,CCL23-0000174,,FALSE,FALSE,
"Legendary Organics-Thousand Oaks, LLC",legendary-organics-thousand-oaks-llc,Legendary Organics Thousand Oaks,legendary-organics-thousand-oaks,dispensary,,,1339 Lawrence Dr,Newbury Park,CA,91320,US,34.19683,-118.929858,(805) 277-7796,Nededavis@legendorg.Com,C10-0000919-LIC,,FALSE,FALSE,
Leisure Lane LLC,leisure-lane-llc,,,cultivator,,,,,CA,,US,,,(478) 696-2348,Llane@sudomail.Com,CCL24-0000681,,FALSE,FALSE,
LEKCINTON INC,lekcinton-inc,Mood,mood,dispensary,,,80 RIVER LOOP 2 STE A,,OR,,US,43.86925582,-121.4597171,,,050-10183821921,,FALSE,FALSE,
LEMONNADE MILWAUKIE INC.,lemonnade-milwaukie-inc,Lemonnade Milwaukie,lemonnade-milwaukie,dispensary,,,18819,Se Mcloughlin Blvd Milwaukie,OR,97267-6735,US,45.3863267,-122.6096107,,,050-10241488342,,FALSE,FALSE,
Leo Lion Farms LLC,leo-lion-farms-llc,,,cultivator,,,,,CA,,US,,,(530) 648-6807,Greenpeach2020@outlook.Com,CCL24-0000196,,FALSE,FALSE,
Leo's World LLC,leos-world-llc,Leo's World,leos-world,dispensary,,,265 L St,Crescent City,CA,95531,US,41.75414,-124.193913,(707) 951-0103,Leonette1979ak47@gmail.Com,C10-0001063-LIC,,FALSE,FALSE,
Leticia Glisovic,leticia-glisovic,,,cultivator,,,,,CA,,US,,,(408) 985-3352,Queenzgrowfarm@gmail.Com,CCL22-0000443,,FALSE,FALSE,
"Lettuce Bee, LLC",lettuce-bee-llc,,,cultivator,,,,,CA,,US,,,(707) 498-0123,Trinitysungrown@gmail.Com,CCL19-0003340,,FALSE,FALSE,
Level Up Nyc Corp.,level-up-nyc-corp,NYC Bud Midtown,nyc-bud-midtown,dispensary,,,405 W 39th St,New York,NY,10018,US,40.75689,-73.99432,,,OCM-CAURD-25-000291,,FALSE,FALSE,
LEVELS IV INC,levels-iv-inc,LEVELS IV INC.|SKL HOLDINGS III LLC,levels-iv-inc,cultivator|dispensary,,,4980 North Monroe Street,Denver,CO,80216,US,39.78658603,-104.9442401,,,403-01384|403R-00810,,FALSE,FALSE,
Lexington Meadows Creek Corp.,lexington-meadows-creek-corp,Fuego Lucerne Cannabis Dispensary,fuego-lucerne-cannabis-dispensary,dispensary,,,6272 E Highway 20,Lucerne,CA,95458,US,39.088742,-122.793954,(707) 501-8259,Bicgroup1@gmail.Com,C10-0001558-LIC,,FALSE,FALSE,
Lexington Meadows Creek Corp.,lexington-meadows-creek-corp,Fuego Middletown,fuego-middletown,dispensary,,,"21389 Stewart, Unit C & D",Middletown,CA,94561,US,38.747354,-122.619624,(707) 342-5378,Wearefuego1@gmail.Com,C10-0001608-LIC,,FALSE,FALSE,
LF Bankside Inc.,lf-bankside-inc,,,cultivator,,,,,CA,,US,,,(442) 305-9937,Aaron.Roman@leafire.Com,CCL25-0000361,,FALSE,FALSE,
LFTG INC,lftg-inc,,,cultivator,,,,,CA,,US,,,(323) 440-5632,Ramiro-Moran@live.Com,CCL21-0000388,,FALSE,FALSE,
LGK LLC,lgk-llc,STRAWBERRY FIELDS,strawberry-fields,other|dispensary,,,"3435 South Yosemite Street, Suite 200",Denver,CO,80231,US,39.65500645,-104.8848836,,,605R-00028|402-00898|402R-00130,,FALSE,FALSE,
LIBERTYS LLC,libertys-llc,PINNERZ RECREATIONAL,pinnerz-recreational,dispensary,,,23 North Highway 17,Hooper,CO,81136,US,37.7499528,-105.8813045,,,402R-00913,,FALSE,FALSE,
Libra Crenshaw LLC [Equity Retailer],libra-crenshaw-llc-equity-retailer,SENSI RETAIL [Equity Retailer],sensi-retail-equity-retailer,dispensary,,,3681 Crenshaw Blvd,Los Angeles,CA,90016,US,34.020445,-118.335442,(760) 899-8025,Chrismtz0589@gmail.Com,C10-0001123-LIC,,FALSE,FALSE,
LIFE CANNABIS LLC,life-cannabis-llc,LIFE CANNABIS,life-cannabis,cultivator|dispensary,,,231 North Wyandot Street,Denver,CO,80223,US,39.72057461,-105.0142784,,,403R-00014,,FALSE,FALSE,
Life Changers Investments LLC,life-changers-investments-llc,Cookies,cookies,other,,,2715 South Hardy Drive,Tempe,AZ,85282,US,33.3999314,-111.9520598,(480) 452-7275,,0000156ESTDP70697204,,FALSE,FALSE,
Life Enhancement Services,life-enhancement-services,,,dispensary,,,1966 Broadway St,Vallejo,CA,94589,US,38.138725,-122.252083,(707) 980-3000,Hbcadem@gmail.Com,C10-0000193-LIC,,FALSE,FALSE,
Life Holistic Health Center Collective Inc.,life-holistic-health-center-collective-inc,,,cultivator,,,,,CA,,US,,,(707) 200-1514,Daniel.Jd.Park@gmail.Com,CCL18-0002076,,FALSE,FALSE,
Life Holistic Health Center Collective Inc.,life-holistic-health-center-collective-inc,,,cultivator,,,,,CA,,US,,,(707) 200-1514,Daniel.Jd.Park@gmail.Com,CCL20-0002473,,FALSE,FALSE,
Life is Beautiful 18 LLC,life-is-beautiful-18-llc,,,cultivator,,,,,CA,,US,,,(323) 477-3060,18lifeisbeautiful@gmail.Com,CCL23-0000313,,FALSE,FALSE,
Life Remedy Farms,life-remedy-farms,,,cultivator,,,,,CA,,US,,,(805) 331-1814,Kasiabrand@gmail.Com,CCL23-0000566,,FALSE,FALSE,
"Life Remedy Farms, Inc.",life-remedy-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 331-1814,Kasiabrand@gmail.Com,CCL18-0000367,,FALSE,FALSE,
"Life Remedy Farms, Inc.",life-remedy-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 331-1814,Kasiabrand@gmail.Com,CCL18-0000368,,FALSE,FALSE,
"Life Remedy Farms, Inc.",life-remedy-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 331-1814,Kasiabrand@gmail.Com,CCL18-0000371,,FALSE,FALSE,
