Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
HOMEGROWN NORTHWEST                          ,429000,6035602530010003,3230 1ST AVE S                ,                         ,SEATTLE                 ,WA,KING,981341818,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062255555
HOUSE OF CANNABIS - TACOMA                   ,434402,6035188950010007,764 S 56TH ST                 ,                         ,TACOMA                  ,WA,PIERCE,98408    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532413261
HOUSE OF CANNABIS - TONASKET                 ,422454,6035188950010004,309 4TH ST W STE A            ,                         ,TONASKET                ,WA,OKANOGAN,98855    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532413261
HOUSE OF CANNABIS - TWISP                    ,400085,6035188950010006,1017 E METHOW VALLEY HWY      ,                         ,TWISP                   ,WA,OKANOGAN,98856    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532413261
HOUSE OF CANNABIS - WHIDBEY                  ,422457,6053304590010001,25171 SR 525 #2               ,#2                       ,GREENBANK               ,WA,ISLAND,98253    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532413261
HWY 420                                      ,413427,6027629820010002,11493 CLEAR CREEK RD          ,                         ,SILVERDALE              ,WA,KITSAP,98383    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3604408671
HWY 420                                      ,413843,6034060990010001,1110 CHARLESTON BEACH RD W    ,                         ,BREMERTON               ,WA,KITSAP,983124504,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609323182
HWY 420                                      ,437434,6034060990010002,19740 VIKING AVE NW           ,SMP - 2                  ,POULSBO                 ,WA,KITSAP,98370    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3609323182
HYPEHERBALLY                                 ,414051,6033066060010003,1120 112TH ST SW              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044863,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4255829385
HYPEHERBALLY,425498,6033066060010006,14702 HIGHWAY 99,,LYNNWOOD,WA,SNOHOMISH,980875522,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4255829385
HYPEHERBALLY                                 ,425498,6043710730010001,14702 HIGHWAY 99              ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980875522,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4255829385
III KING COMPANY                             ,414750,6033505020010001,12925 MARTIN LUTHER KINGJR WAY,                         ,SEATTLE                 ,WA,KING,981780000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064911397
ISAACCOOPERRETAIL,421114,6035523050010002,2840 MIKAYLA LN,,WENATCHEE,WA,CHELAN,988025873,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5092644707
ISAACCOOPERRETAIL,421114,6035523050010002,2840 MIKAYLA LN,,WENATCHEE,WA,CHELAN,988025873,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,5092644707
ISLAND HERB                                  ,413727,6033504390010001,5565 VANBARR PLACE UNIT F     ,                         ,FREELAND                ,WA,ISLAND,98249    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603310140
ISSAQUAH CANNABIS COMPANY                    ,414867,6033564790010001,230 NE JUNIPER ST STE#201     ,STE#201                  ,ISSAQUAH                ,WA,KING,98027    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063355857
IT IS LIT                                    ,423203,6035809000010002,1611 S SMITTYS BLVD  STE B    ,STE B                    ,RITZVILLE               ,WA,ADAMS,991692264,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5096600497
J & K CANNABIS                               ,355804,6030890680010002,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984991030,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2534684440
J & K CANNABIS                               ,355804,6030890680010002,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984991030,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2534684440
JAB HEIGHTS PULLMAN                          ,425584,6056359510010001,1212 N GRAND AVE              ,                         ,PULLMAN                 ,WA,WHITMAN,99163    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066788443
JAB MOMENTS SPOKANE                          ,422992,6056336540010001,6620 N MARKET ST STE 101      ,                         ,SPOKANE                 ,WA,SPOKANE,99217    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066788443
JACOB JAMES SATTLEEN                         ,413302,6020498450010003,412 N RIVER RD                ,                         ,USK                     ,WA,PEND OREILLE,991800000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094471032
JD'S PROCUREMENT                             ,422725,6036027560010001,RETAIL TITLE CERTIFICATE      ,                         ,MOSSYROCK               ,WA,LEWIS,985640000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607987194
JD'S PROCUREMENT                             ,422725,6036027560010001,RETAIL TITLE CERTIFICATE      ,                         ,MOSSYROCK               ,WA,LEWIS,985640000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3607987194
JDT VENTURES,414886,6033581440010002,RETAIL TITLE CERTIFICATE,,RIDGEFIELD,WA,CLARK,986423354,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608922878
JDT VENTURES,414886,6033581440010002,RETAIL TITLE CERTIFICATE,,RIDGEFIELD,WA,CLARK,986423354,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3608922878
JET CANNABIS                                 ,414753,6044313900010003,13224 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982045424,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252334844
JET CANNABIS                                 ,420894,6044313900010001,11325 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044816,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4253326436
JST INTERNATIONAL                            ,415053,6033581190010001,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980030000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533328800
JST INTERNATIONAL                            ,415053,6033581190010001,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980030000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2533328800
JUJU HOLDINGS,422328,6048348470010001,RETAIL TITLE CERTIFICATE,,KENNEWICK,WA,BENTON,993362677,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2063340676
KAHD HOLDING                                 ,421826,6035615620010001,18850 103RD AVE SW UNIT 105   ,                         ,VASHON                  ,WA,KING,980705250,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2068985900
KAHD HOLDING                                 ,437823,6035615620010006,5301 SOUTHCENTER BLVD STE B   ,                         ,TUKWILA                 ,WA,KING,981882429,CANNABIS RETAILER                  ,ACTIVE (ISSUED),0000000000
KALEAFA                                      ,414345,6046242090010001,401 SOUTH BOONE               ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,98520    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3122033450
KALEAFA                                      ,417643,6033220580010002,33858 SR 20 STE 102           ,                         ,OAK HARBOR              ,WA,ISLAND,98277    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3122033450
KALEAFA                                      ,422251,6035861690010001,22834 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981987262,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602861348
KALEAFA                                      ,429441,6035861690010005,25745 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,98198    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2064600503
KARMA CANNABIS                               ,421168,6035537530010001,131 RIVER RD   STE A          ,                         ,SEQUIM                  ,WA,CLALLAM,983829804,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3604606641
KELSO MARIJUANA STORE,431706,6036041950010004,508 ALLEN ST UNIT A,,KELSO,WA,COWLITZ,986264106,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604258134
KELSO RETAIL INVESTMENTS LLC                 ,422792,6046557890010001,2200 TALLEY WAY  STE A        ,SUITE A                  ,KELSO                   ,WA,COWLITZ,986265511,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093938023
KEYSTONE CREATIONS                           ,414089,6033491670010001,5809 112TH ST E               ,BLDG A                   ,PUYALLUP                ,WA,PIERCE,983730000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533559704
KEYSTONE CREATIONS                           ,414090,6033491670010002,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980034994,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533559704
KEYSTONE CREATIONS                           ,414090,6033491670010002,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980034994,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2533559704
KINDLEBERGER LLC                             ,429212,6041302810010003,230 NE JUNIPER ST STE 100     ,                         ,ISSAQUAH                ,WA,KING,980272519,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063355857
KING CRONIC                                  ,422012,6035765800010001,20639 OLD HIGHWAY 99 SW UNIT B,UNIT B                   ,CENTRALIA               ,WA,THURSTON,985318613,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608587142
KING CRONIC,425925,6035765800010005,1110 E YELM AVE STE C,,YELM,WA,THURSTON,985977690,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609676056
KING CRONIC                                  ,425925,6048027430010001,1110 E YELM AVE STE C         ,                         ,YELM                    ,WA,THURSTON,98597    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063515957
KING CRONIC 2,422459,6035765800010003,327 SR 4,,CATHLAMET,WA,WAHKIAKUM,986120000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608587142
KING CRONIC 3,413846,6035765800010004,551 14TH AVE,,LONGVIEW,WA,COWLITZ,986321601,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609676056
KITSAP CANNABIS                              ,088696,6035945810010004,1731 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662643,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609900314
KITSAP CANNABIS                              ,422468,6035945810010001,1739 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662643,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608658092
KITSAP CANNABIS                              ,424117,6035945810010002,2600 NW RANDALL WAY STE 103   ,                         ,SILVERDALE              ,WA,KITSAP,983839427,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608658092
KITSAP CANNABIS - BREMERTON                  ,434802,6035945810010005,4001 WA-3 W UNIT B            ,                         ,BREMERTON               ,WA,KITSAP,983120000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608658092
KITSAP CANNABIS 2                            ,421359,6035609550010001,1762 VILLAGE LN SE            ,                         ,PORT ORCHARD            ,WA,KITSAP,983662644,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608133369
KITSAP CANNABIS 3                            ,422827,6036041950010001,2300 TALLEY WAY STE C         ,                         ,KELSO                   ,WA,COWLITZ,986265513,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608658092
KITSAP CANNABIS 3                            ,428263,6036041950010003,308 S 5TH AVE                 ,                         ,KELSO                   ,WA,COWLITZ,986262324,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608658092
KITSAP CANNABIS PORT ORCHARD                 ,435420,6035609550010003,4255 SE MILE HILL DR #101     ,                         ,PORT ORCHARD            ,WA,KITSAP,983663920,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608658092
KUSH                                         ,420336,6040934440010001,11834 NE 90TH ST              ,                         ,KIRKLAND                ,WA,KING,980335814,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252693242
KUSH 21,415406,6046169240010001,13224 HWY 99 STE A,,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3605611664
KUSH 21                                      ,425493,6046005620010001,517 128TH ST SW STE B         ,                         ,EVERETT                 ,WA,SNOHOMISH,982047311,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063830943
KUSH 21 BUCKLEY LLC                          ,424751,6046521590010001,29393 STATE ROUTE 410 E STE D ,                         ,BUCKLEY                 ,WA,PIERCE,98321    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3605611664
KUSH KLUB                                    ,421876,6040720270010001,17547 15TH AVE NE             ,                         ,SHORELINE               ,WA,KING,981553801,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067691282
KUSH POINTE                                  ,421630,6033042060010002,11811 MUKILTEO SPEEDWAY STE 11,                         ,MUKILTEO                ,WA,SNOHOMISH,982045442,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065795394
KUSH21 EVERETT                               ,438816,6057582300010001,11311 HIGHWAY 99              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044816,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3605611664
KUSH21 SODO                                  ,438629,6057605530010001,2215 4TH AVENUE SOUTH         ,                         ,SEATTLE                 ,WA,KING,98134    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3605611664
KUSHKLUB                                     ,430737,6040720270010003,20019 AURORA AVE N UNIT B     ,                         ,SHORELINE               ,WA,KING,981333120,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067691282
KUSHMAN                                      ,415287,6027085610010002,11110 MUKILTEO SPEEDWAY       ,SUITE 102                ,MUKILTEO                ,WA,SNOHOMISH,982755450,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254441575
KUSHMAN                                      ,421552,6027085610010004,15804 HIGHWAY 99 UNIT A       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871426,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4254441575
KUSHMAN                                      ,422380,6027085610010007,8921 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982082626,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4254441575
KUSHMAN                                      ,426731,6027085610010009,8911 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,98208    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4254441575
KUSHMART,414520,6033472500010002,6309 EVERGREEN WAY STE C,,EVERETT,WA,SNOHOMISH,982034559,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067691282
KUSHMART SOUTH EVERETT                       ,416102,6035539770010001,13220 HWY 99 S                ,                         ,EVERETT                 ,WA,SNOHOMISH,98204    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4255820088
LA PUSH KUSH                                 ,413695,6018306250010003,100 LA PUSH RD STE 602        ,                         ,FORKS                   ,WA,CLALLAM,983319406,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5416109508
LA PUSH KUSH                                 ,419178,6018306250010004,100 LA PUSH RD STE 602        ,                         ,FORKS                   ,WA,CLALLAM,983319406,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5416109508
LAST STOP POT SHOP                           ,415509,6033594910010001,"41711 STATE ROUTE 2, #1       ",                         ,GOLD BAR                ,WA,SNOHOMISH,982510000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602178951
LAWRENCE ENTERPRISES                         ,414881,6033579990010001,322 DANIEL LN                 ,                         ,FRIDAY HARBOR           ,WA,SAN JUAN,982506153,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603782288
LEGAL MARIJUANA SUPERSTORE                   ,417880,6033573230010003,3610 BETHEL RD SE             ,SUITE 100                ,PORT ORCHARD            ,WA,KITSAP,983670000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603401009
LIDZ CANNABIS                                ,414664,6054236290010001,9301 N DIVISION ST STE B-C    ,                         ,SPOKANE                 ,WA,SPOKANE,992181254,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5038057828
LIDZ CANNABIS                                ,421698,6054233280010001,2804 E 30TH AVE               ,                         ,SPOKANE                 ,WA,SPOKANE,992234782,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5038057828
LIVING WELL ENTERPRISES,414454,6033394100010007,19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,WA,KING,980700000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062612916
LIVING WELL ENTERPRISES                      ,420741,6033394100010004,17730 AMBAUM BLVD S UNIT E    ,                         ,BURIEN                  ,WA,KING,98148    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2068128092
LIVING WELL ENTERPRISES                      ,421812,6033394100010005,18850 103RD AVE SW UNIT 103   ,                         ,VASHON                  ,WA,KING,980705250,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062612916
LIVING WELL ENTERPRISES LLC,421826,6033394100010006,18850 103RD AVE SW UNIT 105,,VASHON,WA,KING,980705250,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2062612916
LOCAL AMSTERDAM                              ,429803,6041937950010004,3200 15TH AVE W UNIT B        ,                         ,SEATTLE                 ,WA,KING,98119    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603533628
LOCAL ROOTS,415406,6041299620010001,13224 HWY 99 STE A,,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4253617878
LOCAL ROOTS                                  ,422336,6046150810010001,1009 E YAKIMA AVE             ,                         ,YAKIMA                  ,WA,YAKIMA,98901    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063830943
LOCAL ROOTS MARIJUANA,415406,6034419610010002,13224 HWY 99,STE A,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4253617878
LOCAL ROOTS MARIJUANA                        ,415425,6034419750010001,1912 201ST PLACE SE #202      ,                         ,BOTHELL                 ,WA,SNOHOMISH,980120000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4259495389
LOCAL ROOTS MARIJUANA,425493,6034419750010002,517 128TH ST SW STE B,,EVERETT,WA,SNOHOMISH,982047311,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252909000
LOCAL ROOTS TACOMA                           ,420785,6046612970010001,5917 N 26TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,98407    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2063830943
LOCALAMSTER                                  ,079350,6041937950010003,7262 RAINIER AVE S            ,                         ,SEATTLE                 ,WA,KING,981183864,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063699597
LOCALAMSTER,414243,6033576160010002,1006 CALIFORNIA WAY,,LONGVIEW,WA,COWLITZ,986321615,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2068760140
LOCALAMSTER                                  ,414243,6041937950010001,1006 CALIFORNIA WAY           ,                         ,LONGVIEW                ,WA,COWLITZ,98632    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603533628
LOCALS CANNA HOUSE                           ,414823,6033588730010001,9616 E SPRAGUE AVE            ,STE B                    ,SPOKANE VALLEY          ,WA,SPOKANE,99206    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5092946552
LONGVIEW FREEDOM MARKET                      ,413544,6033544480010001,971 14TH AVE STE 110          ,                         ,LONGVIEW                ,WA,COWLITZ,986324049,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3602617055
LOVELY BUDS                                  ,422278,6035877900010001,4107 E SPRAGUE AVE            ,                         ,SPOKANE                 ,WA,SPOKANE,992024850,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2082904347
LOVELY BUDS DIVISION                         ,410798,6043040910010001,1403 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,99202    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2082904347
LOVELY BUDS NORTH                            ,412490,6035879370010002,1919 E FRANCIS AVE  STE B     ,                         ,SPOKANE                 ,WA,SPOKANE,992082747,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4065465411
LOVELY BUDS NORTH                            ,422350,6035879370010001,827 E FRANCIS AVE             ,                         ,SPOKANE                 ,WA,SPOKANE,992083638,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4065465411
LOVING FARMS                                 ,412370,6033482370010001,2615 OLD HIGHWAY 99 S         ,                         ,MOUNT VERNON            ,WA,SKAGIT,98273    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3605405168
LTC,420666,6033595980010002,5440 CALIFORNIA AVE SW,,SEATTLE,WA,KING,981361513,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066969240
LUCID,414963,6033590350010001,4820 YELM HWY SE SUITE D,,LACEY,WA,THURSTON,985033402,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5304010839
LUCID                                        ,415429,6033590350010002,7294 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5304010839
LUCID                                        ,437262,6033590350010003,916 HENSLEY ST NE             ,                         ,OLYMPIA                 ,WA,THURSTON,985165414,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5304010839
"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA    ",422194,6024649910010005,3310 AUBURN WAY N STE C/D     ,                         ,AUBURN                  ,WA,KING,980021800,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2539732476
LUCID CHENEY                                 ,413504,6033498370010001,25023 E APPLEWAY AVE          ,                         ,LIBERTY LAKE            ,WA,SPOKANE,990199545,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2539855872
LUCID PUYALLUP                               ,352673,6016367550010006,7924 RIVER ROAD               ,                         ,PUYALLUP                ,WA,PIERCE,98371    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2539732476
LUCKY CANNABIS                               ,415203,6042734580010001,9640 16TH AVE SW STE C & D    ,                         ,SEATTLE                 ,WA,KING,981062827,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065882441
LUCKY LEAF,413295,6033514230010001,3411 N CAPITOL AVE #A,,PASCO,WA,FRANKLIN,993019556,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096194887
LUCKY LEAF                                   ,422442,6033514230010003,1111 W 1ST AVE STE A          ,                         ,SPOKANE                 ,WA,SPOKANE,992014005,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5096194248
LUSCIOUS LEAF                                ,413245,6035146970010001,1392 W PINE ST  STE B         ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993629496,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096432777
LUX POT SHOP                                 ,414160,6034151100010001,10333 LAKE CITY WAY NE #101   ,                         ,SEATTLE                 ,WA,KING,98125    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067193162
LUX POT SHOP                                 ,414532,6034150760010001,4912 17TH AVE NW STE A        ,                         ,SEATTLE                 ,WA,KING,98107    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067193162
LUX POT SHOP                                 ,420819,6044081350010001,4465 FREMONT AVE N            ,                         ,SEATTLE                 ,WA,KING,981037225,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067193162
LUX POT SHOP                                 ,434272,6044081350010002,114 VINE ST                   ,                         ,SEATTLE                 ,WA,KING,981211439,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067193162
LYNNWOOD HOLDING 99 LLC                      ,422579,6045560440010001,RETAIL TITLE CERTIFICATE      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364736,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2067691282
MAGIC TREE COLLECTIVE 206                    ,421151,6032194490010004,350 NE STADIUM WAY UNIT B     ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532056372
MAGIC TREE COLLECTIVE 206                    ,437368,6032194490010006,745 N GRAND AVE STE 106       ,SMP - 2                  ,PULLMAN                 ,WA,WHITMAN,99163    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532056372
"MAGIC TREE COLLECTIVE 206, INC",421151,6032194490010004,2506 S JACKSON ST STE 205,,SEATTLE,WA,KING,981442367,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064978141
MAIN STREET MARIJUANA                        ,414876,6033571610010001,2314 MAIN ST                  ,                         ,VANCOUVER               ,WA,CLARK,98660    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606063260
MAIN STREET MARIJUANA EAST                   ,421805,6035719200010001,16219 SE 12TH ST STE 104      ,                         ,VANCOUVER               ,WA,CLARK,98683    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606063260
MAIN STREET MARIJUANA NORTH,414931,6049895210010001,8002 NE HIGHWAY 99 STE B,,VANCOUVER,WA,CLARK,986658875,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3606063260
MAIN STREET MARIJUANA NORTH                  ,435081,6049895210010002,7908 NE HIGHWAY 99            ,                         ,VANCOUVER               ,WA,CLARK,98665    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606063260
MARGIE'S POT SHOP,413414,6033540160010001,405 E STUEBEN,,BINGEN,WA,KLICKITAT,986050000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094930441
MARGIES'S POT SHOP                           ,413414,6034303690010001,405 E STEUBEN ST              ,                         ,BINGEN                  ,WA,KLICKITAT,98605    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5092813420
MARI J'S HIGHWAY POT SHOP,414893,6033584010010002,9506 19TH AVE SE,,EVERETT,WA,SNOHOMISH,982083801,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065506021
MARI MART,422298,6035771400010001,24090 NE STATE ROUTE 3 STE I,,BELFAIR,WA,MASON,985289665,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602751181
MARIJUANA CLUB 99                            ,415674,6035871190010001,1215 N LAKE SAMISH DR STE 2   ,                         ,BELLINGHAM              ,WA,WHATCOM,982299310,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533208712
MARIJUANA CLUB 99                            ,421982,6035871190010002,12631 HIGHWAY 99 STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982048545,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533208712
MARIJUANA CLUB 99                            ,426895,6035871190010004,12631 HWY 99 STE A            ,                         ,EVERETT                 ,WA,SNOHOMISH,982040000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252688875
MARIJUANA CLUB 99 LLC                        ,367339,6035871190010006,36728 US 2                    ,                         ,SULTAN                  ,WA,SNOHOMISH,982949640,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4252688875
MARIJUANA DEPOT,421632,6034015930010002,1123 SLEATER KINNEY RD SE,,LACEY,WA,THURSTON,985032300,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063917365
MARIJUANA DEPOT,422027,6034015930010001,404 AUBURN WAY S STE 100,,AUBURN,WA,KING,980025418,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063917365
MARIJUANA MART                               ,413370,6033519760010001,1405 YELM AVE E               ,                         ,YELM                    ,WA,THURSTON,985979480,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604801912
MARIJUANA MART                               ,419640,6033519760010002,6039 SW 197TH AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985799250,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608587188
MARIJUANA MART                               ,422450,6033513410010003,405 E UNION ST                ,                         ,CENTRALIA               ,WA,LEWIS,985313759,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607891364
