index,name,name_slug,dba,dba_slug,type,url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,delivery,sells_seeds,duplicate
US-0008556,NorCal Cultivation Group LLC,norcal-cultivation-group-llc,NorCal Cultivation Group LLC,norcal-cultivation-group-llc,cultivator,,,,CA,,US,,,(818) 926-9383,Jacquesbina@yahoo.Com,,CCL20-0000530,FALSE,FALSE,FALSE,FALSE
US-0008557,NorCal Cultivation Group LLC,norcal-cultivation-group-llc,NorCal Cultivation Group LLC,norcal-cultivation-group-llc,cultivator,,,,CA,,US,,,(818) 926-9383,Jacquesbina@yahoo.Com,,CCL23-0000558,FALSE,FALSE,FALSE,FALSE
US-0008558,Norcal Distro LLC,norcal-distro-llc,Chico Cannabis Company,chico-cannabis-company,other,,,,CA,,US,,,(916) 705-6964,Calicannaconsultants@gmail.Com,,C11-0001653-LIC,FALSE,FALSE,FALSE,FALSE
US-0008559,NorCal Farms Incorporated,norcal-farms-incorporated,NorCal Farms Incorporated,norcal-farms-incorporated,cultivator,,,,CA,,US,,,(707) 472-7104,Service@emeraldlaw.Org,,CCL25-0000402,FALSE,FALSE,FALSE,FALSE
US-0008560,"NORCAL HOLISTICS, INC.",norcal-holistics-inc,"NORCAL HOLISTICS, INC.",norcal-holistics-inc,dispensary,,,,CA,,US,,,(916) 993-5361,Seth@norcalholistics.Org,,C9-0000013-LIC,FALSE,FALSE,FALSE,FALSE
US-0008561,Norcal Medicine Man LLC,norcal-medicine-man-llc,Norcal Medicine Man LLC,norcal-medicine-man-llc,other,,,,CA,,US,,,(530) 403-3904,Ncmm.Distro@gmail.Com,,C12-0000385-LIC,FALSE,FALSE,FALSE,TRUE
US-0008562,Norcal Trading LLC,norcal-trading-llc,Ounce Kings,ounce-kings,dispensary,,,,CA,,US,,,(916) 360-2124,NorcaltradingLLC@gmail.Com,,C9-0000845-LIC,FALSE,FALSE,FALSE,TRUE
US-0008563,"Norse Organics, LLC",norse-organics-llc,"Norse Organics, LLC",norse-organics-llc,cultivator,,,,CA,,US,,,(831) 917-7134,Norseorganics@gmail.Com,,CCL18-0001691,FALSE,FALSE,FALSE,FALSE
US-0008565,NORTH BAY MARIJUANA,north-bay-marijuana,NORTH BAY MARIJUANA,north-bay-marijuana,dispensary,,211 E NORTH BAY RD,ALLYN,WA,98524,US,47.38860357,-122.8266875,3608014269,,,413407,FALSE,FALSE,FALSE,FALSE
US-0008566,North Coast Provisions,north-coast-provisions,North Coast Provisions,north-coast-provisions,dispensary,,922 E Beecher ST Bldg 1,Adrian,MI,49221,US,41.8896609,-84.02386445,,,,AU-R-000222,FALSE,FALSE,FALSE,TRUE
US-0008567,North Coast Provisions Sault Ste Marie,north-coast-provisions-sault-ste-marie,North Coast Provisions Sault Ste Marie,north-coast-provisions-sault-ste-marie,dispensary,,2972 W 8th ST,Sault Ste. Marie,MI,49783,US,46.4643179,-84.374925,,,,AU-R-000786,FALSE,FALSE,FALSE,TRUE
US-0008568,"North Coast Select, Inc.",north-coast-select-inc,"North Coast Select, Inc.",north-coast-select-inc,cultivator,,,,CA,,US,,,(650) 269-0868,Ron@magicvc.Com,,CCL22-0001371,FALSE,FALSE,FALSE,TRUE
US-0008569,"North Coast Wellbeing, Inc.",north-coast-wellbeing-inc,Dragonfly Wellness Center,dragonfly-wellness-center,dispensary,,17975 Highway 1 N,Fort Bragg,CA,95437,US,39.404678,-123.808383,(415) 517-2833,Jude@cchange.Org,,C10-0000235-LIC,FALSE,FALSE,FALSE,FALSE
US-0008570,North Columbia LLC,north-columbia-llc,North Columbia LLC,north-columbia-llc,cultivator,,,,CA,,US,,,(530) 277-3196,Mattyoflife@gmail.Com,,CCL23-0000109,FALSE,FALSE,FALSE,TRUE
US-0008571,"NORTH COUNTRY OPERATIONS, INC",north-country-operations-inc,"NORTH COUNTRY OPERATIONS, INC",north-country-operations-inc,dispensary,,4749 14th Ave,Sacramento,CA,95820,US,38.53955,-121.450173,(916) 969-8558,Ncosacramento@gmail.Com,,C10-0001556-LIC,FALSE,FALSE,FALSE,FALSE
US-0008572,"North Country Roots, Inc.",north-country-roots-inc,Elevate ADK,elevate-adk,dispensary,elevateadk.com,622 Lake Flower Ave.,Saranac Lake,NY,12983,US,44.31147,-74.11565,,,,OCM-CAURD-23-000022,FALSE,FALSE,FALSE,FALSE
US-0008573,North Fork Cannabis Collective,north-fork-cannabis-collective,North Fork Cannabis Collective,north-fork-cannabis-collective,other,,,,NY,,US,40.94046,-72.68524,,,,OCM-MICR-24-000046,FALSE,FALSE,FALSE,TRUE
US-0008574,NORTH FORK CURATORS LLC,north-fork-curators-llc,JIMMY'S JOINT,jimmys-joint,dispensary,,119 Grand Avenue,Paonia,CO,81428,US,38.86596639,-107.5977866,,,,402R-01036,FALSE,FALSE,FALSE,TRUE
US-0008575,North Fork Farms LLC,north-fork-farms-llc,North Fork Farms LLC,north-fork-farms-llc,cultivator,,,,CA,,US,,,(928) 231-6257,Tammyjham@me.Com,,CCL20-0000503,FALSE,FALSE,FALSE,TRUE
US-0008576,North Fork Garden Society LLC,north-fork-garden-society-llc,North Fork Garden Society LLC,north-fork-garden-society-llc,cultivator,,,,CA,,US,,,(707) 983-8198,Trbroz@gmail.Com,,CCL19-0002406,FALSE,FALSE,FALSE,FALSE
US-0008577,NORTH FORK MATTOLE FARMS LLC,north-fork-mattole-farms-llc,NORTH FORK MATTOLE FARMS LLC,north-fork-mattole-farms-llc,cultivator,,,,CA,,US,,,(707) 498-2266,Northforkmattoleranch@gmail.Com,,CCL21-0005685,FALSE,FALSE,FALSE,FALSE
US-0008578,North Hills Society LLC [Equity Retailer],north-hills-society-llc-equity-retailer,KANNALUV [Equity Retailer],kannaluv-equity-retailer,dispensary,,"8660 N Woodley Ave, Unit 108",North Hills,CA,91343,US,34.22798,-118.484726,(818) 371-6889,Aramhaghverdi7@gmail.Com,,C10-0000808-LIC,FALSE,FALSE,FALSE,FALSE
US-0008579,"North Hollywood Compassionate Caregivers, Inc.",north-hollywood-compassionate-caregivers-inc,"North Hollywood Compassionate Caregivers, Inc.",north-hollywood-compassionate-caregivers-inc,dispensary,,8085 Webb Ave,N Hollywood,CA,91605,US,34.21766989,-118.3898432,(818) 399-9715,Angie91356@gmail.Com,,C10-0000061-LIC,FALSE,FALSE,FALSE,FALSE
US-0008580,NORTH MEADOW FARM LLC,north-meadow-farm-llc,NORTH MEADOW FARM LLC,north-meadow-farm-llc,cultivator,,,,CA,,US,,,(704) 708-0984,71nmeadowlane@gmail.Com,,CCL25-0000438,FALSE,FALSE,FALSE,FALSE
US-0008581,North Missouri,north-missouri,North Dispensaries,north-dispensaries,cultivator|dispensary,https://north.life/,929 Peachtree Plaza Dr,Hillsboro,MO,63050,US,38.22079193,-90.57550443,(636) 310-1061,,,DIS000136,FALSE,FALSE,FALSE,FALSE
US-0008582,North Missouri,north-missouri,North Dispensaries,north-dispensaries,cultivator|dispensary,https://north.life/,1709 State Hwy Z,Pevely,MO,63070,US,38.28942538,-90.40436662,(636) 224-2885,,,DIS000165,FALSE,FALSE,FALSE,TRUE
US-0008583,NORTH STAR CANNABIS LLC,north-star-cannabis-llc,Emerald Triangle Dispensary,emerald-triangle-dispensary,dispensary,,838,Pacific Blvd Se Albany,OR,97321-3207,US,44.6327764,-123.0937279,,,,050-15715,FALSE,FALSE,FALSE,TRUE
US-0008584,North West Business Inc,north-west-business-inc,North West Business Inc,north-west-business-inc,cultivator,,,,CA,,US,,,(661) 204-5994,Calipharms@gmail.Com,,CCL18-0000878,FALSE,FALSE,FALSE,TRUE
US-0008585,"Northcoast Resource Management, LLC",northcoast-resource-management-llc,Northcoast Resource Management LLC.,northcoast-resource-management-llc,other,,,,CA,,US,,,(818) 568-8480,Enavasardyan01@gmail.Com,,DCC-10003217,FALSE,FALSE,FALSE,TRUE
US-0008586,NorthCountry Farms,northcountry-farms,NorthCountry Farms,northcountry-farms,cultivator,,,,CA,,US,,,(510) 847-8331,Trinitymedicinals@gmail.Com,,CCL19-0002086,FALSE,FALSE,FALSE,FALSE
US-0008587,NORTHEAST ALTERNATIVES RETAIL LLC,northeast-alternatives-retail-llc,NORTHEAST ALTERNATIVES RETAIL LLC,northeast-alternatives-retail-llc,dispensary,,1903 Fall River Ave,Seekonk,MA,2771,US,41.78003,-71.298135,508-326-4896,stevelabelle@comcast.net,,MR282743,FALSE,FALSE,FALSE,FALSE
US-0008588,"NORTHEAST ALTERNATIVES RETAIL, LLC",northeast-alternatives-retail-llc,"NORTHEAST ALTERNATIVES RETAIL, LLC",northeast-alternatives-retail-llc,dispensary,,606 Tarkiln Rd,New Bedford,MA,2745,US,41.679476,-70.939949,508-326-4896,stevelabelle@comcast.net,,MR282659,FALSE,FALSE,FALSE,FALSE
US-0008589,"NORTHEAST ALTERNATIVES, INC.",northeast-alternatives-inc,"NORTHEAST ALTERNATIVES, INC.",northeast-alternatives-inc,dispensary,,999 William S. Canning Boulevard,Fall River,MA,2721,US,41.665517,-71.15708,508-567-6761,chris@nealternatives.com,,MR281314,FALSE,FALSE,FALSE,FALSE
US-0008590,Northeast Kannabis LLC.,northeast-kannabis-llc,Northeast Kannabis LLC.,northeast-kannabis-llc,dispensary,,,Saint Johnsbury,VT,,US,44.4192627,-72.0151183,,,,RTLR0023,FALSE,FALSE,FALSE,FALSE
US-0008591,NORTHEAST SELECT HARVEST CORP.,northeast-select-harvest-corp,NORTHEAST SELECT HARVEST CORP.,northeast-select-harvest-corp,dispensary,,378-380 Highland Avenue,Somerville,MA,2144,US,42.49797,-70.93099,617-943-2186,rob@redbones.com,,MR282571,FALSE,FALSE,FALSE,FALSE
US-0008592,"NORTHEMPTON ENTERPRISES, INC.",northempton-enterprises-inc,"NORTHEMPTON ENTERPRISES, INC.",northempton-enterprises-inc,dispensary,,2 Conz Street,Northampton,MA,1060,US,42.316201,-72.630579,617-816-7067,Jon@Hempest.com,,MR282356,FALSE,FALSE,FALSE,FALSE
US-0008593,Northern Altruist LLC,northern-altruist-llc,Lofi,lofi,dispensary,,,,CA,,US,,,(916) 261-9835,Baselalkadri84@gmail.Com,,C9-0000429-LIC,FALSE,FALSE,FALSE,FALSE
US-0008594,Northern Beauty Inc.,northern-beauty-inc,Northern Beauty Inc.,northern-beauty-inc,cultivator,,,,CA,,US,,,(707) 502-5576,Jen@northernbeautyca.Com,,CCL21-0005020,FALSE,FALSE,FALSE,FALSE
US-0008595,NORTHERN CALIFORNIA CANNABIS FARMS,northern-california-cannabis-farms,NORTHERN CALIFORNIA CANNABIS FARMS,northern-california-cannabis-farms,cultivator,,,,CA,,US,,,(707) 599-1327,Dc317795@gmail.Com,,CCL18-0003313,FALSE,FALSE,FALSE,TRUE
US-0008596,"Northern Cardinal Ventures, LLC",northern-cardinal-ventures-llc,Beyond/Hello - Peoria,beyondhello-peoria,other,,"7620 N IL Rt 91, Suite A",Peoria,IL,61615,US,40.7814473,-89.667992,(309)-413-0058,,,284.000233-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008597,NORTHERN FIRE LLC,northern-fire-llc,NORTHERN FIRE LLC,northern-fire-llc,cultivator,,,,CA,,US,,,(415) 290-0301,Ahmettasci@gmail.Com,,CCL23-0000579,FALSE,FALSE,FALSE,TRUE
US-0008598,"Northern Green, LLC",northern-green-llc,"Northern Green, LLC",northern-green-llc,cultivator,,,,CA,,US,,,(916) 261-8026,Numhawj@yahoo.Com,,CCL22-0000476,FALSE,FALSE,FALSE,TRUE
US-0008599,"Northern Lights of Niagara, LLC",northern-lights-of-niagara-llc,"Northern Lights of Niagara, LLC",northern-lights-of-niagara-llc,other,,,,NY,,US,42.75823,-78.77963,,,,OCM-MICR-24-000104,FALSE,FALSE,FALSE,TRUE
US-0008600,Northern Specialty Health,northern-specialty-health,Northern Specialty Health,northern-specialty-health,dispensary,,902 Razorback DR Suite 10-11,Houghton,MI,49931,US,47.11226628,-88.58630263,,,,AU-R-000305,FALSE,FALSE,FALSE,TRUE
US-0008602,Northfield Consulting LLC,northfield-consulting-llc,The Shady Grove Dispensary,shady-grove-dispensary,dispensary,www.theshadygrove.net,3047 W Henrietta Rd,Rochester,NY,14623,US,43.09091,-77.63695,,,,OCM-CAURD-25-000247,FALSE,FALSE,FALSE,TRUE
US-0008603,Northstar Lompoc LLC,northstar-lompoc-llc,Perfect Union,perfect-union,dispensary,,124 S J St,Lompoc,CA,93436,US,34.637965,-120.460096,(805) 441-5014,Licensing@mwgholdings.Com,,C10-0001637-LIC,FALSE,FALSE,FALSE,TRUE
US-0008604,Northstar Marysville,northstar-marysville,Wild Seed Wellness,wild-seed-wellness,dispensary,,1109 Chestnut St,Marysville,CA,95901,US,39.1479667,-121.5860943,(805) 441-5014,Licensing@mwgholdings.Com,,C10-0000707-LIC,FALSE,FALSE,FALSE,TRUE
US-0008605,NORTHWEST CANNABIS,northwest-cannabis,NORTHWEST CANNABIS,northwest-cannabis,dispensary,,17905 STATE ROUTE 536,MOUNT VERNON,WA,98273,US,48.42632847,-122.3590988,3608995234,,,424599,FALSE,FALSE,FALSE,TRUE
US-0008606,NORTHWEST CANNABIS CONNECTION,northwest-cannabis-connection,NORTHWEST CANNABIS CONNECTION,northwest-cannabis-connection,dispensary,,11522 CANYON RD E,PUYALLUP,WA,98373,US,47.15144867,-122.3572892,2532920444,,,423492,FALSE,FALSE,FALSE,TRUE
US-0008607,NORTHWEST CANNABIS INC,northwest-cannabis-inc,ROCKY MOUNTAIN CANNABIS,rocky-mountain-cannabis,dispensary,,420 East Brontosaurus Boulevard,Dinosaur,CO,81610,US,40.24499012,-109.0053591,,,,402R-00699,FALSE,FALSE,FALSE,TRUE
US-0008608,"Northwest Confections California, LLC",northwest-confections-california-llc,WYLD,wyld,other,,,,CA,,US,,,(707) 410-0270,Brandonwhitley@nwconfections.Com,,DCC-10004890,FALSE,FALSE,FALSE,TRUE
US-0008609,"Northwest Confections California, LLC",northwest-confections-california-llc,"Northwest Confections California, LLC",northwest-confections-california-llc,other,,,,CA,,US,,,(866) 696-7886,Compliance@nwconfections.Com,,C11-0001827-LIC,FALSE,FALSE,FALSE,TRUE
US-0008610,NORTHWEST CONFECTIONS COLORADO LLC,northwest-confections-colorado-llc,WYLD,wyld,other|dispensary,,2670 South Delaware Street,Denver,CO,80223,US,39.66822328,-104.992216,,,,404-00634|404R-00416,FALSE,FALSE,FALSE,TRUE
US-0008611,NORTHWEST GREENHOUSE LLC,northwest-greenhouse-llc,Pacific Green,pacific-green,dispensary,,710,Ne Killingsworth St Portland,OR,97211-3859,US,45.5624938,-122.6584311,,,,050-1003636DAFA,FALSE,FALSE,FALSE,TRUE
US-0008612,Northwestern Flower Company LLC,northwestern-flower-company-llc,Northwestern Flower Company LLC,northwestern-flower-company-llc,cultivator,,,,CA,,US,,,(707) 223-2055,Noconamendes@yahoo.Com,,CCL24-0000709,FALSE,FALSE,FALSE,TRUE
US-0008613,Not Low LLC,not-low-llc,Not Low LLC,not-low-llc,cultivator,,,,CA,,US,,,(805) 427-0538,Dillerfarmz@gmail.Com,,CCL22-0001683,FALSE,FALSE,FALSE,TRUE
US-0008614,Nothnagle Properties L.L.C.,nothnagle-properties-llc,Nothnagle Properties L.L.C.,nothnagle-properties-llc,cultivator,,,,CA,,US,,,(530) 368-9535,Kkent222@gmail.Com,,CCL24-0000643,FALSE,FALSE,FALSE,TRUE
US-0008615,Nothnagle Properties LLC,nothnagle-properties-llc,Nothnagle Properties LLC,nothnagle-properties-llc,cultivator,,,,CA,,US,,,(530) 368-9535,Kkent222@gmail.Com,,CCL20-0001162,FALSE,FALSE,FALSE,TRUE
US-0008616,Notorious Tree NY LLC,notorious-tree-ny-llc,Notorious Tree NY LLC,notorious-tree-ny-llc,dispensary,,5211 Broadway St Ste 300,Lancaster,NY,14086,US,42.90077,-78.68034,,,,OCM-RETL-24-000072,FALSE,FALSE,FALSE,TRUE
US-0008617,NOVA FARMS LLC,nova-farms-llc,NOVA FARMS LLC,nova-farms-llc,dispensary,,1137 Worcester Road,Framingham,MA,1701,US,42.29938,-71.44395,508-212-4490,Derek@novafarms.com,,MR282516,FALSE,FALSE,FALSE,TRUE
US-0008618,"NOVA FARMS, LLC",nova-farms-llc,"NOVA FARMS, LLC",nova-farms-llc,dispensary,,34 Extension Street,Attleboro,MA,2703,US,41.918185,-71.324821,508-212-4490,derek@cannatech.com,,MR281379,FALSE,FALSE,FALSE,TRUE
US-0008619,"Nova Grow Labs, LLC",nova-grow-labs-llc,"Nova Grow Labs, LLC",nova-grow-labs-llc,cultivator,,,,CA,,US,,,(213) 318-3080,Prosweatshop@gmail.Com,,CCL19-0002709,FALSE,FALSE,FALSE,TRUE
US-0008620,"Nova Grow Labs, LLC",nova-grow-labs-llc,"Nova Grow Labs, LLC",nova-grow-labs-llc,other,,,,CA,,US,,,(213) 318-3080,Orlando@novagrowth.Network,,DCC-10003239,FALSE,FALSE,FALSE,TRUE
US-0008621,"Nova Grow Labs, LLC",nova-grow-labs-llc,"Nova Grow Labs, LLC",nova-grow-labs-llc,other,,,,CA,,US,,,(626) 399-9557,Prosweatshop@gmail.Com,,C11-0000517-LIC,FALSE,FALSE,FALSE,TRUE
US-0008622,"Nova Grow Labs, LLC [Equity Retailer]",nova-grow-labs-llc-equity-retailer,The Chronic [Equity Retailer],chronic-equity-retailer,dispensary,,5485 Alhambra Ave E,Los Angeles,CA,90032,US,34.078894,-118.165698,(213) 318-3080,Orlando@novagrowth.Network,,C10-0000897-LIC,FALSE,FALSE,FALSE,FALSE
US-0008623,NOW OPEN LLC,now-open-llc,Very Good Plus,very-good-plus,dispensary,,809,Ne Harlow Rd Troutdale,OR,97060-9511,US,45.5455934,-122.3875227,,,,050-18769,FALSE,FALSE,FALSE,TRUE
US-0008624,Noxx,noxx,Noxx,noxx,dispensary,,2440 28th SE ST,Grand Rapids,MI,49512,US,42.91257468,-85.60648262,,,,AU-R-000775,FALSE,FALSE,FALSE,TRUE
US-0008625,Noxx,noxx,Noxx,noxx,dispensary,,1234 Plainfield Ave NE,Grand Rapids,MI,49505,US,42.98549298,-85.66683976,,,,AU-R-000813,FALSE,FALSE,FALSE,FALSE
US-0008626,NOXX,noxx,NOXX,noxx,dispensary,,23622 Woodward AVE,Pleasant Ridge,MI,48069,US,42.46818948,-83.13944692,,,,AU-R-001269,FALSE,FALSE,FALSE,TRUE
US-0008627,NOXX,noxx,NOXX,noxx,dispensary,,19169 W US-12 HWY,New Buffalo,MI,49117,US,41.77189349,-86.78420053,,,,AU-R-001463,FALSE,FALSE,FALSE,FALSE
US-0008628,NP RETAIL INC,np-retail-inc,Herbal Choices,herbal-choices,dispensary,,1110 13TH,St Se Salem,OR,97302-2598,US,44.9266439,-123.0289884,,,,050-7275,FALSE,FALSE,FALSE,TRUE
US-0008629,NR OPERATOR LLC,nr-operator-llc,NR OPERATOR LLC,nr-operator-llc,other,,3150 South Sheridan Boulevard,Denver,CO,80227,US,39.65520478,-105.0531262,,,,407R-00037,FALSE,FALSE,FALSE,TRUE
US-0008630,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,dispensary,,20 Authority Drive,Fitchburg,MA,1420,US,42.551475,-71.847213,617-610-0761,aidan423@gmail.com,,MR282236,FALSE,FALSE,FALSE,TRUE
US-0008631,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,dispensary,,193-195 Oxford Street,Lynn,MA,1901,US,42.464365,-70.946076,617-610-0761,aidan423@gmail.com,,MR282618,FALSE,FALSE,FALSE,TRUE
US-0008632,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,NS AJO HOLDINGS INC.,ns-ajo-holdings-inc,dispensary,,23 Elm Street,Watertown,MA,2472,US,42.363429,-71.155423,617-610-0761,aidan423@gmail.com,,MR283095,FALSE,FALSE,FALSE,FALSE
US-0008633,NS BRECK LIMITED,ns-breck-limited,NORTHERN STANDARD,northern-standard,dispensary,,"1795 Airport Road, Unit A2,",Breckenridge,CO,80424,US,39.50736504,-106.0518385,,,,402-00811,FALSE,FALSE,FALSE,FALSE
US-0008634,NS BRECK LIMITED,ns-breck-limited,NORTHERN STANDARD,northern-standard,cultivator,,"1795 Airport Road, Unit A2",Breckenridge,CO,80424,US,39.50736504,-106.0518385,,,,403-00178,FALSE,FALSE,FALSE,FALSE
US-0008635,NS BRECK LIMITED,ns-breck-limited,NORTHERN STANDARD,northern-standard,cultivator|dispensary,,"1795 Airport Road, Unit A-2",Breckenridge,CO,80424,US,39.50736504,-106.0518385,,,,403R-00083|402R-00064,FALSE,FALSE,FALSE,TRUE
US-0008636,"NS East, Inc.",ns-east-inc,"NS East, Inc.",ns-east-inc,dispensary,,"7323 El Cajon Blvd, Unit E",La Mesa,CA,91942,US,32.7687667,-117.039385,(619) 339-1737,Noel.Shamoun@gmail.Com,,C10-0001003-LIC,FALSE,FALSE,FALSE,TRUE
US-0008637,"Ns Harbor, Inc.",ns-harbor-inc,Harbor Collective,harbor-collective,dispensary,,"2405 Harbor Dr, Bldg A",San Diego,CA,92113,US,32.692351,-117.139191,(619) 456-8928,Noel.Shamoun@gmail.Com,,C10-0000262-LIC,FALSE,FALSE,FALSE,TRUE
US-0008638,"NSEW Trading Company, LLC",nsew-trading-company-llc,Ripe Cannabis (Assumed Name ID #: 7224450),ripe-cannabis-assumed-name-id-7224450,dispensary,,"245 Broadway, Suite 4",Schenectady,NY,12305,US,42.81119,-73.94384,,,,OCM-CAURD-24-000215,FALSE,FALSE,FALSE,TRUE
US-0008639,NSH LLC,nsh-llc,NSH LLC,nsh-llc,dispensary,,2280 Flatbush Ave,Brooklyn,NY,11234,US,40.61435,-73.92798,,,,OCM-RETL-25-000309,FALSE,FALSE,FALSE,FALSE
US-0008640,NTNR Dispensary LLC,ntnr-dispensary-llc,NTNR Dispensary LLC,ntnr-dispensary-llc,dispensary,,332 Broad St,Waverly,NY,14892,US,42.001,-76.54017,,,,OCM-RETL-24-000160,FALSE,FALSE,FALSE,TRUE
US-0008641,NTSC GROUP,ntsc-group,NTSC GROUP,ntsc-group,cultivator,,,,CA,,US,,,(310) 505-8423,Amcanninc@gmail.Com,,CCL18-0002121,FALSE,FALSE,FALSE,TRUE
US-0008642,"Ntz, Inc.",ntz-inc,CA Collective,ca-collective,dispensary,,210 Phelan Ave,San Jose,CA,95112,US,37.31188466,-121.866472,(408) 313-5772,Casystematize@gmail.Com,,C10-0000255-LIC,FALSE,FALSE,FALSE,FALSE
US-0008643,"Ntz, Inc.",ntz-inc,CA Collective,ca-collective,other,,,,CA,,US,,,(408) 809-4301,Casystematize@gmail.Com,,DCC-10002578,FALSE,FALSE,FALSE,TRUE
US-0008644,"Ntz, Inc.",ntz-inc,"Ntz, Inc.",ntz-inc,other,,,,CA,,US,,,(408) 313-5772,Casystematize@gmail.Com,,C11-0000435-LIC,FALSE,FALSE,FALSE,FALSE
US-0008645,"NTZ, Inc.",ntz-inc,"NTZ, Inc.",ntz-inc,cultivator,,,,CA,,US,,,(408) 809-4301,Casystematize@gmail.Com,,CCL18-0002189,FALSE,FALSE,FALSE,FALSE
US-0008646,"NTZ, Inc.",ntz-inc,"NTZ, Inc.",ntz-inc,cultivator,,,,CA,,US,,,(408) 809-4301,Casystematize@gmail.Com,,CCL18-0002191,FALSE,FALSE,FALSE,FALSE
US-0008647,Nube NYC LLC,nube-nyc-llc,Nube NYC LLC,nube-nyc-llc,dispensary,www.nube.nyc,3551 Boston Rd,Bronx,NY,10469,US,40.87794,-73.84483,,,,OCM-CAURD-25-000236,FALSE,FALSE,FALSE,FALSE
US-0008648,Nucleus Dispensary Inc.,nucleus-dispensary-inc,Nucleus Dispensary Inc.,nucleus-dispensary-inc,dispensary,nucleusdispensary.com,1819 2nd Ave,New York,NY,10128,US,40.7831,-73.94798,,,,OCM-CAURD-24-000209,FALSE,FALSE,FALSE,FALSE
US-0008649,"NUESTRA, LLC",nuestra-llc,"NUESTRA, LLC",nuestra-llc,dispensary,,200 Monsignor O'Brien Highway,Cambridge,MA,2141,US,42.37216,-71.07934,857-212-1021,ivelise.rivera@verizon.net,,MR281469,FALSE,FALSE,FALSE,FALSE
US-0008650,"NUESTRA, LLC",nuestra-llc,"NUESTRA, LLC",nuestra-llc,dispensary,,1185 Chestnut Street,Newton,MA,2464,US,42.308861,-71.222058,857-212-1021,ivelise.rivera@verizon.net,,MR283974,FALSE,FALSE,FALSE,FALSE
US-0008651,Nug Cv Blmt LLC,nug-cv-blmt-llc,NUG CANNAVINE,nug-cannavine,dispensary,,"1538 El Camino Real, Suite C",Belmont,CA,94002,US,37.515506,-122.270563,(732) 801-6300,Raj@jifelife.Org,,C10-0001621-LIC,FALSE,FALSE,FALSE,FALSE
US-0008652,Nug Holdings One LLC,nug-holdings-one-llc,NUG,nug,dispensary,,175 Main St S,Bishop,CA,93514,US,37.360673,-118.395584,(707) 298-8105,Lgm10@humboldt.Edu,,C10-0001326-LIC,FALSE,FALSE,FALSE,FALSE
US-0008653,Nug Holdings Rb LLC,nug-holdings-rb-llc,NUG,nug,dispensary,,237 Main St S,Red Bluff,CA,96080,US,40.168977,-122.23012,(510) 409-9543,Licensing@nug.Com,,C10-0001367-LIC,FALSE,FALSE,FALSE,FALSE
US-0008654,Nug Labs LLC,nug-labs-llc,Nug Labs LLC,nug-labs-llc,cultivator,,,,CA,,US,,,(619) 799-9392,Commercegroupholdings@aol.Com,,CCL18-0000234,FALSE,FALSE,FALSE,FALSE
US-0008655,Nuggets Detroit LLC,nuggets-detroit-llc,Nuggets Detroit LLC,nuggets-detroit-llc,dispensary,,18270 Telegraph RD Suite A,Detroit,MI,48219,US,42.42226463,-83.27720595,,,,AU-R-001530,FALSE,FALSE,FALSE,TRUE
US-0008656,Nuggy Farms,nuggy-farms,Nuggy Farms,nuggy-farms,cultivator,,,,CA,,US,,,(619) 841-8561,Hwy175farm1@gmail.Com,,CCL20-0001257,FALSE,FALSE,FALSE,TRUE
US-0008657,NugHub NY LLC,nughub-ny-llc,NugHub NY LLC,nughub-ny-llc,dispensary,,1350 Forest Ave,Staten Island,NY,10302,US,40.62583,-74.13459,,,,OCM-CAURD-24-000183,FALSE,FALSE,FALSE,FALSE
US-0008658,NUGRO INDUSTRIES INC,nugro-industries-inc,NUGRO INDUSTRIES INC,nugro-industries-inc,dispensary,,601 US Highway 85/87,Walsenburg,CO,81089,US,37.6509659,-104.792593,,,,402R-00842,FALSE,FALSE,FALSE,FALSE
US-0008659,NUGRO INDUSTRIES INC,nugro-industries-inc,NUGRO INDUSTRIES INC,nugro-industries-inc,cultivator|dispensary,,2340 Bennett Road,Rye,CO,81069,US,37.78798024,-104.8607257,,,,403R-00716,FALSE,FALSE,FALSE,FALSE
US-0008660,NUGZ 719 LLC,nugz-719-llc,NUGZ 719 LLC,nugz-719-llc,cultivator|dispensary,,20220 Sherman Lane,Ordway,CO,81063,US,38.2203155,-103.7553058,,,,403R-01344,FALSE,FALSE,FALSE,TRUE
US-0008661,Nugz llc,nugz-llc,Nugz llc,nugz-llc,cultivator,,,,CA,,US,,,(707) 599-0894,707nugzLLC@gmail.Com,,CCL25-0000023,FALSE,FALSE,FALSE,TRUE
US-0008662,NUHI LLC,nuhi-llc,DOOBZ,doobz,other,,4929 North Ironton Street,Denver,CO,80239,US,39.78661186,-104.863371,,,,404-00456,FALSE,FALSE,FALSE,TRUE
US-0008663,NUHI LLC,nuhi-llc,DOOBZ,doobz,dispensary,,4929 Ironton Street,Denver,CO,80239,US,39.78661186,-104.863371,,,,404R-00421,FALSE,FALSE,FALSE,TRUE
