Business or License Holder Name,License Number,Regulatory Body,City,State,Zip Code,Status,Latitude,Longitude
KLEVIER NATURAL FOODS,861654,Texas Department of Agriculture,GREENVILLE,Texas,75402,Expired,33.087882,-96.0891032
"KNIGHT, RENAE C",832694,Texas Department of Agriculture,PALO PINTO,Texas,0,Expired,32.7679859,-98.2987543
KOKOMO FARMS LLC,887695,Texas Department of Agriculture,TEMPLE,Texas,76501,Expired,31.082147,-97.24371049999999
KOKOMO FARMS LLC,894227,Texas Department of Agriculture,TEMPLE,Texas,76501,Expired,31.082147,-97.24371049999999
"KOLBE, DARREN PAUL",831050,Texas Department of Agriculture,FAYETTEVILLE,Texas,0,Expired,29.9057817,-96.6727528
KOLLS LLC,852338,Texas Department of Agriculture,DRIPPING SPRINGS,Texas,78620,Expired,30.1902067,-98.0866781
KOLTON G KROTTINGER,931285,Texas Department of Agriculture,GRANBURY,Texas,76048,Expired,32.4488736,-97.7905758
KRB FARMS INC,835978,Texas Department of Agriculture,LYTLE,Texas,78052,Expired,29.2350605,-98.791471
"KRIS AUSTIN GROUP, LLC",831767,Texas Department of Agriculture,PEARLAND,Texas,0,Expired,29.5635666,-95.2860474
KRISTAL CASEY,865323,Texas Department of Agriculture,HOUSTON,Texas,77018,Expired,29.8282298,-95.42537569999999
KUSH WORLD,912540,Texas Department of Agriculture,GRAND PRAIRIE,Texas,75052,Expired,32.67942,-97.0283383
KYLE WERNER,915942,Texas Department of Agriculture,CONROE,Texas,77304,Expired,30.3315253,-95.509247
L AND L FARMS LLC,834778,Texas Department of Agriculture,BATESVILLE,Texas,0,Expired,28.95108149999999,-99.61782869999999
LA SENORA VERDE,862480,Texas Department of Agriculture,DALLAS,Texas,75228,Expired,32.8276924,-96.679851
LACY ACRES,830128,Texas Department of Agriculture,STOCKDALE,Texas,0,Expired,29.23690849999999,-97.9600035
"LADUKE, DONNA G",833674,Texas Department of Agriculture,OLTON,Texas,0,Expired,34.18211050000001,-102.1349842
"LAIRD, RUSSELL",829921,Texas Department of Agriculture,KATY,Texas,0,Expired,29.7857765,-95.8245093
LAMAR D HARRIS,854632,Texas Department of Agriculture,TYLER,Texas,75702,Expired,32.368714,-95.3207069
LANCE WARNER,912776,Texas Department of Agriculture,CEDAR PARK,Texas,78613,Expired,30.5119418,-97.8177601
"LAPEER, MICHAEL J",834563,Texas Department of Agriculture,SAN ANTONIO,Texas,0,Expired,29.4251905,-98.4945922
LARRY MAYO,839903,Texas Department of Agriculture,ELGIN,Texas,78621,Expired,30.3496528,-97.3702735
LAS BRISAS FARM INC,848131,Texas Department of Agriculture,FAYETTEVILLE,Texas,78940,Expired,29.9057817,-96.6727528
LAS PIEDRAS FARMS LLC,853946,Texas Department of Agriculture,WIMBERLY,Texas,78676,Expired,29.9974362,-98.0986204
LAUREN D THOMAS,910951,Texas Department of Agriculture,RHOME,Texas,76078,Expired,33.0534563,-97.4719662
LAWRENCE M SMITH,848884,Texas Department of Agriculture,WEIMAR,Texas,78962,Expired,29.7027251,-96.78075749999999
LAWRENCE M SMITH,905797,Texas Department of Agriculture,WEIMAR,Texas,78962,Expired,29.7027251,-96.78075749999999
"LAWSON, TODD",830103,Texas Department of Agriculture,MIDLOTHIAN,Texas,0,Expired,32.475335,-97.01031809999999
"LAWSON, TODD",830103,Texas Department of Agriculture,MIDLOTHIAN,Texas,0,Expired,32.475335,-97.01031809999999
LAZY ASS FARMS,849177,Texas Department of Agriculture,ROSANKY,Texas,78953,Expired,29.9293898,-97.29360199999999
LAZY RIVER FARM,882925,Texas Department of Agriculture,MONTGOMERY,Texas,77316,Expired,30.3882613,-95.69633549999999
LC MARTIN III,852873,Texas Department of Agriculture,GODLEY,Texas,76044,Expired,32.449029,-97.5266886
LEAFY ESSENTIALS LLC,864487,Texas Department of Agriculture,ARLINGTON,Texas,76016,Expired,32.6874358,-97.18441399999999
LEE HAFERNICK,851370,Texas Department of Agriculture,EDNA,Texas,77957,Expired,28.9785947,-96.6460877
LEGAL LOUD LLC,832824,Texas Department of Agriculture,CENTER,Texas,0,Expired,31.7952962,-94.1802599
LEGH HARMON,916681,Texas Department of Agriculture,ROUND ROCK,Texas,78665,Expired,30.5464236,-97.6222665
LEONARD SIMMONS FARMS,877220,Texas Department of Agriculture,SAN BENITO,Texas,78586,Expired,26.132576,-97.6311006
LEWIS TIMBER LLC,914735,Texas Department of Agriculture,JASPER,Texas,75951,Expired,30.920823,-93.99688119999999
"LEWIS, GREGORY D",834784,Texas Department of Agriculture,LUBBOCK,Texas,0,Expired,33.5845235,-101.8552139
LHA MINISTRIES CORPORATION,951850,Texas Department of Agriculture,MESQUITE,Texas,75150,Expired,32.824634,-96.6317461
LHI INVESTMENTS LLC,829803,Texas Department of Agriculture,AVONDALE,Texas,0,Expired,32.9679029,-97.4205752
LIFE'S BALANCE ENTERPRISES LLC,833183,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
LILLIAN FARMS LLC,833489,Texas Department of Agriculture,WASHINGTON,Texas,0,Expired,30.3252749,-96.1573104
LINCOLN C MORRIS,854252,Texas Department of Agriculture,CALDWELL,Texas,77836,Expired,30.5313152,-96.69303029999999
LINDA M THORNTON,851520,Texas Department of Agriculture,HUNTSVILLE,Texas,77320,Expired,30.7235263,-95.55077709999999
LITTLE JOHN TREE FARM,863056,Texas Department of Agriculture,CANTON,Texas,75103,Expired,32.5565244,-95.86329959999999
"LLANO FIBER AND OIL, LLC",829752,Texas Department of Agriculture,IDALOU,Texas,0,Expired,33.6664733,-101.6829424
"LOCKETT, FORD LEE III",829742,Texas Department of Agriculture,BROWNSVILLE,Texas,0,Expired,25.9017472,-97.4974838
"LOCKETT, KRYSTLE R",830705,Texas Department of Agriculture,CROSBY,Texas,0,Expired,29.9118885,-95.0621512
LONE STAR HEMP INDUSTRIES,829934,Texas Department of Agriculture,RICHMOND,Texas,0,Expired,29.5821811,-95.76078319999999
LONE STAR STATE WELLNESS LLC,830004,Texas Department of Agriculture,HILL COUNTRY VILLAGE,Texas,0,Expired,29.5865734,-98.48792809999999
LONESTAR FARMS LLC,829775,Texas Department of Agriculture,LAKEWAY,Texas,0,Expired,30.3679788,-97.99167899999999
LONESTAR FARMS LLC,834669,Texas Department of Agriculture,LAKEWAY,Texas,0,Expired,30.3679788,-97.99167899999999
"LONG, LOWELL",829861,Texas Department of Agriculture,TEAGUE,Texas,0,Expired,31.6271145,-96.28386200000001
LONGRO FARMS LLC,932369,Texas Department of Agriculture,BROWNWOOD,Texas,76801,Expired,31.7093197,-98.9911611
"LOPEZ, ADOLFO",833176,Texas Department of Agriculture,DALLAS,Texas,0,Expired,32.7766642,-96.79698789999999
"LOPEZ, ANDRES",830095,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
"LORENZ, JONATHAN",832983,Texas Department of Agriculture,ANTON,Texas,0,Expired,33.8112013,-102.1637854
LORI DAY,931042,Texas Department of Agriculture,LUFKIN,Texas,75901,Expired,31.3345562,-94.7321127
"LOVELAND, KAREN A",832156,Texas Department of Agriculture,CORPUS CHRISTI,Texas,0,Expired,27.7963877,-97.4030121
LOWKE FAMILY PARTNERSHIP,830619,Texas Department of Agriculture,HARROLD,Texas,0,Expired,34.0815375,-99.03157259999999
LOWKE FAMILY PARTNERSHIP,852842,Texas Department of Agriculture,HARROLD,Texas,76364,Expired,34.0815375,-99.03157259999999
LSLG HOLDINGS,832011,Texas Department of Agriculture,THE COLONY,Texas,0,Expired,33.0806341,-96.8927532
LUCAS CONSULTING LLC,834282,Texas Department of Agriculture,JOSHUA,Texas,0,Expired,32.4615291,-97.3880731
LUCKY NUMBER EQUINE LLC,849672,Texas Department of Agriculture,ROSHARON,Texas,77583,Expired,29.3522632,-95.46027629999999
LUKE BRADFORD,910278,Texas Department of Agriculture,MERCEDES,Texas,78570,Expired,26.1497977,-97.91361119999999
LUKE GARRIGUS,905839,Texas Department of Agriculture,BASTROP,Texas,78602,Expired,30.1104947,-97.3152701
"LUNA, JAVIER",834454,Texas Department of Agriculture,LA FERIA,Texas,0,Expired,26.1591043,-97.82409299999999
LYNETTE STEWART,856659,Texas Department of Agriculture,SAN ANTONIO,Texas,78258,Expired,29.6451457,-98.47327179999999
M AND M TECHNOLOGY,871541,Texas Department of Agriculture,CYPRESS,Texas,77433,Expired,29.9643725,-95.7510475
M AND N ORGANICS LLC,863370,Texas Department of Agriculture,EULESS,Texas,76039,Expired,32.8673097,-97.0821162
"MACDONALD, GEORGE E",831079,Texas Department of Agriculture,LAREDO,Texas,0,Expired,27.5035613,-99.5075519
MACKS OUTDOOR RANCH LLC,906641,Texas Department of Agriculture,SAN ANTONIO,Texas,78209,Expired,29.4854054,-98.4513272
"MAGDALENO, BONIFACIO",831692,Texas Department of Agriculture,COPPERAS COVE,Texas,0,Expired,31.124062,-97.90307849999999
"MAGNES, ROBERT",829795,Texas Department of Agriculture,RICHLAND SPRINGS,Texas,0,Expired,31.2696099,-98.9450461
"MAGNOLIA HEMP FARMS, LLC",857298,Texas Department of Agriculture,MAGNOLIA,Texas,77355,Expired,30.2093794,-95.75078150000002
MAHAN ADVENTURES LLC,834287,Texas Department of Agriculture,GARLAND,Texas,0,Expired,32.9136363,-96.6364294
"MAHAN, CHARLES L",830074,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
MAJESTIC QUEEN LLC,856029,Texas Department of Agriculture,MERCEDES,Texas,78570,Expired,26.1497977,-97.91361119999999
MAKENNA VENTURES LLC,832583,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
MAKOMEL RANCH LLC,901460,Texas Department of Agriculture,SEGUIN,Texas,78155,Expired,29.56892479999999,-97.96458319999999
"MAKS, JASON",831770,Texas Department of Agriculture,TEMPLE,Texas,0,Expired,31.097633,-97.3408419
"MALLIA, JAMES",830142,Texas Department of Agriculture,LEXINGTON,Texas,0,Expired,30.4190974,-97.0116515
"MALLOY, KIMBERELY R",834457,Texas Department of Agriculture,SAN ANTONIO,Texas,0,Expired,29.4251905,-98.4945922
MANCE A CUTBIRTH,855255,Texas Department of Agriculture,CORPUS CHRISTI,Texas,78418,Expired,27.6164159,-97.286868
MARCO ANTONIO LOPEZ,864985,Texas Department of Agriculture,EDINBURG,Texas,78541,Expired,26.3017374,-98.1633432
MARCO ANTONIO LOPEZ,883193,Texas Department of Agriculture,MCALLEN,Texas,78504,Expired,26.2892001,-98.2322355
MARCO CASTILLO,905201,Texas Department of Agriculture,HARLINGEN,Texas,78552,Expired,26.1862754,-97.76340189999999
MARIA DELSOCORRO SALAZAR,848695,Texas Department of Agriculture,PHARR,Texas,78577,Expired,26.1947962,-98.1836216
MARIO A MOLINA,855160,Texas Department of Agriculture,NEW BRAUNFELS,Texas,78132,Expired,29.7889257,-98.19942759999999
MARIPOSA CBD LLC,832161,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
MARK A HINTON,930495,Texas Department of Agriculture,TEXARKANA,Texas,75501,Expired,33.425125,-94.04768820000001
MARK D SALMANS,856267,Texas Department of Agriculture,MCGREGOR,Texas,76657,Expired,31.4365159,-97.4165053
MARK GREENE,866126,Texas Department of Agriculture,HOUSTON,Texas,77095,Expired,29.9108312,-95.65631189999999
MARK HAYWOOD,910745,Texas Department of Agriculture,ALBA,Texas,75410,Expired,32.7929034,-95.6344036
MARK WOLFE,851957,Texas Department of Agriculture,CANYON,Texas,79015,Expired,34.9803342,-101.9188024
MARK WOLFE,867795,Texas Department of Agriculture,CANYON,Texas,79015,Expired,34.9803342,-101.9188024
MARLEY BARKER,883617,Texas Department of Agriculture,EMORY,Texas,75440,Expired,32.874566,-95.7655183
Marlon Rodriques,USDA_28_0247,USDA,Highlands,Texas,77562,Expired,29.818836,-95.0560404
MARQUICA R REED,866260,Texas Department of Agriculture,SAN ANTONIO,Texas,78227,Expired,29.41040379999999,-98.63256109999999
"MARTIN AND FINCH, LLC",830963,Texas Department of Agriculture,MIDLAND,Texas,0,Expired,31.9995797,-102.0756701
MARVIN TROYER,849399,Texas Department of Agriculture,SANTA ANNA,Texas,76878,Expired,31.7420932,-99.32172539999999
MASK OFF MARKETING LLC,862646,Texas Department of Agriculture,CROSBY,Texas,77532,Expired,29.9118885,-95.0621512
"MASON, SAMUEL",829830,Texas Department of Agriculture,QUITMAN,Texas,0,Expired,32.7959605,-95.4510641
MATT DODSON,853119,Texas Department of Agriculture,SABINAL,Texas,78881,Expired,29.3174576,-99.4664354
MATTHEW DOMBI,919862,Texas Department of Agriculture,ALAMO,Texas,78516,Expired,26.1836854,-98.1230638
MATTHEW FANK,884741,Texas Department of Agriculture,CONROE,Texas,77302,Expired,30.2123622,-95.33116520000002
MATTHEW HANES,953098,Texas Department of Agriculture,IOWA PARK,Texas,76367,Expired,33.9514847,-98.6686709
MATTHEW NEUENDORFF,904141,Texas Department of Agriculture,NEW WAVERLY,Texas,77358,Expired,30.5377007,-95.48327599999999
MATTHEW SCHUBERT,857310,Texas Department of Agriculture,WILLIS,Texas,77378,Expired,30.4249276,-95.47994179999999
MAVIS DONKOR,928267,Texas Department of Agriculture,PITTSBURG,Texas,75686,Expired,32.9954021,-94.96576879999999
MAXIE GEE FARMS,850671,Texas Department of Agriculture,ARLINGTON,Texas,76011,Expired,32.7476492,-97.09248989999999
"MAXIMUM AIR, LLC",829764,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
MAXIMUS BUSINESS GROUP LLC,850861,Texas Department of Agriculture,ARLINGTON,Texas,76013,Expired,32.7229925,-97.15209259999999
MB RANCH,831762,Texas Department of Agriculture,KOPPERL,Texas,0,Expired,32.070385,-97.50134179999999
"MBS SEED, INC",829755,Texas Department of Agriculture,DENTON,Texas,0,Expired,33.2165858,-97.13241049999999
"MBS SEED, INC",829849,Texas Department of Agriculture,DENTON,Texas,0,Expired,33.2165858,-97.13241049999999
"MCADOW, MARY HINTON",830131,Texas Department of Agriculture,SPRING,Texas,0,Expired,30.0799405,-95.41716009999999
"MCALISTER, KENNETH",832129,Texas Department of Agriculture,ELECTRA,Texas,0,Expired,34.0292588,-98.91895749999999
"MCGALIN, DUSTON",830046,Texas Department of Agriculture,SEABROOK,Texas,0,Expired,29.56411839999999,-95.0254839
"MCGOVERN, JARED",829794,Texas Department of Agriculture,WOODSON,Texas,0,Expired,33.014833,-99.0542389
MCHALE INVESTMENTS,829820,Texas Department of Agriculture,MASON,Texas,0,Expired,30.7487884,-99.230611
"MCMAHON, CHRISTEEN",831763,Texas Department of Agriculture,KILLEEN,Texas,0,Expired,31.1212466,-97.73316899999999
"MCPHETRIGE, JAMES",834667,Texas Department of Agriculture,DALLAS,Texas,0,Expired,32.7766642,-96.79698789999999
"MCPHETRIGE, MICHAEL",832008,Texas Department of Agriculture,CONROE,Texas,0,Expired,30.3118769,-95.45605119999999
MECH TECH NOOBS LLC,950546,Texas Department of Agriculture,VIDOR,Texas,77662,Expired,30.1316001,-94.0154541
MEDMART CBD,831348,Texas Department of Agriculture,SAN ANTONIO,Texas,0,Expired,29.4251905,-98.4945922
MEHUL PATEL,871859,Texas Department of Agriculture,LAKE JACKSON,Texas,77566,Expired,29.0620369,-95.4882679
MELISSA E SCHNEITER,855159,Texas Department of Agriculture,SOUR LAKE,Texas,77659,Expired,30.1402122,-94.41102389999999
MELLOW MALONE CROPS LLC,838460,Texas Department of Agriculture,MANSFIELD,Texas,76063,Expired,32.563183,-97.1416926
MERCANNABIS LLC,953813,Texas Department of Agriculture,AUSTIN,Texas,78748,Expired,30.168207,-97.8177601
MERCIFUL GIFT LLC,830017,Texas Department of Agriculture,CANYON LAKE,Texas,0,Expired,29.8752177,-98.2625127
"MEZA, OSCAR JR",830051,Texas Department of Agriculture,EDINBURG,Texas,0,Expired,26.3017374,-98.1633432
MH HEMP FARMS,831341,Texas Department of Agriculture,CARROLLTON,Texas,0,Expired,32.9756415,-96.8899636
MICHAEL ANTHONY CERVANTES,910402,Texas Department of Agriculture,SAN JUAN,Texas,78589,Expired,26.2238324,-98.1447804
MICHAEL GERRITY,855615,Texas Department of Agriculture,FORT WORTH,Texas,76112,Expired,32.7476771,-97.2113605
MICHAEL LAWRENCE MCCOY,912386,Texas Department of Agriculture,LA VERNIA,Texas,78121,Expired,29.356348,-98.11556329999999
MICHAEL MARASCHICK,862160,Texas Department of Agriculture,MIDLAND,Texas,79706,Expired,31.9995797,-102.0756701
MICHAEL MCGARITY,955109,Texas Department of Agriculture,DUBLIN,Texas,76446,Expired,32.085143,-98.3419882
MICHAEL PAGE,881269,Texas Department of Agriculture,CYPRESS,Texas,77429,Expired,30.0141064,-95.6668306
MICHAEL PAPE,847996,Texas Department of Agriculture,NEW BRAUNFELS,Texas,78130,Expired,29.7049806,-98.06834300000001
Michael Ratke,35_0025,New Mexico Department of Agriculture,Farwell,Texas,79325,Expired,34.383409,-103.0380016
MICHELLES DLIGHTS,885189,Texas Department of Agriculture,HOUSTON,Texas,77086,Expired,29.9179181,-95.4882679
MICKEY WEAVER,882279,Texas Department of Agriculture,MONTGOMERY,Texas,77356,Expired,30.3882613,-95.69633549999999
MICROFIT FARM,848476,Texas Department of Agriculture,SPRING,Texas,77380,Expired,30.1261952,-95.46729619999999
MID VALLEY AGRICULTURE LLC,831905,Texas Department of Agriculture,LA FERIA,Texas,0,Expired,26.1591043,-97.82409299999999
MIDTOWN NOVELTIES LLC,925707,Texas Department of Agriculture,RICHMOND,Texas,77469,Expired,29.5821811,-95.76078319999999
MIGHTY LEAF FARMS LLC,829789,Texas Department of Agriculture,PEARLAND,Texas,0,Expired,29.5635666,-95.2860474
MIGUEL CANTU,928897,Texas Department of Agriculture,VON ORMY,Texas,78073,Expired,29.2799247,-98.6539275
MIGUEL FARMS INC,907464,Texas Department of Agriculture,HEREFORD,Texas,79045,Expired,34.8150622,-102.3977036
MILLENNIUM DEVELOPMENTS LLC,865918,Texas Department of Agriculture,CLEVELAND,Texas,77327,Expired,30.34132,-95.0854885
"MILLER, JONNIE L II",830040,Texas Department of Agriculture,MONTGOMERY,Texas,0,Expired,30.3882613,-95.69633549999999
"MILLS, MICHELLE ANN",830139,Texas Department of Agriculture,WALNUT SPRINGS,Texas,0,Expired,32.0576479,-97.749471
MILTON W WYNN,857299,Texas Department of Agriculture,BURNET,Texas,78611,Expired,30.75823759999999,-98.2283585
MISSION HEMP COMPANY,862020,Texas Department of Agriculture,BROWNSBORO,Texas,75756,Expired,32.3023706,-95.61357149999999
MISSIONARY BROTHER OF THE CROSS,900492,Texas Department of Agriculture,WESLACO,Texas,78599,Expired,26.1989275,-97.9914086
MISTY RENDLEMAN,834045,Texas Department of Agriculture,LUBBOCK,Texas,0,Expired,33.5845235,-101.8552139
MITCHEAL DEWYER,931923,Texas Department of Agriculture,SPRING,Texas,77386,Expired,30.1185635,-95.37301760000001
MODERN DAY HEMP COMPANY,833410,Texas Department of Agriculture,SAN ANTONIO,Texas,0,Expired,29.4251905,-98.4945922
MOJAVE PROJECTS LLC,832967,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
"MOLINE, PAUL R",832058,Texas Department of Agriculture,ELGIN,Texas,0,Expired,30.3496528,-97.3702735
MOLLY ELIZABETH SMITH,909967,Texas Department of Agriculture,TERRELL,Texas,75161,Expired,32.7693613,-96.17391160000001
MONA DELL FARMS JOINT VENTURE,953099,Texas Department of Agriculture,SEYMOUR,Texas,76380,Expired,33.5942608,-99.26035309999999
MOONRIDGE TEXAS LLC,955717,Texas Department of Agriculture,GAUSE,Texas,77857,Expired,30.7851923,-96.7213641
MOONRIDGE TEXAS LLC,847049,Texas Department of Agriculture,AUSTIN,Texas,78745,Expired,30.2153869,-97.7960118
"MORA, MAUGNO",830011,Texas Department of Agriculture,TYLER,Texas,0,Expired,32.3512601,-95.30106239999999
"MORALES, ROBERTO A",829744,Texas Department of Agriculture,PALMHURST,Texas,0,Expired,26.2584053,-98.3180711
MOSHER FAMILY LP LLC,953495,Texas Department of Agriculture,GRANBURY,Texas,76048,Expired,32.4488736,-97.7905758
MOSHER FAMILY LP LLC,955108,Texas Department of Agriculture,STEPHENVILLE,Texas,76401,Expired,32.2206958,-98.2022633
"MOSS, SAMUEL",831561,Texas Department of Agriculture,DALLAS,Texas,0,Expired,32.7766642,-96.79698789999999
"MOSS, SAMUEL",832985,Texas Department of Agriculture,DALLAS,Texas,0,Expired,32.7766642,-96.79698789999999
"MOZINGO, JOHN N",830967,Texas Department of Agriculture,EDCOUCH,Texas,0,Expired,26.2939604,-97.96055740000001
"MUNFORD, GEORGE",830962,Texas Department of Agriculture,MIDLOTHIAN,Texas,0,Expired,32.475335,-97.01031809999999
MUNSON SEED,832408,Texas Department of Agriculture,SHALLOWATER,Texas,0,Expired,33.68897280000001,-101.9982275
"MURAN, DANIEL A",834969,Texas Department of Agriculture,NEW WAVERLY,Texas,0,Expired,30.5377007,-95.48327599999999
"MURRAY, DAVID KYLE",833669,Texas Department of Agriculture,LUFKIN,Texas,0,Expired,31.3345562,-94.7321127
"MURRELL, ROBERT GLEN JR",832062,Texas Department of Agriculture,HASLET,Texas,0,Expired,32.9748469,-97.34779569999999
MUSA ELFRAZDAG YASSIEN,917500,Texas Department of Agriculture,MISSOURI CITY,Texas,77489,Expired,29.5938012,-95.509247
"MUSGROVE, JASON",829956,Texas Department of Agriculture,CONROE,Texas,0,Expired,30.3118769,-95.45605119999999
"MUSSETT, JASON P",830092,Texas Department of Agriculture,IVANHOE,Texas,0,Expired,30.6803065,-94.4148912
MXICANNA CAFE,907748,Texas Department of Agriculture,SAN ANTONIO,Texas,78207,Expired,29.4251905,-98.4945922
MY GANJA LLC,919575,Texas Department of Agriculture,CIBOLO,Texas,78108,Expired,29.5682752,-98.2322355
MY WELL STATRT,830100,Texas Department of Agriculture,FARMERS BRANCH,Texas,0,Expired,32.9265137,-96.89611509999999
MYERS ORGANIC FARM,831095,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
NARIZOTA,834041,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
NARY SEM,871542,Texas Department of Agriculture,STEPHENVILLE,Texas,76401,Expired,32.2206958,-98.2022633
Natalie Petty,AZ-G250004,Arizona Department of Agriculture,Aledo,Texas,76008,Expired,32.6959643,-97.6022471
NATHAN BRUCE,848403,Texas Department of Agriculture,GAINESVILLE,Texas,76240,Expired,33.62594139999999,-97.1333453
NATHANIEL CHARLES WHITNEY,856660,Texas Department of Agriculture,COVE,Texas,77523,Expired,29.82744379999999,-94.8024219
NATHANIEL CZERWINSKI,887114,Texas Department of Agriculture,BASTROP,Texas,78602,Expired,30.1104947,-97.3152701
NATHANIEL NICHOLAS,852277,Texas Department of Agriculture,FLORESVILLE,Texas,78114,Expired,29.1335781,-98.15611919999999
NATURAL REMEDIES,830085,Texas Department of Agriculture,EL LAGO,Texas,0,Expired,29.5732685,-95.0429558
NATURAL REMEDY LLC,852657,Texas Department of Agriculture,ALLEN,Texas,75013,Expired,33.1128019,-96.6958939
NATURAL WAYS AND MORE LLC,861144,Texas Department of Agriculture,TOMBALL,Texas,77375,Expired,30.1098349,-95.5827334
"NATURE GREEN LEAF, LLC",831238,Texas Department of Agriculture,PEARLAND,Texas,0,Expired,29.5635666,-95.2860474
NATURE'S ANODYNE,830773,Texas Department of Agriculture,WOLFFORTH,Texas,0,Expired,33.5059189,-102.0090575
NCH LIFE SCIENCES LLC,955932,Texas Department of Agriculture,IRVING,Texas,75062,Expired,32.8449965,-96.9799755
"NECH, TRAVIS",832006,Texas Department of Agriculture,GRANBURY,Texas,0,Expired,32.4488736,-97.7905758
NEIHI PROPERTIES LLC,879846,Texas Department of Agriculture,PFLUGERVILLE,Texas,78660,Expired,30.4332061,-97.60057859999999
NEUHAUS SONS LLC,883982,Texas Department of Agriculture,MERCEDES,Texas,78570,Expired,26.1497977,-97.91361119999999
NEW BOTANY LLC,893223,Texas Department of Agriculture,WILLIS,Texas,77378,Expired,30.4249276,-95.47994179999999
NEW BRAUNFELS CANNABIS LLC,830965,Texas Department of Agriculture,NEW BRAUNFELS,Texas,0,Expired,29.702566,-98.12406349999999
NEW WAVE BEHAVIORAL HEALTH,952817,Texas Department of Agriculture,BROWNSVILLE,Texas,78521,Expired,25.9739925,-97.33005299999999
NEWBERRY NATURAL LLC,856054,Texas Department of Agriculture,TERRELL,Texas,75160,Expired,32.7630226,-96.30134319999999
"NGUYEN, BILL",835300,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
NICHOLAS ANTHONY RUMMEL,855464,Texas Department of Agriculture,AUSTIN,Texas,78751,Expired,30.3055711,-97.725376
NICHOLAS OLIVARES,846522,Texas Department of Agriculture,AUSTIN,Texas,78729,Expired,30.4646593,-97.7471025
NICHOLAS OLIVARES,911196,Texas Department of Agriculture,KEMPNER,Texas,76539,Expired,31.081007,-98.0025249
"NICKLE, MARCUS G",832589,Texas Department of Agriculture,SEGUIN,Texas,0,Expired,29.56892479999999,-97.96458319999999
Nina Rodriques,USDA_28_0248,USDA,Highlands,Texas,77562,Expired,29.818836,-95.0560404
NINE LIVES HEMP LLC,880615,Texas Department of Agriculture,SALADO,Texas,76571,Expired,30.9471278,-97.53862040000001
NINE LIVES HEMP LLC,930363,Texas Department of Agriculture,SALADO,Texas,76571,Expired,30.9471278,-97.53862040000001
NINE LIVES HEMP LLC,909204,Texas Department of Agriculture,SALADO,Texas,76571,Expired,30.9471278,-97.53862040000001
NJ'S NURSERY,837002,Texas Department of Agriculture,EDCOUCH,Texas,78538,Expired,26.2939604,-97.96055740000001
"NOBLE, HELEN M",830003,Texas Department of Agriculture,DAMON,Texas,0,Expired,29.290523,-95.73467079999999
NORTH AMPERSAND SOUTH R AMPERSAND T LLC,833501,Texas Department of Agriculture,HOUSTON,Texas,0,Expired,29.7600771,-95.37011079999999
NORTH TEXAS HEMP FARMS,893307,Texas Department of Agriculture,SAN ANTONIO,Texas,78205,Expired,29.422658,-98.48699049999999
"NOWLIN, R MARK",833733,Texas Department of Agriculture,DE LEON,Texas,0,Expired,32.1109743,-98.5358825
NTX HEMP FARM LLC,883318,Texas Department of Agriculture,CROSS ROADS,Texas,76227,Expired,33.2318281,-97.0022908
NU-WELLNESS TODAY INC,849179,Texas Department of Agriculture,HOUSTON,Texas,77053,Expired,29.5724141,-95.46729619999999
"OAK CLIFF CULTIVATORS, LLC",829772,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
"OAK CLIFF CULTIVATORS, LLC",829856,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
OAKEN LTD,830059,Texas Department of Agriculture,MANSFIELD,Texas,0,Expired,32.5639134,-97.13513619999999
"OCONNOR, MICHAEL P II",833405,Texas Department of Agriculture,FOREST HILL,Texas,0,Expired,32.6601003,-97.2698712
OFF THE GRID LLC,898657,Texas Department of Agriculture,HUMBLE,Texas,77346,Expired,29.99883119999999,-95.26215529999999
OILWELL CBD LLC,871654,Texas Department of Agriculture,HOUSTON,Texas,77027,Expired,29.740582,-95.4515725
OILWELL CBD LLC,904282,Texas Department of Agriculture,HOUSTON,Texas,77098,Expired,29.7600771,-95.37011079999999
OLD SCHOOL PRODUCE LLC,889032,Texas Department of Agriculture,HOUSTON,Texas,77007,Expired,29.7765065,-95.4201377
OLDE ENGLISH INC,833502,Texas Department of Agriculture,AUSTIN,Texas,0,Expired,30.267153,-97.7430608
OLIVER FARMS,833298,Texas Department of Agriculture,OAKWOOD,Texas,0,Expired,31.584896,-95.8491262
