License_Number,UBI,Trade_Name,Licensee,Privilege_Status,Privilege_Type,Street,Suite,City,State,ZIP,County,Phone,Expiration_Date,Mailing_Address,SE_Retailer
414841,6033564060010002,EMERALD HAZE CANNABIS EMPORIUM,,CLOSED (PERMANENT),CANNABIS RETAILER,4033 NE SUNSET BLVD UNIT 5,,RENTON,WA,980564003,KING,2533069151,,,
413363,6019827290010002,EMERALD LEAVES,,CLOSED (PERMANENT),CANNABIS RETAILER,2702 6TH AVE,,TACOMA,WA,984067213,PIERCE,2063991361,,,
413363,6035615210010001,EMERALD LEAVES,,CLOSED (PERMANENT),CANNABIS RETAILER,2702 6TH AVE STE A,,TACOMA,WA,984067213,PIERCE,2064825627,,,
434372,6035615210010003,EMERALD LEAVES,,ACTIVE (ISSUED),CANNABIS RETAILER,2609 6TH AVE STE 1,,TACOMA,WA,984067226,PIERCE,2064825627,,,
421619,6035692810010001,EPHEMERAL TOAST,,CLOSED (PERMANENT),CANNABIS RETAILER,8401 AURORA AVE N STE F,,SEATTLE,WA,981034332,KING,2066186094,,,
421618,6035692220010001,ESHO FUNI,,CLOSED (PERMANENT),CANNABIS RETAILER,8401 AURORA AVE. N. STE A,,SEATTLE,WA,981034332,KING,2068568781,,,
427158,6035692220010003,ESHO FUNI,,CLOSED (PERMANENT),CANNABIS RETAILER,8401 AURORA AVE N STE E,,SEATTLE,WA,981034332,KING,2068568781,,,
425185,6035518250010007,EUPHORIC 360,,CLOSED (PERMANENT),CANNABIS RETAILER,6326 MARTIN WAY E STE 103,,LACEY,WA,985165561,THURSTON,2063600295,,,
425185,6040140410010001,EUPHORIC 360,,CLOSED (PERMANENT),CANNABIS RETAILER,6326 MARTIN WAY E STE 103,,LACEY,WA,985165561,THURSTON,3608922878,,,
414495,6033549340010003,EUPHORIUM,,ACTIVE (ISSUED),CANNABIS RETAILER,21127 STATE ROUTE 9 SE,,WOODINVILLE,WA,980729703,SNOHOMISH,4254080556,,,
084130,6033543680010004,EUPHORIUM 420,,CLOSED (PERMANENT),CANNABIS RETAILER,19525 BOTHELL EVERETT HWY A,,BOTHELL,WA,980127116,SNOHOMISH,9168359616,,,
414491,6033549480010002,EUPHORIUM 420,,ACTIVE (ISSUED),CANNABIS RETAILER,27623 COVINGTON WAY SE UNIT 1,,COVINGTON,WA,98042,KING,4255774533,,,
414500,6033538920010001,EUPHORIUM 420,,ACTIVE (ISSUED),CANNABIS RETAILER,20925 CYPRESS WAY STE C-103,,LYNNWOOD,WA,98036,SNOHOMISH,4255774533,,,
420895,6041488560010001,EUPHORIUM 420,,ACTIVE (ISSUED),CANNABIS RETAILER,17917 VASHON HWY SW,,VASHON,WA,98070,KING,4255774533,,,
422120,6033543680010004,EUPHORIUM 420,,CLOSED (PERMANENT),CANNABIS RETAILER,13813 HWY 99,,LYNNWOOD,WA,980871723,SNOHOMISH,4255774533,,,
434063,6033543680010006,EUPHORIUM 420,,ACTIVE (ISSUED),CANNABIS RETAILER,26828 WA-9,,ARLINGTON,WA,98223,SNOHOMISH,4256780271,,,
414496,6033543680010001,EUPHORIUM LYNNWOOD,,CLOSED (PERMANENT),CANNABIS RETAILER,21127 STATE RT 9 SE,UNIT B,WOODINVILLE,WA,980729703,SNOHOMISH,9168359616,,,
421448,6035584490010003,EVERETT CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,11627 AIRPORT RD,SUITE F,EVERETT,WA,982048714,SNOHOMISH,2068908368,,,
415064,6033581770010002,EVERGREEN CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,922 PEACE PORTAL DR,,BLAINE,WA,982304409,WHATCOM,3603328922,,,
414714,6033577780010001,EVERGREEN MARKET - AUBURN,,ACTIVE (ISSUED),CANNABIS RETAILER,402 16TH ST NE STE A-100,,AUBURN,WA,98002,KING,2068527155,,,
426125,6035781200010005,EVERGREEN MARKET - BELLEVUE,,ACTIVE (ISSUED),CANNABIS RETAILER,638 116TH AVE NE,,BELLEVUE,WA,980045216,KING,2068527155,,,
420338,6040059320010001,EVERGREEN MARKET - IKEA DISTRICT,,CLOSED (PERMANENT),CANNABIS RETAILER,401 RAINIER AVE N STE 1,,RENTON,WA,980575319,KING,4257652935,,,
357129,6035653130010003,EVERGREEN MARKET - KIRKLAND,,ACTIVE (ISSUED),CANNABIS RETAILER,11438 NE 124TH ST,,KIRKLAND,WA,98034,KING,4257652935,,,
414475,6035653130010002,EVERGREEN MARKET - KIRKLAND,,CLOSED (PERMANENT),CANNABIS RETAILER,8734 120TH AVE NE,,KIRKLAND,WA,980335861,KING,4253188898,,,
413791,6033501150010001,EVERGREEN MARKET - NORTH RENTON,,ACTIVE (ISSUED),CANNABIS RETAILER,409 RAINIER AVE N,,RENTON,WA,980575319,KING,4253188898,,,
414841,6053250860010001,EVERGREEN MARKET - RENTON HIGHLANDS,,ACTIVE (ISSUED),CANNABIS RETAILER,4033 NE SUNSET BLVD UNIT 5,,RENTON,WA,98056,KING,4258293105,,,
424747,6040059320010003,EVERGREEN MARKET - SOUTH RENTON,,ACTIVE (ISSUED),CANNABIS RETAILER,4242 E VALLEY RD,,RENTON,WA,98057,KING,4253188898,,,
425605,6032170680010009,EVERGREEN MEADOWS,,CLOSED (PERMANENT),CANNABIS RETAILER,208 E PINE ST,,SHELTON,WA,985841418,MASON,4258294959,,,
425605,6043420130010001,EVERGREEN MEADOWS,,CLOSED (PERMANENT),CANNABIS RETAILER,208 E PINE ST,,SHELTON,WA,985841418,MASON,4258294959,,,
422825,6036041830010001,EVERGREEN STATE ENTERPRISES,,CLOSED (PERMANENT),CANNABIS RETAILER,847 E SR 4,,CATHLAMET,WA,98612,WAHKIAKUM,3604702621,,,
422825,6036041830010001,EVERGREEN STATE ENTERPRISES,,CLOSED (PERMANENT),CANNABIS RETAILER,847 E SR 4,,CATHLAMET,WA,986120000,WAHKIAKUM,5033170557,,,
427156,6036041830010003,EVERGREEN STATE ENTERPRISES,,CLOSED (PERMANENT),CANNABIS RETAILER,3772 SR 4 STE A,,GRAYS RIVER,WA,986210000,WAHKIAKUM,5033170557,,,
421878,6036041830010002,EVERGREEN STATE ENTERPRISES LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,3941 COLVILLE RD,,LOON LAKE,WA,991480000,STEVENS,3604702621,,,
422001,6035781200010002,EXPONENTIAL 3,,CLOSED (PERMANENT),CANNABIS RETAILER,12802 BEL-RED RD STE B,,BELLEVUE,WA,980052603,KING,2068527155,,,
426448,6035781200010004,EXPONENTIAL 3,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,980043800,KING,2068527155,,,
426448,6035781200010004,EXPONENTIAL 3,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,980043800,KING,2068527155,,,
079720,6035601210010004,FILLABONG,,ACTIVE (ISSUED),CANNABIS RETAILER,3249 PERRY AVE STE B,,BREMERTON,WA,98310,KITSAP,3604432293,,,
415210,6035601210010003,FILLABONG,,CLOSED (PERMANENT),CANNABIS RETAILER,4978 SE MILE HILL DR,,PORT ORCHARD,WA,983662102,KITSAP,3604432293,,,
415211,6035601210010002,FILLABONG,,ACTIVE (ISSUED),CANNABIS RETAILER,2839 NW KITSAP PL STE A,,SILVERDALE,WA,98383,KITSAP,3604432293,,,
421738,6033479550010002,FIRE CANNABIS CO,,ACTIVE (ISSUED),CANNABIS RETAILER,903 ENGH RD SUITE D,,OMAK,WA,98841,OKANOGAN,7202719997,,,
436929,6048319130010002,FIRE CANNABIS CO -,,ACTIVE (ISSUED),CANNABIS RETAILER,1401 S 1ST ST STE 102,,YAKIMA,WA,98901,YAKIMA,5093676043,,,
415303,6048319130010001,"FIRE CANNABIS CO-YAKIMA, L.L.C.",,CLOSED (PERMANENT),CANNABIS RETAILER,1503 A E NOB HILL BLVD,,YAKIMA,WA,989010000,YAKIMA,5093701016,,,
422566,6034477130010003,FIVE POINTS OF PIERCE COUNTY LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,2510 SANDRA AVE,,CENTRALIA,WA,985319649,LEWIS,2538644924,,,
424498,6034477130010004,FIVE POINTS OF PIERCE COUNTY LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,CHEHALIS,WA,985328717,LEWIS,2532731260,,,
424498,6034477130010004,FIVE POINTS OF PIERCE COUNTY LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,CHEHALIS,WA,985328717,LEWIS,2532731260,,,
413743,6033437360010002,FIVE STAR TRADING COMPANY,,CLOSED (PERMANENT),CANNABIS RETAILER,9920 STATE AVE,SUITE B,MARYSVILLE,WA,982712255,SNOHOMISH,4258706335,,,
422059,6035815060010001,FLORAL FANATIX LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,7226 MARTIN WAY E,,OLYMPIA,WA,985165533,THURSTON,3608904918,,,
422059,6035815060010001,FLORAL FANATIX LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,7226 MARTIN WAY E,,OLYMPIA,WA,985165533,THURSTON,3608904918,,,
422059,6035815060010001,FLORAL FANATIX LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,OCEAN SHORES,WA,985690000,GRAYS HARBOR,3608904918,,,
422059,6035815060010001,FLORAL FANATIX LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,OCEAN SHORES,WA,985690000,GRAYS HARBOR,3608904918,,,
420477,6044618980010001,FLOWER AND WEED,,CLOSED (PERMANENT),CANNABIS RETAILER,7217 212TH ST SW,,EDMONDS,WA,980267735,SNOHOMISH,9162247020,,,
420478,6043887510010001,FLOYD'S,,CLOSED (PERMANENT),CANNABIS RETAILER,933 E JOHNS PRAIRIE RD,,SHELTON,WA,985841270,MASON,2067710350,,,
414223,6042674710010001,FLOYD'S CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,1403 E 1ST STREET,,PORT ANGELES,WA,98362,CLALLAM,2068530645,,,
422055,6035808890010002,FLOYD'S CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,5952 AIRPORT RD,,PULLMAN,WA,99163,WHITMAN,5098723080,,,
414680,6053371140010001,FLOYDS,,ACTIVE (ISSUED),CANNABIS RETAILER,4218 RUCKER AVE,,EVERETT,WA,98203,SNOHOMISH,2065471914,,,
422049,6035710750010001,FLOYDS,,ACTIVE (ISSUED),CANNABIS RETAILER,410 W STATE ST,,SEDRO WOOLLEY,WA,982841557,SKAGIT,3605884473,,,
430798,6043887510010003,FLOYDS,,CLOSED (PERMANENT),CANNABIS RETAILER,931 E JOHNS PRAIRIE RD,,SHELTON,WA,985841270,MASON,2067710350,,,
414803,6036041410010001,FORBIDDEN CANNABIS CLUB,,CLOSED (PERMANENT),CANNABIS RETAILER,2358 ELMWAY,,OKANOGAN,WA,988400000,OKANOGAN,2532241442,,,
420520,6034232020010002,FORBIDDEN CANNABIS CLUB,,CLOSED (PERMANENT),CANNABIS RETAILER,22308 HWY 410 E UNIT B,,BONNEY LAKE,WA,983914073,PIERCE,2532241442,,,
421015,6036035380010001,FORBIDDEN CANNABIS CLUB,,CLOSED (PERMANENT),CANNABIS RETAILER,2358 ELMWAY UNIT B,,OKANOGAN,WA,988409790,OKANOGAN,2539876637,,,
422785,6036035410010001,FORBIDDEN CANNABIS CLUB,,ACTIVE (ISSUED),CANNABIS RETAILER,1171 WIND RIVER HIGHWAY,SUITE A,CARSON,WA,98610,SKAMANIA,2532241442,,,
426808,6034232020010003,FORBIDDEN CANNABIS CLUB,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,BONNEY LAKE,WA,983910000,PIERCE,2532241442,,,
426808,6034232020010003,FORBIDDEN CANNABIS CLUB,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,BONNEY LAKE,WA,983910000,PIERCE,2532241442,,,
430721,6036035380010003,FORBIDDEN CANNABIS CLUB,,CLOSED (PERMANENT),CANNABIS RETAILER,32139 HIGHWAY 97 UNIT A,,TONASKET,WA,988550000,OKANOGAN,2532241442,,,
432498,6036041410010003,FORBIDDEN CANNABIS CLUB,,ACTIVE (ISSUED),CANNABIS RETAILER,2108 ELMWAY UNIT A,,OKANOGAN,WA,98840,OKANOGAN,2532241442,,,
435277,6036035380010004,FORBIDDEN CANNABIS CLUB,,ACTIVE (ISSUED),CANNABIS RETAILER,2256 HWY 153 STE B,,CARLTON,WA,98814,OKANOGAN,2532241442,,,
422913,6048240300010001,FORBIDDEN CANNABIS CLUB MOUNT VERNON,,CLOSED (PERMANENT),CANNABIS RETAILER,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,982739018,SKAGIT,2064127285,,,
422913,6049224840010001,FORBIDDEN CANNABIS CLUB MT. VERNON,,ACTIVE (ISSUED),CANNABIS RETAILER,3818 OLD HIGHWAY 99 S RD,,MOUNT VERNON,WA,98273,SKAGIT,2067696074,,,
421632,6046249900010001,FORBIDDEN CANNABIS CLUB OLYMPIA,,ACTIVE (ISSUED),CANNABIS RETAILER,1123 SLEATER KINNEY RD SE,,LACEY,WA,98503,THURSTON,2064127285,,,
413809,6046249900010002,FORBIDDEN CANNABIS CLUB SEATTLE,,ACTIVE (ISSUED),CANNABIS RETAILER,2413 E UNION ST,,SEATTLE,WA,98122,KING,2064127285,,,
413809,6049148950010001,FORBIDDEN CANNABIS CLUB SEATTLE,,CLOSED (PERMANENT),CANNABIS RETAILER,2413 E UNION ST,,SEATTLE,WA,981223045,KING,2064127285,,,
425185,6046358250010001,FORBIDDEN CANNABIS SUPER CHRONIC,,ACTIVE (ISSUED),CANNABIS RETAILER,6326 MARTIN WAY E STE 103,,LACEY,WA,98516,THURSTON,2064127285,,,
422303,6035905870010001,FORBIDDEN FLOWER,,CLOSED (PERMANENT),CANNABIS RETAILER,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,981683139,KING,2062350635,,,
414539,6050081050010002,FOXX ENTERPRISES LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,5309 GUIDE MERIDIAN RD SUITE A,,BELLINGHAM,WA,982260000,WHATCOM,8602092288,,,
436879,6050081050010006,FOXX ENTERPRISES LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,5655 GUIDE MERIDIAN STE C,,BELLINGHAM,WA,982269722,WHATCOM,8602092288,,,
436898,6050081050010005,FOXX ENTERPRISES LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,20333 STATE ROUTE 20,,BURLINGTON,WA,982334725,SKAGIT,8602092288,,,
414280,6034103470010001,FREEDOM MARKET,,CLOSED (PERMANENT),CANNABIS RETAILER,820A WESTSIDE HWY,,KELSO,WA,986264355,COWLITZ,3603550682,,,
414280,6046389790010001,FREEDOM MARKET,,ACTIVE (ISSUED),CANNABIS RETAILER,820A WESTSIDE HWY,,KELSO,WA,98626,COWLITZ,3606360420,,,
422459,6041543780010001,FREEDOM MARKET CATHLAMET CORP,,ACTIVE (ISSUED),CANNABIS RETAILER,327 SR 4,,CATHLAMET,WA,98612,WAHKIAKUM,3602617061,,,
421757,6040523690010001,FREEDOM MARKET ILWACO,,ACTIVE (ISSUED),CANNABIS RETAILER,133 HOWERTON AVE SE STE B,,ILWACO,WA,98624,PACIFIC,3607036090,,,
422777,6036018460010001,FREELAND CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,18646 SR 525 STE B,STE B,FREELAND,WA,982498752,ISLAND,4255126880,,,
421708,6032611830010002,FREMONT GARDENS,,CLOSED (PERMANENT),CANNABIS RETAILER,316 N 36TH ST STE B,,SEATTLE,WA,981038953,KING,2066327126,,,
413530,6041989910010001,FRESH GREENS,,ACTIVE (ISSUED),CANNABIS RETAILER,29 HORIZON FLATS RD STE 8,,WINTHROP,WA,988628400,OKANOGAN,5094295556,,,
436837,6035877900010002,FROSTED SPRAGUE,,ACTIVE (ISSUED),CANNABIS RETAILER,4123 E SPRAGUE AVE STE A,,SPOKANE,WA,992024850,SPOKANE,5094740461,,,
412922,6028304620010002,FWEEDOM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,12001 AURORA AVE N UNIT #1,,SEATTLE,WA,98133,KING,2064190260,,,
415031,6033575180010001,FWEEDOM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,21911 64TH AVE W   STE D,STE D,MOUNTLAKE TERRACE,WA,980430000,SNOHOMISH,4259540640,,,
415032,6033575180010002,FWEEDOM CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,17869 STATE ROUTE 536,,MOUNT VERNON,WA,982733270,SKAGIT,2063515121,,,
422000,6033575180010005,FWEEDOM CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,17903 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,4259540640,,,
421695,6049177140010001,GALAXY 21,,ACTIVE (ISSUED),CANNABIS RETAILER,11042 1ST AVENUE S,,SEATTLE,WA,98168,KING,2068544354,,,
415234,6033531960010005,GALAXY CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3845 BRIDGE WAY N,,SEATTLE,WA,98103,KING,2062854005,,,
413558,6033283210010001,GANJA GODDESS,,CLOSED (PERMANENT),CANNABIS RETAILER,3207 1ST AVE S  UNIT A,UNIT A,SEATTLE,WA,981341819,KING,2066827220,,,
413558,6050144320010001,GANJA GODDESS,,CLOSED (PERMANENT),CANNABIS RETAILER,3207 1ST AVE S  UNIT A,UNIT A,SEATTLE,WA,981341819,KING,4257376960,,,
415539,6033594670010003,GANJA VITA,,ACTIVE (ISSUED),CANNABIS RETAILER,23441 NE STATE ROUTE 3,,BELFAIR,WA,985280000,MASON,2535143949,,,
414381,6006448010010004,GIVING TREE,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,KENT,WA,980320000,KING,2067725773,,,
414381,6006448010010004,GIVING TREE,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,KENT,WA,980320000,KING,2067725773,,,
414982,6033500470010005,GLOBODYNE,,CLOSED (PERMANENT),CANNABIS RETAILER,3223 PINE ST,,EVERETT,WA,982014536,SNOHOMISH,4258793437,,,
414292,6033556170010001,GOLDEN DISPENSARIES,,ACTIVE (ISSUED),CANNABIS RETAILER,650 LLAMA LN,,GOLDENDALE,WA,986209140,KLICKITAT,5097730700,,,
421953,6035764710010001,GOOBIE'S DOOBIES,,CLOSED (PERMANENT),CANNABIS RETAILER,28680 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,980388193,KING,2534595741,,,
431222,6035764710010004,GOOBIE'S DOOBIES,,ACTIVE (ISSUED),CANNABIS RETAILER,28730 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,980388195,KING,2534595741,,,
413357,6031793430010002,GOOD PATIENT NETWORK,,CLOSED (PERMANENT),CANNABIS RETAILER,1207 S JACKSON ST STE 108 &,109,SEATTLE,WA,981440000,KING,2065510403,,,
415294,6023777230010001,GOODBUDS,,ACTIVE (ISSUED),CANNABIS RETAILER,5384 NW K RD STE A,,QUINCY,WA,988480000,GRANT,3609819495,,,
414785,6033280120010001,GRASS,,CLOSED (PERMANENT),CANNABIS RETAILER,14343 15TH AVE NE,,SEATTLE,WA,981253162,KING,2066438576,,,
415531,6033593650010002,GRASS,,CLOSED (PERMANENT),CANNABIS RETAILER,205 W STEWART RD,SUITE 107,MOUNT VERNON,WA,982735411,SKAGIT,3604738393,,,
422525,6043100000010001,GREEN 101,,CLOSED (PERMANENT),CANNABIS RETAILER,2840 E HWY 101,,PORT ANGELES,WA,983629080,CLALLAM,2063071651,,,
413479,6033364470010001,GREEN ANNE,,CLOSED (PERMANENT),CANNABIS RETAILER,312 W REPUBLICAN ST,,SEATTLE,WA,981194009,KING,2064201042,,,
413737,6033534230010001,GREEN CITY COLLECTIVE,,CLOSED (PERMANENT),CANNABIS RETAILER,13601 HIGHWAY 99 STE B,,EVERETT,WA,982045496,SNOHOMISH,4258693670,,,
414450,6033530290010001,GREEN CONNECTION NORTHWEST,,CLOSED (PERMANENT),CANNABIS RETAILER,417 NW 65TH ST,,SEATTLE,WA,981175027,KING,2066175646,,,
421642,6045718900010001,GREEN DREAMS,,ACTIVE (ISSUED),CANNABIS RETAILER,8529 52ND ST SE,,SNOHOMISH,WA,982909282,SNOHOMISH,4252639972,,,
350641,6033271020010001,GREEN FIRE CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,1956 1ST AVE S,,SEATTLE,WA,981341406,KING,2066233792,,,
413789,6033491710010001,GREEN GROTTO,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,980034994,KING,2067926857,,,
413789,6033491710010001,GREEN GROTTO,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,980034994,KING,2067926857,,,
414093,6033491710010003,GREEN GROTTO,,CLOSED (PERMANENT),CANNABIS RETAILER,10611 CANYON RD E STE 101,,PUYALLUP,WA,983734552,PIERCE,2067926857,,,
414108,6033491710010004,GREEN GROTTO,,CLOSED (PERMANENT),CANNABIS RETAILER,230 NE JUNIPER ST #101A,,ISSAQUAH,WA,980272519,KING,2067926857,,,
423779,6033491710010008,GREEN GROTTO,,CLOSED (PERMANENT),CANNABIS RETAILER,22106 SE 51ST PL,,ISSAQUAH,WA,980272519,KING,2069924008,,,
429212,6033491710010010,GREEN GROTTO LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,230 NE JUNIPER ST STE 100,,ISSAQUAH,WA,980272519,KING,2069924008,,,
414761,6003142880010001,GREEN HEAD CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,2815 ST. JOHNS ROAD   STE B,,VANCOUVER,WA,986613707,CLARK,3606091479,,,
415130,6033601220010003,GREEN LADY,,ACTIVE (ISSUED),CANNABIS RETAILER,3044 PACIFIC AVE SE STE B,,OLYMPIA,WA,98501,THURSTON,5098697574,,,
421667,6035644790010002,GREEN LADY EVERETT,,CLOSED (PERMANENT),CANNABIS RETAILER,11311 WA-99   STE B,,EVERETT,WA,98204,SNOHOMISH,5098697574,,,
421667,6035644790010002,GREEN LADY EVERETT,,CLOSED (PERMANENT),CANNABIS RETAILER,14221 LAKE RD,,LYNNWOOD,WA,980871710,SNOHOMISH,5098697574,,,
414963,6056014130010001,GREEN LADY LACEY,,ACTIVE (ISSUED),CANNABIS RETAILER,4820 YELM HWY SE SUITE D,,LACEY,WA,985034903,THURSTON,5098697574,,,
422578,6035989350010001,GREEN LADY MARIJUANA,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,980364716,SNOHOMISH,3607898891,,,
422578,6035989350010001,GREEN LADY MARIJUANA,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,980364716,SNOHOMISH,3607898891,,,
422579,6035989360010001,GREEN LADY MARIJUANA,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,980364736,SNOHOMISH,3607898891,,,
422579,6035989360010001,GREEN LADY MARIJUANA,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,980364736,SNOHOMISH,3607898891,,,
423145,6035911620010001,GREEN LADY MARIJUANA,,CLOSED (PERMANENT),CANNABIS RETAILER,7359 OLD PACIFIC HWY S,,KALAMA,WA,986250000,COWLITZ,3607898891,,,
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",,ACTIVE (ISSUED),CANNABIS RETAILER,2405 HARRISON AVE NW STE 201,,OLYMPIA,WA,98502,THURSTON,5098697475,,,
413886,6033576180010002,GREEN LEAF,,CLOSED (PERMANENT),CANNABIS RETAILER,4220 MERIDIAN ST STE 102,,BELLINGHAM,WA,982269153,WHATCOM,3605262198,,,
414918,6017178530010002,GREEN LEAF,,CLOSED (PERMANENT),CANNABIS RETAILER,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,982409507,WHATCOM,3603032860,,,
414918,6035652670010002,GREEN LEAF,,CLOSED (PERMANENT),CANNABIS RETAILER,3435 BIRCH BAY LYNDEN RD,,CUSTER,WA,982409507,WHATCOM,3603032860,,,
414755,6033599440010002,GREEN LIFE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3012 GS CENTER RD STE A,,WENATCHEE,WA,988019116,CHELAN,2817260614,,,
422663,6053142380000000,GREEN MARLIN LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,BELLEVUE,WA,980040000,KING,2063268764,,,
413798,6033511700010001,GREEN OUTFITTERS,,ACTIVE (ISSUED),CANNABIS RETAILER,668 OCEAN SHORES BLVD NW,,OCEAN SHORES,WA,985699344,GRAYS HARBOR,4252684391,,,
422525,6035649550010002,GREEN PEAKS N.W.,,CLOSED (PERMANENT),CANNABIS RETAILER,2840 E HWY 101,,PORT ANGELES,WA,983629080,CLALLAM,5099990148,,,
415512,6033594880010001,GREEN PLACE,,CLOSED (PERMANENT),CANNABIS RETAILER,18826 MARINE DRIVE,,STANWOOD,WA,982920000,SNOHOMISH,4256337515,,,
416248,6033594880010003,GREEN PLACE,,CLOSED (PERMANENT),CANNABIS RETAILER,202 AVENUE D STE B,,SNOHOMISH,WA,982902745,SNOHOMISH,4256337515,,,
422103,6041627960010001,GREEN ROOM OH INC.,,ACTIVE (ISSUED),CANNABIS RETAILER,1640 NE GOLDIE ST STE B,,OAK HARBOR,WA,98277,ISLAND,2065048629,,,
421632,6041722670010002,GREEN RUSH INVESTMENT,,CLOSED (PERMANENT),CANNABIS RETAILER,1123 SLEATER KINNEY RD SE,,LACEY,WA,985032300,THURSTON,2487050988,,,
422027,6041722670010003,GREEN RUSH INVESTMENT,,EXPIRED,CANNABIS RETAILER,404 AUBURN WAY S STE 100,,AUBURN,WA,980025418,KING,2487050988,,,
414298,6030884050010002,GREEN SKY SEATTLE,,CLOSED (PERMANENT),CANNABIS RETAILER,9804 LAKE CITY WAY NE,,SEATTLE,WA,981152300,KING,2067907036,,,
414789,6030884050010008,GREEN SKY SEATTLE LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,982717227,SNOHOMISH,2067907036,,,
420638,6024649910010003,GREEN SOLUTION PLACE,,CLOSED (PERMANENT),CANNABIS RETAILER,2801 AUBURN WAY S,,AUBURN,WA,980920000,KING,2532370770,,,
422504,6033498370010005,GREEN SOLUTION PLACE,,ACTIVE (ISSUED),CANNABIS RETAILER,1845 1ST ST,,CHENEY,WA,990041966,SPOKANE,2539732476,,,
410798,6033509300010001,GREEN STAR CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,1403 N DIVISION ST STE A,,SPOKANE,WA,992021810,SPOKANE,5099193398,,,
414506,6017919610010003,GREEN STATION 1,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,SEATAC,WA,981481965,KING,2062413760,,,
414506,6017919610010003,GREEN STATION 1,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,SEATAC,WA,981481965,KING,2062413760,,,
