License_Number,UBI,Trade_Name,Licensee,Privilege_Status,Privilege_Type,Street,Suite,City,State,ZIP,County,Phone,Expiration_Date,Mailing_Address,SE_Retailer
428942,6033509090010003,OCEAN GREENS,,ACTIVE (ISSUED),CANNABIS RETAILER,10524 AURORA AVE N,,SEATTLE,WA,98133,KING,2062299893,,,
413551,6033332780010001,OLD TOBY,,ACTIVE (ISSUED),CANNABIS RETAILER,391 NW STATE AVE STE 1,,CHEHALIS,WA,98532,LEWIS,3604853255,,,
427769,6032767240010004,OLYMPIA WEED COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,401 93RD AVE SE,,OLYMPIA,WA,985019701,THURSTON,3609156071,,,
422466,6048709290010001,ONE HIT WONDER CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,983682247,JEFFERSON,3603383818,,,
437783,6056631040010001,ONE HIT WONDER SILVERDALE,,ACTIVE (ISSUED),CANNABIS RETAILER,2600 NW RANDALL WAY STE 105,,SILVERDALE,WA,98383,KITSAP,4253067311,,,
420390,6033043440010001,ORCAS ISLAND CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,1533 MT BAKER RD,,EASTSOUND,WA,98245,SAN JUAN,3603175704,,,
083380,6044551770010001,ORCHARDS CANNABIS MARKET,,ACTIVE (ISSUED),CANNABIS RETAILER,11800 NE 65TH ST,,VANCOUVER,WA,98662,CLARK,3607987194,,,
425507,6035624390010008,ORIGINS,,ACTIVE (ISSUED),CANNABIS RETAILER,16390 CLEVELAND ST,,REDMOND,WA,980524314,KING,4252980170,,,
437401,6035624390010009,ORIGINS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,4822 CALIFORNIA AVE SW STE A,,SEATTLE,WA,981164415,KING,2069223954,,,
414573,6034521320010001,OUNCE KING CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,11463 RAINIER AVE S STE A & C1,,SEATTLE,WA,981783963,KING,2062517358,,,
414812,6033507940010002,PAPER AND LEAF,,ACTIVE (ISSUED),CANNABIS RETAILER,8040 NE DAY RD W BLDG 3 STE 1,,BAINBRIDGE ISLAND,WA,98110,KITSAP,2067807814,,,
422951,6056620900010001,PAUMA ENTERPRISES INC,,ACTIVE (ISSUED),CANNABIS RETAILER,10825 MYERS WAY S STE 200,,SEATTLE,WA,98168,KING,4257736021,,,
433404,6035590780010003,PEND OREILLE CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,601 HWY 20,,NEWPORT,WA,99156,PEND OREILLE,5099390086,,,
421616,6033562950010004,PIECE OF MIND CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,100 E MAPLE ST STE A,,BELLINGHAM,WA,98225,WHATCOM,2062291067,,,
417114,6034054510010001,POM CANNABIS PULLMAN,,ACTIVE (ISSUED),CANNABIS RETAILER,1330 SE BISHOP BLVD,,PULLMAN,WA,99163,WHITMAN,5099947051,,,
079013,6033255610010003,POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,1628 DEXTER AVE N STE A,,SEATTLE,WA,98109,KING,6145615684,,,
415229,6033538680010003,POT ZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,1703 SE SEDGWICK RD,STE 113,PORT ORCHARD,WA,983669599,KITSAP,2533127280,,,
434030,6033538680010006,POT ZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,814 72ND ST E,,TACOMA,WA,984041700,PIERCE,2532122884,,,
361259,6040588840010003,POT ZONE OF VANCOUVER,,ACTIVE (ISSUED),CANNABIS RETAILER,7701 NE HWY 99 STE B,,VANCOUVER,WA,98665,CLARK,5099795989,,,
414574,6033210770010002,PRC,,ACTIVE (ISSUED),CANNABIS RETAILER,18729 FIR ISLAND RD STE C,,MOUNT VERNON,WA,98273,SKAGIT,3604456221,,,
415198,6045868370010001,PRC,,ACTIVE (ISSUED),CANNABIS RETAILER,23221 EDMONDS WAY STE A,STE A,EDMONDS,WA,980260000,SNOHOMISH,4253432272,,,
421084,6033210770010003,PRC,,ACTIVE (ISSUED),CANNABIS RETAILER,5200 172ND ST NE F-101,,ARLINGTON,WA,98223,SNOHOMISH,3604456221,,,
415222,6055786890010001,PRC BOTHELL,,ACTIVE (ISSUED),CANNABIS RETAILER,212 W WINESAP RD STE 101,102,BOTHELL,WA,98012,SNOHOMISH,4253432272,,,
423885,6042703180010001,PRIMO CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,21630 E GILBERT AVE,,OTIS ORCHARDS,WA,99027,SPOKANE,5099279333,,,
440813,6059048930010001,PUFFWICK & BLUNT,,ACTIVE (ISSUED),CANNABIS RETAILER,11811 MUKILTEO SPEEDWAY STE 11,,MUKILTEO,WA,982045442,SNOHOMISH,2069157617,,,
423224,6033580640010004,RAINIER CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,22002 64TH AVE W STE 2A,SUITE 2A,MOUNTLAKE TERRACE,WA,980432547,SNOHOMISH,2062614999,,,
413886,6055787890010001,RED FOX CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,4220 MERIDIAN ST STE 102,,BELLINGHAM,WA,98226,WHATCOM,3605436000,,,
414460,6040127720010001,ROSLYN HERBS,,ACTIVE (ISSUED),CANNABIS RETAILER,600 S FIRST STREET,,ROSLYN,WA,98941,KITTITAS,2067933711,,,
413692,6034174700010001,RUCKUS,,ACTIVE (ISSUED),CANNABIS RETAILER,1465 E REPUBLICAN ST,,SEATTLE,WA,98112,KING,2063630930,,,
414088,6042912990010003,RUCKUS RECREATIONAL CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,316 N 36TH ST,,SEATTLE,WA,98103,KING,2063630930,,,
426888,6033581250010003,SAGE SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,309 N MAIN ST,,OMAK,WA,988419745,OKANOGAN,5093225286,,,
414520,6055504320010001,SAMUEL ENTERPRISES LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,6309 EVERGREEN WAY STE C,,EVERETT,WA,98203,SNOHOMISH,2068831955,,,
422701,6056355890010001,SAPPHIRE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,209 E 4TH ST STE B,,SPRAGUE,WA,99032,LINCOLN,5092572548,,,
430798,6055758190010001,SASHA'S CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,931 E JOHNS PRAIRIE RD,,SHELTON,WA,98584,MASON,4044063054,,,
413739,6033538100010002,SATIVA SISTERS,,ACTIVE (ISSUED),CANNABIS RETAILER,10525 E TRENT AVE STE 1,,SPOKANE,WA,992064516,SPOKANE,2086603909,,,
422764,6035891840010001,SATIVA SISTERS II,,ACTIVE (ISSUED),CANNABIS RETAILER,712 5TH ST,,CLARKSTON,WA,994032632,ASOTIN,2062350635,,,
428107,6035850260010002,SAVAGE THC,,ACTIVE (ISSUED),CANNABIS RETAILER,4426 WILLIAMS VALLEY RD STE B,,CLAYTON,WA,991109745,STEVENS,5099992989,,,
432024,6044693650010002,SEA CHANGE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,11323 RHODY DR,,PORT HADLOCK,WA,98339,JEFFERSON,3603851320,,,
426199,6033364470010003,SEATTLE CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,7262 RAINIER AVE S STE B,,SEATTLE,WA,98118,KING,2064201042,,,
414731,6033584890010002,SEATTLE TONICS,,ACTIVE (ISSUED),CANNABIS RETAILER,12059 AURORA AVE N,,SEATTLE,WA,981338249,KING,2063636000,,,
413994,6056233230010001,SECRET HERB SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,2 COLUMBIA DR,STE A,KETTLE FALLS,WA,991419414,FERRY,5096907079,,,
429502,6042287520010002,SHAWN KEMP'S CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3035 1ST AVE STE B,,SEATTLE,WA,981211010,KING,2063450009,,,
434189,6049121510010001,SHAWN KEMP'S CANNABIS SODO,,ACTIVE (ISSUED),CANNABIS RETAILER,2764 1ST AVE S STE 100,,SEATTLE,WA,98134,KING,3607181273,,,
415183,6051527880010001,SHELTON CANNABIS CO,,ACTIVE (ISSUED),CANNABIS RETAILER,1428 OLYMPIC HWY S UNIT 1,,SHELTON,WA,985843266,MASON,4044063054,,,
414508,6034102670010003,SLOW BURN,,ACTIVE (ISSUED),CANNABIS RETAILER,1300 N 40TH ST STE 111,,YAKIMA,WA,98908,YAKIMA,5099610810,,,
425362,6033547170010004,SMOKANE,,ACTIVE (ISSUED),CANNABIS RETAILER,3801 E SPRAGUE AVE,,SPOKANE,WA,992020000,SPOKANE,2069100199,,,
437560,6040518810010002,SMOKING CROW,,ACTIVE (ISSUED),CANNABIS RETAILER,2010 MOORE ST,SMP - 2,BELLINGHAM,WA,98229,WHATCOM,3609220709,,,
413762,6033558930010001,SMUGGLER BROTHERS,,ACTIVE (ISSUED),CANNABIS RETAILER,1912 STATE ROUTE 20,,SEDRO WOOLLEY,WA,982840000,SKAGIT,3606473437,,,
431271,6057620320010001,SOLSTER VENTURES LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,11400 MUKILTEO SPEEDWAY #102,,MUKILTEO,WA,98275,SNOHOMISH,2069308577,,,
086823,6033568390010006,SPARKET,,ACTIVE (ISSUED),CANNABIS RETAILER,1215 E FRONT ST,,PORT ANGELES,WA,983624309,CLALLAM,3604604902,,,
422146,6033507120010003,SPOKANE GREEN LEAF,,ACTIVE (ISSUED),CANNABIS RETAILER,9107 N COUNTRY HOMES BLVD #13,STE 13,SPOKANE,WA,99218,SPOKANE,5099193467,,,
436867,6050144320010002,STAR BUDS,,ACTIVE (ISSUED),CANNABIS RETAILER,522 QUEEN ANNE AVE N,,SEATTLE,WA,98109,KING,4257376969,,,
422010,6053978180010002,STAR OUTLET,,ACTIVE (ISSUED),CANNABIS RETAILER,7157 GUIDE MERIDIAN RD #3,#3,LYNDEN,WA,982649213,WHATCOM,3608686493,,,
429453,6040339750010002,STARBUDS,,ACTIVE (ISSUED),CANNABIS RETAILER,145 SAMISH WAY,,BELLINGHAM,WA,98225,WHATCOM,2062255555,,,
421326,6033444280010004,STICKY'S,,ACTIVE (ISSUED),CANNABIS RETAILER,9411 NE HIGHWAY 99 STE 4,,VANCOUVER,WA,98665,CLARK,5099521602,,,
434220,6046321110010002,SUNLEAF CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,16300 MOTOR PL STE 201A,,LYNNWOOD,WA,98087,SNOHOMISH,7133677877,,,
426677,6042530810010001,Sunsets Cannabis,,ACTIVE (ISSUED),CANNABIS RETAILER,1065 SE STATE ROUTE 3,,SHELTON,WA,98584,MASON,4044063054,,,
423829,6033504570010004,SWEET JANE,,ACTIVE (ISSUED),CANNABIS RETAILER,9705 STATE ROUTE 302 NW # B,,GIG HARBOR,WA,98329,PIERCE,2532457831,,,
415523,6033591150010002,SWEET LEAF CANNABIS CO,,ACTIVE (ISSUED),CANNABIS RETAILER,100 OLD HILL RD,,ABERDEEN,WA,985207300,GRAYS HARBOR,3605325758,,,
413385,6035798560010003,SWEET RELEAF,,ACTIVE (ISSUED),CANNABIS RETAILER,14637 STATE ROUTE 20,,MOUNT VERNON,WA,982737276,SKAGIT,2069621025,,,
414002,6034682750010001,T BROTHERS BUD LODGE,,ACTIVE (ISSUED),CANNABIS RETAILER,5740 RUDDELL RD SE STE C,,LACEY,WA,985030000,THURSTON,3607917139,,,
415484,6043704230010002,TENINO CANNABIS BOUTIQUE,,ACTIVE (ISSUED),CANNABIS RETAILER,449 WICHMAN ST S STE A,,TENINO,WA,985899376,THURSTON,6468751439,,,
426632,6041342990010002,TERP CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,6063B HIGHWAY 291,,NINE MILE FALLS,WA,99026,STEVENS,5097106899,,,
421069,6043505340010001,THC OF OLYMPIA,,ACTIVE (ISSUED),CANNABIS RETAILER,3203 MARTIN WAY E STE D,,OLYMPIA,WA,98506,THURSTON,3605281719,,,
413426,6034131030010002,THE BAKE SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,19705 N GRIFFIN RD,,PROSSER,WA,993507282,BENTON,5097782512,,,
413596,6043105400010001,THE BAKE SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,4007 MAIN ST,,UNION GAP,WA,98903,YAKIMA,5093149941,,,
424877,6044903740010002,THE BAKE SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,216 ROYAL ANNE DR SW,,GEORGE,WA,988486000,GRANT,5093795662,,,
421261,6035582520010001,THE BAKEREE,,ACTIVE (ISSUED),CANNABIS RETAILER,74 S LUCILE ST  STE 102,STE 102,SEATTLE,WA,98134,KING,2066590574,,,
433373,6036161120010006,THE BAKEREE,,ACTIVE (ISSUED),CANNABIS RETAILER,222 WALL ST,,SEATTLE,WA,98121,KING,2064014656,,,
400772,6035877310010001,THE FIRE HOUSE,,ACTIVE (ISSUED),CANNABIS RETAILER,1714 CANYON RD,,ELLENSBURG,WA,989269739,KITTITAS,3607910112,,,
436145,6033367320010008,THE GALLERY - GIG HARBOR,,ACTIVE (ISSUED),CANNABIS RETAILER,14122 92ND AVE NW STE 2,,GIG HARBOR,WA,98329,PIERCE,2536044360,,,
413813,6033367320010006,THE GALLERY CANYON,,ACTIVE (ISSUED),CANNABIS RETAILER,11821 CANYON RD E,,PUYALLUP,WA,98373,PIERCE,2536044360,,,
413812,6033367320010007,THE GALLERY FIFE,,ACTIVE (ISSUED),CANNABIS RETAILER,5303 PACIFIC HWY E,,FIFE,WA,98424,PIERCE,2536044360,,,
413258,6033367320010001,THE GALLERY PARKLAND,,ACTIVE (ISSUED),CANNABIS RETAILER,13005 PACIFIC AVE S,,TACOMA,WA,98444,PIERCE,2536044360,,,
413420,6033367320010002,THE GALLERY SPANAWAY,,ACTIVE (ISSUED),CANNABIS RETAILER,21802 MOUNTAIN HWY E  STE 1,,SPANAWAY,WA,98387,PIERCE,2536044360,,,
434938,6034196260010002,THE GREEN DOOR,,ACTIVE (ISSUED),CANNABIS RETAILER,27815 STATE ROUTE 410 E,,BUCKLEY,WA,98321,PIERCE,2532248299,,,
414425,6031793430010003,THE GREEN DOOR SEATTLE,,ACTIVE (ISSUED),CANNABIS RETAILER,828 RAINIER AVE S,,SEATTLE,WA,981442838,KING,2065510403,,,
414995,6048436570010001,THE GREEN NUGGET,,ACTIVE (ISSUED),CANNABIS RETAILER,1340 SE BISHOP BLVD STE A,,PULLMAN,WA,991636409,WHITMAN,5098280213,,,
420497,6048436570010002,The Green Nugget,,ACTIVE (ISSUED),CANNABIS RETAILER,11414 N NEWPORT HWY,,SPOKANE,WA,99218,SPOKANE,5098280213,,,
427121,6033490250010008,THE GREEN NUGGET,,ACTIVE (ISSUED),CANNABIS RETAILER,322 E FRANCIS AVE STE A,,SPOKANE,WA,992081086,SPOKANE,5093092130,,,
086054,6033463060010002,THE GREEN SEED,,ACTIVE (ISSUED),CANNABIS RETAILER,412 S INTERLAKE RD,,MOSES LAKE,WA,988372908,GRANT,5098552271,,,
414958,6033586820010001,THE GREEN SHELF,,ACTIVE (ISSUED),CANNABIS RETAILER,400 S. MAIN STREET,UNIT #1,ELLENSBURG,WA,989263689,KITTITAS,2065560305,,,
430622,6033583120010013,THE GREENHOUSE,,ACTIVE (ISSUED),CANNABIS RETAILER,355 RAINIER AVE N UNIT D,,RENTON,WA,980575321,KING,7328016300,,,
413481,6033395640010004,THE HAPPY CROP SHOPPE,,ACTIVE (ISSUED),CANNABIS RETAILER,50 ROCK ISLAND RD,,EAST WENATCHEE,WA,98802,DOUGLAS,5098882454,,,
413600,6033395640010003,THE HAPPY CROP SHOPPE,,ACTIVE (ISSUED),CANNABIS RETAILER,5736 VALE RD,,CASHMERE,WA,98815,CHELAN,5098882454,,,
420934,6034229530010001,THE HAPPY CROP SHOPPE,,ACTIVE (ISSUED),CANNABIS RETAILER,1210 N WENATCHEE AVE STE J,SMP - 2,WENATCHEE,WA,98801,CHELAN,5096696835,,,
423634,6033260490010004,THE HERBAL GARDENS,,ACTIVE (ISSUED),CANNABIS RETAILER,4803 CENTER STREET STE A,,TACOMA,WA,98409,PIERCE,2532725265,,,
071368,6033550310010004,THE HERBERY,,ACTIVE (ISSUED),CANNABIS RETAILER,330 NE CHKALOV DR STE C & D,STE C & D,VANCOUVER,WA,98684,CLARK,3608417504,,,
414761,6033550310010008,THE HERBERY,,ACTIVE (ISSUED),CANNABIS RETAILER,2815 ST. JOHNS ROAD   STE B,,VANCOUVER,WA,98661,CLARK,3608417504,,,
426563,6033550310010005,THE HERBERY,,ACTIVE (ISSUED),CANNABIS RETAILER,6018 NE ST JOHNS RD STE D,SMP - 2,VANCOUVER,WA,98661,CLARK,3608417504,,,
428826,6033550310010006,THE HERBERY,,ACTIVE (ISSUED),CANNABIS RETAILER,1401 NE 78TH ST,,VANCOUVER,WA,98665,CLARK,3608417504,,,
430925,6033550310010007,THE HERBERY,,ACTIVE (ISSUED),CANNABIS RETAILER,12001 NE FOURTH PLAIN BLVD,,VANCOUVER,WA,98682,CLARK,3608417504,,,
412921,6033511330010001,THE HIDDEN BUSH,,ACTIVE (ISSUED),CANNABIS RETAILER,3230 E HWY 101,,PORT ANGELES,WA,983629073,CLALLAM,3604529395,,,
414893,6033488710010011,THE JOINT,,ACTIVE (ISSUED),CANNABIS RETAILER,9506 19TH AVE SE STE 100,,EVERETT,WA,982083801,SNOHOMISH,4254710283,,,
420389,6033025530010006,THE JOINT,,ACTIVE (ISSUED),CANNABIS RETAILER,14325 1ST AVE S STE 101,,BURIEN,WA,98168,KING,2062255555,,,
421804,6035602530010008,THE JOINT,,ACTIVE (ISSUED),CANNABIS RETAILER,4336 ROOSEVELT WAY NE STE C,,SEATTLE,WA,98105,KING,2062833333,,,
434494,6033488710010014,THE JOINT,,ACTIVE (ISSUED),CANNABIS RETAILER,7233 SOUTH TACOMA WAY,,TACOMA,WA,984093933,PIERCE,4254710283,,,
361676,6033594910010005,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,16412 TROMBLEY RD,,SNOHOMISH,WA,98290,SNOHOMISH,2062715468,,,
415507,6033594840010002,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,5626 134TH PL SE STE B,,EVERETT,WA,98208,SNOHOMISH,4256337515,,,
415513,6035088960010001,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,19258 15TH AVE NE STE B,,LAKE FOREST PARK,WA,981552315,KING,4252098924,,,
420645,6033594880010006,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,27206 88TH AVE NW,,STANWOOD,WA,98292,SNOHOMISH,4256337515,,,
430774,6035684720010003,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,4808 EVERGREEN WAY,SMP - 1,EVERETT,WA,98203,SNOHOMISH,4252597958,,,
437800,6033594830010005,THE KUSHERY,,ACTIVE (ISSUED),CANNABIS RETAILER,8526 164TH ST SE,,SNOHOMISH,WA,98296,SNOHOMISH,3608633256,,,
422632,6035889360010004,THE LINK,,ACTIVE (ISSUED),CANNABIS RETAILER,2211 46TH AVE,,LONGVIEW,WA,986325013,COWLITZ,2062000462,,,
435362,6035727170010003,THE LUCKY LEAF,,ACTIVE (ISSUED),CANNABIS RETAILER,3501 RD 68 STE 104,,PASCO,WA,993011973,FRANKLIN,5096194887,,,
415216,6034419620010001,THE MARIJUANA MERCANTILE,,ACTIVE (ISSUED),CANNABIS RETAILER,8411 SR 92 STE 5,,GRANITE FALLS,WA,98252,SNOHOMISH,3603227122,,,
414983,6033520850010002,THE NOVEL TREE,,ACTIVE (ISSUED),CANNABIS RETAILER,1817 130TH AVE NE SUITE B,,BELLEVUE,WA,98005,KING,3609301700,,,
434843,6046417090010002,THE NOVEL TREE,,ACTIVE (ISSUED),CANNABIS RETAILER,3720 KITSAP WAY STE AA,,BREMERTON,WA,98312,KITSAP,3606162014,,,
434994,6032012110010004,THE PACIFIC OUTPOST,,ACTIVE (ISSUED),CANNABIS RETAILER,3221 W COURT S,,PASCO,WA,99301,FRANKLIN,8018422416,,,
413870,6033559500010002,THE REEF,,ACTIVE (ISSUED),CANNABIS RETAILER,1107 N CALLOW AVE STE C,,BREMERTON,WA,98312,KITSAP,2066866362,,,
426562,6041066530010002,THE REEF,,ACTIVE (ISSUED),CANNABIS RETAILER,1525 E OLIVE WAY STE B,,SEATTLE,WA,98122,KING,2067556345,,,
432849,6044521810010002,THE REEF,,ACTIVE (ISSUED),CANNABIS RETAILER,303 S MICHIGAN ST,,SEATTLE,WA,98108,KING,2067556345,,,
415343,6033551240010001,THE ROOT CELLAR,,ACTIVE (ISSUED),CANNABIS RETAILER,23632 NE STATE ROUTE 3,,BELFAIR,WA,985288309,MASON,3604348767,,,
430775,6033581250010005,"THE SAGE SHOP, LLC",,ACTIVE (ISSUED),CANNABIS RETAILER,33607 US HIGHWAY 97 STE B,,OROVILLE,WA,988449525,OKANOGAN,4252238435,,,
413773,6034102670010001,THE SLOW BURN,,ACTIVE (ISSUED),CANNABIS RETAILER,4101 MAIN STREET,,UNION GAP,WA,98903,YAKIMA,5099610810,,,
414470,6034102670010002,THE SLOW BURN,,ACTIVE (ISSUED),CANNABIS RETAILER,1151 MARKET ST,,UNION GAP,WA,98903,YAKIMA,5099610810,,,
415185,6034102670010005,THE SLOW BURN,,ACTIVE (ISSUED),CANNABIS RETAILER,304 W SEATTLE AVE STE F,,MOXEE,WA,98936,YAKIMA,5099610810,,,
412494,6033500580010001,THE STASH BOX,,ACTIVE (ISSUED),CANNABIS RETAILER,3108 A ST SE STE F & G,,AUBURN,WA,980028811,KING,2537970959,,,
422944,6047020050010001,THE STATION NW LL/TRADE- THE STATION,,ACTIVE (ISSUED),CANNABIS RETAILER,1514 W UNIVERSITY WAY,,ELLENSBURG,WA,989262337,KITTITAS,3607910112,,,
414716,6042761450010001,THE TOP SHELF,,ACTIVE (ISSUED),CANNABIS RETAILER,1305 S HAYFORD RD STE A,,AIRWAY HEIGHTS,WA,99224,SPOKANE,5094741050,,,
413570,6047312080010001,THE VAULT,,ACTIVE (ISSUED),CANNABIS RETAILER,11013 LAKE CITY WAY NE,,SEATTLE,WA,981250000,KING,4252488559,,,
426050,6034686340010003,THE VAULT,,ACTIVE (ISSUED),CANNABIS RETAILER,2720 E 29TH AVE,,SPOKANE,WA,992234808,SPOKANE,4252488559,,,
088920,6033553980010005,THE VAULT CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,1323 E PIONEER HWY,,STANWOOD,WA,98292,SNOHOMISH,4252488559,,,
414829,6035990340010001,THE VAULT CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,9626 32ND ST SE,,LAKE STEVENS,WA,982050000,SNOHOMISH,4252488559,,,
421918,6033530980010007,THE WORLD FAMOUS CANNABIS STORE,,ACTIVE (ISSUED),CANNABIS RETAILER,8962 BEAVER VALLEY RD,,CHIMACUM,WA,98325,JEFFERSON,3607316611,,,
433824,6047857580010002,THEOREM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,6251 NE BOTHELL WAY STE 100,,KENMORE,WA,98028,KING,4254066797,,,
433175,6035502430010002,"TJ'S CANNABIS BUDS, EDIBLES, OILS & MORE",,ACTIVE (ISSUED),CANNABIS RETAILER,3005 NORTHVIEW CIR UNIT 1,,SHELTON,WA,98584,MASON,3604272990,,,
417486,6034472620010002,TOKER FRIENDLY,,ACTIVE (ISSUED),CANNABIS RETAILER,1515 S LYONS RD  STE B,STE B,AIRWAY HEIGHTS,WA,99001,SPOKANE,5092448728,,,
413782,6043160690010002,TOP SHELF 420,,ACTIVE (ISSUED),CANNABIS RETAILER,3015 PACIFIC AVE SE,,OLYMPIA,WA,98501,THURSTON,2534057153,,,
413369,6034203350010001,TREEHOUSE CLUB,,ACTIVE (ISSUED),CANNABIS RETAILER,14421 E TRENT AVE,SMP - 1,SPOKANE VALLEY,WA,99216,SPOKANE,5094132169,,,
413529,6033550270010001,TRIPPY HIPPIE CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,794 KENTUCKY ST,,BELLINGHAM,WA,982250000,WHATCOM,2088192110,,,
414871,6033568870010002,TROVE MEDICAL AND RECREATIONAL,,ACTIVE (ISSUED),CANNABIS RETAILER,218 N SAMISH WAY STE 103,,BELLINGHAM,WA,982256031,WHATCOM,3603933459,,,
407950,6035599710010003,TRU GREENTHUMB,,ACTIVE (ISSUED),CANNABIS RETAILER,1254 MT SAINT HELENS WAY NE #C,STE C,CASTLE ROCK,WA,98611,COWLITZ,3608134545,,,
415045,6033578790010001,UNCLE ANDO'S WURLD OF WEED,,ACTIVE (ISSUED),CANNABIS RETAILER,1905 JOHNSON RD STE A,,CENTRALIA,WA,98531,LEWIS,3602813921,,,
413996,6045980960010003,UNCLE IKE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,1411 E OLIVE WAY,,SEATTLE,WA,981222127,KING,2063300498,,,
414533,6045980960010001,UNCLE IKE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,2310 EAST UNION ST,,SEATTLE,WA,981222966,KING,2064203784,,,
421141,6045980960010002,UNCLE IKE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,501 15TH AVE E,,SEATTLE,WA,981120000,KING,2064203784,,,
421514,6045980960010005,UNCLE IKE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,9822 15TH AVE SW,,SEATTLE,WA,981062850,KING,2064203784,,,
433474,6045980960010006,UNCLE IKE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,11306 LAKE CITY WAY NE,,SEATTLE,WA,981255306,KING,2068515555,,,
431706,6053197780010001,UNCLE WILLIE'S CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,508 ALLEN ST UNIT A,,KELSO,WA,98626,COWLITZ,6232382028,,,
414454,6043539840010002,VASHON TIMES,,ACTIVE (ISSUED),CANNABIS RETAILER,19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,WA,980705214,KING,2069308577,,,
434798,6046557890010003,VIBE CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,406 OAK ST,,KELSO,WA,98626,COWLITZ,5093938023,,,
415445,6033597170010003,W.C.W. ENTERPRISES,,ACTIVE (ISSUED),CANNABIS RETAILER,3708 MT BAKER HWY,,EVERSON,WA,982470000,WHATCOM,2063557279,,,
415641,6033593720010003,WALLA WALLA CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,927 W MAIN ST,,WALLA WALLA,WA,993622746,WALLA WALLA,5098764946,,,
434392,6033374760010004,WALLA WALLA WEEDERY,,ACTIVE (ISSUED),CANNABIS RETAILER,1603 E ISAACS AVE,,WALLA WALLA,WA,99362,WALLA WALLA,5098764279,,,
421707,6040313940010001,WESTERN BUD,,ACTIVE (ISSUED),CANNABIS RETAILER,1401 IOWA ST,,BELLINGHAM,WA,98229,WHATCOM,2063624444,,,
422037,6040551410010001,WESTERN BUD,,ACTIVE (ISSUED),CANNABIS RETAILER,20291 SR 20 UNIT 2,,BURLINGTON,WA,94140,SKAGIT,2063624444,,,
426849,6040676660010002,WESTERN BUD,,ACTIVE (ISSUED),CANNABIS RETAILER,6186 STATE ROUTE 20 STE B,,ANACORTES,WA,98221,SKAGIT,2063624444,,,
412466,6030740190010003,WESTSIDE420 RECREATIONAL,,ACTIVE (ISSUED),CANNABIS RETAILER,4503 OCEAN BEACH HWY STE 103,,LONGVIEW,WA,98632,COWLITZ,3604235261,,,
423993,6048648240010001,WHIDBEY RETAIL GROUP,,ACTIVE (ISSUED),CANNABIS RETAILER,1860 SCOTT RD,,FREELAND,WA,982499430,ISLAND,3603216151,,,
