name,dba,slug,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
MAGIC TREE COLLECTIVE 206,,magic-tree-collective-206,,dispensary,,,745 N GRAND AVE STE 106,PULLMAN,WA,99163,US,46.73566097,-117.1760557,2532056372,,437368
"MAGNA CANNA NY, LLC",,magna-canna-ny-llc,,other,,,,,NY,,US,40.82732,-73.92357,,,OCM-MICR-24-000147
Magnifier Farms LLC,,magnifier-farms-llc,,other,,,,,NY,,US,42.85285,-77.29982,,,OCM-MICR-24-000078
MAGNOLIA ROAD CANNABIS CO.,MAGNOLIA ROAD INC,magnolia-road-cannabis-co,magnolia-road-inc,other,,,1995 West Midway Boulevard,Broomfield,CO,80020,US,39.92215956,-105.0918412,,,605R-00087
MAGNOLIA ROAD CANNABIS CO.,MAGNOLIA ROAD INC,magnolia-road-cannabis-co,magnolia-road-inc,dispensary,,,2489 South Academy Boulevard,Colorado Springs,CO,80916,US,38.79656244,-104.7574312,,,402R-01083
MAGNOLIA ROAD CANNABIS CO.,MAGNOLIA ROAD LOG LANE LLC,magnolia-road-cannabis-co,magnolia-road-log-lane-llc,cultivator|dispensary,,,9050 B County Lane 20,Ordway,CO,81063,US,38.2442914,-103.7110464,,,403R-01216
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,1995 West Midway Boulevard,Broomfield,CO,80020,US,39.92215956,-105.0918412,,,402R-00962
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,other,,,"1750 30th Street, Unit 84B",Boulder,CO,80301,US,40.01758555,-105.2535335,,,505-00004
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,"1750 30th Street, Unit 84B",Boulder,CO,80301,US,40.01758555,-105.2535335,,,402-00883
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,1750 30th Street Unit 84A,Boulder,CO,80301,US,40.01758555,-105.2535335,,,402R-00327
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,cultivator|dispensary,,,206 Elm Drive,Log Lane Village,CO,80705,US,40.27019122,-103.8295889,,,403R-00580
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,206 Elm Drive,Log Lane Village,CO,80705,US,40.27019122,-103.8295889,,,404R-00304
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,206 Elm Drive,Log Lane Village,CO,80705,US,40.27019122,-103.8295889,,,402R-00811
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,1472 East Chestnut Street,Sterling,CO,80751,US,40.6177964,-103.1834742,,,402R-01067
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,2489 South Academy Boulevard,Colorado Springs,CO,80916,US,38.79656244,-104.7574312,,,402-01168
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,cultivator|dispensary,,,8950 County Lane 20,Ordway,CO,81063,US,38.2437021,-103.7108687,,,403R-01190
MAGNOLIA ROAD CANNABIS COMPANY,MAGNOLIA ROAD INC,magnolia-road-cannabis-company,magnolia-road-inc,dispensary,,,413 North Commercial Street,Trinidad,CO,81082,US,37.17131559,-104.5069179,,,402R-00569
MAIKOH HOLISTICS,ALPINE RAVEN INC,maikoh-holistics,alpine-raven-inc,dispensary,,,"2750 Glenwood Drive, Suite 8",Boulder,CO,80304,US,40.03275985,-105.259079,,,402R-00188
MAIKOH HOLISTICS - DENVER,ALTHEA'S HOUSE INC,maikoh-holistics---denver,altheas-house-inc,dispensary,,,260 North Broadway,Denver,CO,80203,US,39.72031975,-104.9873947,,,402R-00340
MAIN STREET CANNABIS,,main-street-cannabis,,dispensary,,,401 West Main Street,Trinidad,CO,81082,US,37.16742594,-104.5080559,,,402R-00523
Main Street Dispensary,,main-street-dispensary,,other,,,311 Raritan Ave,Highland Park,NJ,08904,US,40.49924605,-74.4277477,,,
MAIN STREET MARIJUANA,,main-street-marijuana,,dispensary,,,2314 MAIN ST,VANCOUVER,WA,98660,US,45.63818302,-122.6715074,3606063260,,414876
MAIN STREET MARIJUANA EAST,,main-street-marijuana-east,,dispensary,,,16219 SE 12TH ST STE 104,VANCOUVER,WA,98683,US,45.61200922,-122.5061013,3606063260,,421805
MAIN STREET MARIJUANA NORTH,,main-street-marijuana-north,,dispensary,,,7908 NE HIGHWAY 99,VANCOUVER,WA,98665,US,45.68027084,-122.6618185,3606063260,,435081
MAIN STREET SUPPLY,,main-street-supply,,dispensary,,,1528 Webster St,Alameda,CA,94501,US,37.774421,-122.276489,(805) 695-2350,Mainstreetsupplyalameda@gmail.Com,C10-0000623-LIC
Mainstage,Greenstone Biomass Research P.O.D.,mainstage,greenstone-biomass-research-pod,dispensary,,,2320 Broadway,Sacramento,CA,95818,US,38.558744,-121.482532,(916) 876-6666,Srobbins@timberworks.Com,C10-0000574-LIC
Mainstage Davis,Delta Feed And Ag,mainstage-davis,delta-feed-and-ag,dispensary,,,1605 2nd St,Davis,CA,95616,US,38.545609,-121.731042,(916) 995-9848,Mamanpopsfarms@gmail.Com,C10-0000868-LIC
MAJ CONSULTING,,maj-consulting,,other,,,,,CA,,US,,,(714) 657-9628,Julie@culturecannabisclub.Com,C12-0000579-LIC
"MAJOR BLOOM, LLC",,major-bloom-llc,,dispensary,,,76 Millbury St.,Worcester,MA,01610,US,42.253285,-71.799002,857-445-5232,lauryclucien@gmail.com,MR283033
MAJOR FARMS LLC,,major-farms-llc,,other,,,,,CA,,US,,,(415) 328-6321,Rjmolineaux@gmail.Com,C11-0001259-LIC
MA-KALU LLC,,ma-kalu-llc,,cultivator|dispensary,,,20103 Sherman Lane,Ordway,CO,81063,US,38.2203155,-103.7553058,,,403R-01312
MAKENA,MAKENA UNLIMITED LLC,makena,makena-unlimited-llc,dispensary,,,2568 South Broadway,Denver,CO,80210,US,39.67005583,-104.9875075,,,402R-00148
MAKENA UNLIMITED LLC,,makena-unlimited-llc,,dispensary,,,2568 South Broadway,Denver,CO,80210,US,39.67005583,-104.9875075,,,402-00687
MALEK'S PREMIUM CANNABIS,MN NETWORK LLC,maleks-premium-cannabis,mn-network-llc,cultivator|dispensary,,,4360 North Vine Street,Denver,CO,80216,US,39.77720475,-104.9623493,,,403R-00457
MALIBU COMMUNITY COLLECTIVE INC.,,malibu-community-collective-inc,,dispensary,,,"22523 Pacific Coast Hwy, Unit 3",Malibu,CA,90265,US,34.039915,-118.665568,(760) 717-8678,Mmmellano@gmail.Com,C10-0000018-LIC
Malibu Gold,Sweetwater Canyon Development LLC,malibu-gold,sweetwater-canyon-development-llc,other,,,,,CA,,US,,,(310) 309-7664,Will@malibugold.Com,C11-0001818-LIC
"MALIBU GOLD, LLC",,malibu-gold-llc,,other,,,,,CA,,US,,,(562) 474-6554,Mglicense@gmail.Com,C11-0001224-LIC
"MALIBU GOLD, LLC",,malibu-gold-llc,,other,,,,,CA,,US,,,(562) 474-6554,Mglicense@gmail.Com,DCC-10004334
MAMA,MAMA LLC,mama,mama-llc,other,,,3739 Wynkoop Street,Denver,CO,80216,US,39.77180312,-104.9752986,,,610HS-00010
Mamas 420 Garden LLC,,mamas-420-garden-llc,,other,https://mamas420garden.godaddysites.com,,,,NY,,US,42.24863,-78.67885,,,OCM-MICR-24-000194
Mamba,Mamba Inc.,mamba,mamba-inc,other,,,,,CA,,US,,,(818) 934-3585,Mambainc@usa.Com,C11-0001649-LIC
Mammoth Cannabis,"Mammoth Business, LLC",mammoth-cannabis,mammoth-business-llc,dispensary,https://mammothcanna.com,,212 Ohio St,Buffalo,NY,14204,US,42.87179,-78.87122,,,OCM-RETL-24-000118
Mammoth Distribution,"Fluids Manufacturing, Inc.",mammoth-distribution,fluids-manufacturing-inc,other,,,,,CA,,US,,,(831) 291-3812,Info@mammoth.Org,C11-0001429-LIC
"Mammoth Distribution, Heavy Hitters","Fluids Manufacturing, Inc.",mammoth-distribution-heavy-hitters,fluids-manufacturing-inc,other,,,,,CA,,US,,,(831) 291-3812,Jeremy@mammoth.Org,DCC-10003641
MAMMOTH FARMS,MAMMOTH FORTE JV LLC,mammoth-farms,mammoth-forte-jv-llc,cultivator|dispensary,,,"46795 East State Highway 96, Unit 2, 3 & 4",Avondale,CO,81022,US,38.26233479,-104.3509515,,,403R-00429
MAMMOTH FARMS,MAMMOTH FARMS LLC,mammoth-farms,mammoth-farms-llc,cultivator|dispensary,,,50562 County Road U,Saguache,CO,81149,US,38.012028,-106.076299,,,403R-01030
MAMMOTH FARMS,MAMMOTH DURANGO LLC,mammoth-farms,mammoth-durango-llc,dispensary,,,50562 County Road U,Saguache,CO,81149,US,38.012028,-106.076299,,,402R-01008
MAMMOTH MANAGEMENT LLC,,mammoth-management-llc,,other,,,9154 East 37th Avenue,Denver,CO,80238,US,39.76732242,-104.8801582,,,407R-00028
Mammoth Roots [Equity Retailer],Yrocz Inc [Equity Retailer],mammoth-roots-equity-retailer,yrocz-inc-equity-retailer,dispensary,,,"94 Laurel Mountain Rd, Unit 204",Mammoth Lakes,CA,93546,US,37.645539,-118.968276,(760) 965-6363,Nicole@mammothroots.Com,C10-0001561-LIC
Mana Supply Co. Middle River,,mana-supply-co-middle-river,,other,,,100 Carroll Island Rd.,Middle River,MD,21220,US,39.33802697,-76.40042249,,,
Mana Supply Company,,mana-supply-company,,other,,,3005 Solomons Island Rd.,Edgewater,MD,21037,US,38.94454938,-76.5600174,,,
"Managed Partners, LLC",,managed-partners-llc,,other,,,,,CA,,US,,,(818) 585-8371,Vincekrow@gmail.Com,C11-0000452-LIC
Mango Cannabis,"NY Rochester Group, LLC",mango-cannabis,ny-rochester-group-llc,dispensary,,,3553 West Henrietta Road,Henrietta,NY,14623,US,43.0824,-77.63939,,,OCM-RETL-24-000005
Mango Cannabis,,mango-cannabis,,dispensary,,,5620 S Cedar ST,Lansing,MI,48911,US,42.67624091,-84.54765384,,,AU-R-001294
Mango Cannabis,,mango-cannabis,,dispensary,,,5620 S Cedar ST,Lansing,MI,48911,US,42.67624091,-84.54765384,,,AU-R-001294
Mango Cannabis New Buffalo Twp,,mango-cannabis-new-buffalo-twp,,dispensary,,,10227 W US 12 HWY,New Buffalo,MI,49117,US,41.79915542,-86.69831882,,,AU-R-001478
Mankind Dispensary,Miramar Professional Services,mankind-dispensary,miramar-professional-services,dispensary,,,"7128 Miramar Rd, Suite 10",San Diego,CA,92121,US,32.880597,-117.160638,(760) 703-7357,Geo@cakehousecannabis.Com,C10-0000494-LIC
Manzanita Naturals,Brand Faction Ca Inc.,manzanita-naturals,brand-faction-ca-inc,other,,,,,CA,,US,,,(513) 532-5600,Eric@medbev.Com,DCC-10004766
MAPLE CONCENTRATES,MCCO LLC,maple-concentrates,mcco-llc,dispensary,,,12001 East 33rd Avenue Unit K,Aurora,CO,80010,US,39.76392279,-104.8482403,,,404R-00580
"Mapleglen Care Center, LLC",,mapleglen-care-center-llc,,other,,,,,IL,,US,,,,,284.000011-AUDO
MAR SR LLC,,mar-sr-llc,,other,,,,,CA,,US,,,(707) 800-2709,Robert@marLLC.Net,DCC-10003443
March and Ash,"March And Ash Nirvana, Inc.",march-and-ash,march-and-ash-nirvana-inc,dispensary,,,684 Telegraph Canyon Rd,Chula Vista,CA,91910,US,32.625839,-117.030969,(619) 504-2424,Bret@marchandash.Com,C10-0000887-LIC
MARCH AND ASH,"March And Ash Imperial Beach, Inc.",march-and-ash,march-and-ash-imperial-beach-inc,dispensary,,,740 Palm Ave,Imperial BCH,CA,91932,US,32.584526,-117.116352,(619) 504-2424,Bret@marchandash.Com,C10-0000984-LIC
March and Ash,Honey Oil Collective,march-and-ash,honey-oil-collective,dispensary,,,"2465 Dogwood Way, Suite 100",Vista,CA,92081,US,33.150045,-117.220552,(619) 504-2424,Bret@marchandash.Com,C10-0000636-LIC
March and Ash,Hotn Club,march-and-ash,hotn-club,other,,,"78010 Country Club Dr, Suite 100",Palm Desert,CA,92211,US,33.758506,-116.303438,(724) 355-5457,Bradley@hotn.Club,C12-0000224-LIC
March and Ash,"Imperial Greens Retail Outlet, Inc.",march-and-ash,imperial-greens-retail-outlet-inc,dispensary,,,"2433 Marshall Ave, Suite 3",Imperial,CA,92251,US,32.830485,-115.569402,(619) 504-2424,Bret@peaceshea.Com,C10-0000541-LIC
March and Ash Cannabis,"City Heights Greens, Inc.",march-and-ash-cannabis,city-heights-greens-inc,dispensary,,,2281 Fairmount Ave,San Diego,CA,92105,US,32.72874,-117.098627,(619) 504-2424,Licensing@marchandash.Com.,C10-0000778-LIC
March and Ash Cannabis,"Valley Greens Retail Outlet, Inc.",march-and-ash-cannabis,valley-greens-retail-outlet-inc,dispensary,,,"2835 Camino Del Rio S, Suite 100",San Diego,CA,92108,US,32.769775,-117.132844,(619) 504-2424,Bret@marchandash.Com,C10-0000076-LIC
March and Ash Cannabis,"March And Ash Sabre Springs, Inc.",march-and-ash-cannabis,march-and-ash-sabre-springs-inc,dispensary,,,13510 Sabre Springs Pkwy,San Diego,CA,92128,US,32.962451,-117.092156,(618) 241-2468,Bret@marchandash.Com,C10-0001266-LIC
MARGIES'S POT SHOP,,margiess-pot-shop,,dispensary,,,405 E STEUBEN ST,BINGEN,WA,98605,US,45.71347636,-121.4630655,5092813420,,413414
MARI MEDS,MARI MEDS INC,mari-meds,mari-meds-inc,dispensary,,,222 East Moreno Avenue,Colorado Springs,CO,80903,US,38.82543475,-104.8209222,,,402-00069
Maribis,Maribis of Chicago LLC,maribis,maribis-of-chicago-llc,other,,,1137 S Mannheim Rd,Westchester,IL,60154,US,41.8641002,-87.88246478,(888) 888-2812,,284.000118-AUDO
Maribis,"Maribis of Springfield, LLC",maribis,maribis-of-springfield-llc,other,,,3025 Lindbergh Blvd,Springfield,IL,62704,US,39.75312089,-89.71085307,,,284.000119-AUDO
"Maribis of Chicago, LLC",,maribis-of-chicago-llc,,other,,,,,IL,,US,,,,,284.000014-AUDO
"Maribis of Springfield, LLC",,maribis-of-springfield-llc,,other,,,,,IL,,US,,,,,
Marie Janes Cannabis Connection,ZERJAN LLC,marie-janes-cannabis-connection,zerjan-llc,dispensary,,,568 SW 3RD,St Corvallis,OR,97333-4439,US,44.55976752,-123.2633426,,,050-10046559560
Marigold Dispensary,"Greens Goddess Products, Inc",marigold-dispensary,greens-goddess-products-inc,other,,,"2601 W. Dunlap Avenue, 21",Phoenix,AZ,85017,US,33.5675188,-112.1142992,(602) 900-4557,,00000061ESIG65334270
MARIJUANA CLUB 99 LLC,,marijuana-club-99-llc,,dispensary,,,36728 US 2,SULTAN,WA,982949640,US,47.86711575,-121.7390515,4252688875,,367339
MARIJUANA MART,,marijuana-mart,,dispensary,,,6230 197TH SW AVE,ROCHESTER,WA,985790000,US,46.8031011,-123.0146938,3608587188,,428846
Marin Gardens,The Bjork Group,marin-gardens,bjork-group,dispensary,,,,,CA,,US,,,(818) 515-5230,Brianbjork@maringardens.Org,C9-0000807-LIC
Marina Greens,Capo Enterprises LLC,marina-greens,capo-enterprises-llc,dispensary,,,3109 Fillmore St,San Francisco,CA,94123,US,37.798178,-122.435988,(415) 710-0993,Fillmoreco@aol.Com,C10-0001259-LIC
MarioGibson LLC,,mariogibson-llc,,dispensary,,,28661 Michigan AVE,Inkster,MI,48141,US,42.29095455,-83.32262997,,,AU-R-000108
MARITIME CAFE,ELSNER INC.,maritime-cafe,elsner-inc,dispensary,,,,Se Mcloughlin Blvd Milwaukie,OR,97267-5906,US,45.3964374,-122.6178757,,,050-10000680436
Mark Turk Farms LLC,,mark-turk-farms-llc,,other,,,,,NY,,US,43.3137,-73.43076,,,OCM-MICR-24-000007
Market 96 - Belleville,Blounts&Moore LLC,market-96---belleville,blountsmoore-llc,other,,,7300 Twin Pyramid Pkwy,Belleville,IL,62223,US,38.53646505,-90.05388846,(618)-206-1305,,284.000241-AUDO
Market 96 - Oswego,Blounts & Moore LLC,market-96---oswego,blounts-moore-llc,other,,,"1144 Douglas Road,",Oswego,IL,60543,US,41.70290624,-88.31744794,(847)-687-6604,,284.000238-AUDO
Market 96 - S Wells Street,Blounts&Moore LLC,market-96---s-wells-street,blountsmoore-llc,other,,,529 S Wells St Ste 100,Chicago,IL,60607,US,41.87521747,-87.63357198,(312) 218-0191,,284.000237-AUDO
"Markt., 10DollarBuds","Studio City Caregivers, Inc.",markt-10dollarbuds,studio-city-caregivers-inc,dispensary,,,3625 Cahuenga Blvd W,Los Angeles,CA,90068,US,34.134347,-118.360189,(323) 850-1847,Universalcollective@yahoo.Com,C10-0000037-LIC
MARLEY 420,,marley-420,,dispensary,,,27022 168TH PL SE,COVINGTON,WA,98042,US,47.35962652,-122.1169515,2067147733,,435092
MARQAHA,EAH ENTERPRISES LLC,marqaha,eah-enterprises-llc,dispensary,,,963 North Federal Boulevard Suites 110 & 120,Denver,CO,80204,US,39.7329626,-105.0252058,,,404R-00411
Marvins Mary J,Marvins Mary J LLC,marvins-mary-j,marvins-mary-j-llc,dispensary,,,2208 Needles Highway,Needles,CA,92363,US,34.848663,-114.62098,(702) 553-6240,Mtamim24@gmail.Com,C10-0000809-LIC
Mary Alice,"Mary Alice, LLC",mary-alice,mary-alice-llc,dispensary,,,1270 Webb Cir,Corona,CA,92879,US,33.874996,-117.546977,(714) 264-4066,Shawngcann@gmail.Com,C10-0001185-LIC
Mary and Main,,mary-and-main,,other,,,8801 Hampton Mall Drive N.,Capital Heights,MD,20743,US,38.8888323,-76.8525955,,,
MARY JANE DROP,Kanna King Farms Cooperative Corporation,mary-jane-drop,kanna-king-farms-cooperative-corporation,other,,,,,CA,,US,,,(818) 300-5543,Yanvr1@yahoo.Com,C11-0000462-LIC
Mary Jane Junction VT LLC,,mary-jane-junction-vt-llc,,dispensary,,,,St. Albans City,VT,,US,44.8107132,-73.0835582,,,RTLR0052
"Mary Jane Mountain, LLC",,mary-jane-mountain-llc,,dispensary,,,,Montgomery,VT,,US,44.9025466,-72.63818,,,RTLR0037
MARY JANES,,mary-janes,,dispensary,,,1037 W MARINA DR,MOSES LAKE,WA,98837,US,47.1245286,-119.2918779,5098554485,,414864
MARY JANE'S,,mary-janes,,dispensary,,,2829 N MARKET ST,SPOKANE,WA,99207,US,47.68395474,-117.3653098,5098554485,,417646
MARY JANES- A LEGACY 2 LEGAL DISPENSARY,Coronado LLC,mary-janes--a-legacy-2-legal-dispensary,coronado-llc,dispensary,https://maryjaneswny.com,,2179 Sheridan Dr Tonawanda NY14223,Buffalo,NY,14223,US,42.98077,-78.85417,,,OCM-CAURD-24-000115
Mary Jane's Farmacy,BLACKBURN HOLDINGS LLC,mary-janes-farmacy,blackburn-holdings-llc,dispensary,,,1729 CENTER ST NE STE 170,,OR,,US,44.93944718,-123.0176655,,,050-1024356B0E5
MARY JANE'S MEDICINALS,BLUE COTTAGE LLC,mary-janes-medicinals,blue-cottage-llc,other,,,1510 Grand Avenue,Norwood,CO,81423,US,38.13068673,-108.291277,,,404-00323
MARY JANE'S MEDICINALS,BLUE COTTAGE LLC,mary-janes-medicinals,blue-cottage-llc,dispensary,,,1510 Grand Avenue,Norwood,CO,81423,US,38.13068673,-108.291277,,,404R-00021
Mary Jane's On Main,,mary-janes-on-main,,dispensary,,,"450 South Main Street, Suite 1",Ann Arbor,MI,48104,US,42.27662112,-83.74881799,,,AU-R-001475
MARY MART INC,,mary-mart-inc,,dispensary,,,3002 6TH AVE STE 100,TACOMA,WA,984066203,US,47.25521112,-122.4749132,2539614231,,424311
"Maryleaf, LLC",,maryleaf-llc,,other,,,11530 Middlebrook Rd.,Germantown,MD,20876,US,39.18016295,-77.23966088,,,
MARYS MEDICINALS LLC,,marys-medicinals-llc,,other,,,4990 North Oakland Street Unit 100,Denver,CO,80239,US,39.78819058,-104.8505897,,,404-00234
MARYS MEDICINALS LLC,,marys-medicinals-llc,,dispensary,,,4990 North Oakland Street Unit 100,Denver,CO,80239,US,39.78819058,-104.8505897,,,404R-00054
Mason Family Farms LLC,,mason-family-farms-llc,,other,,,,,CA,,US,,,(619) 972-3010,Masonfamilyfarms707@gmail.Com,C13-0000264-LIC
"MASS ALTERNATIVE CARE, INC.",,mass-alternative-care-inc,,dispensary,,,55 University Drive,Amherst,MA,01002,US,42.371986,-72.53348,413-377-6240,kmcollins@massaltcare.com,MR282062
"MASS ALTERNATIVE CARE, INC.",,mass-alternative-care-inc,,dispensary,,,1247 East Main Street,Chicopee,MA,01020,US,42.158079,-72.542786,413-377-6240,kmcollins@massaltcare.com,MR281371
MASS GREENWOODS LLC,,mass-greenwoods-llc,,dispensary,,,116 Harvard Avenue,Boston,MA,02134,US,42.352505,-71.131737,617-523-0600,ericlaw3@yahoo.com,MR284644
Mass Grown,,mass-grown,,other,,,34 Mill St,Mt Holly,NJ,08060,US,39.99305608,-74.7868434,,,
MASS WELLSPRING LLC,,mass-wellspring-llc,,dispensary,,,4-6 Nason Street,Maynard,MA,01754,US,42.432355,-71.454118,781-418-0943,info@masswellspring.org,MR281363
MASSACHUSETTS CITIZENS FOR SOCIAL EQUITY LLC,,massachusetts-citizens-for-social-equity-llc,,dispensary,,,561 Dudley Street,Boston,MA,02125,US,42.320948,-71.072678,617-817-5615,donchavez@gmail.com,MR284009
MASSACHUSETTS CITIZENS FOR SOCIAL EQUITY LLC,,massachusetts-citizens-for-social-equity-llc,,dispensary,,,3995-3997 Washington Street,Boston,MA,02131,US,42.292945,-71.121505,617-817-5615,donchavez@gmail.com,MR284097
"MASSACHUSETTS GREEN RETAIL, INC.",,massachusetts-green-retail-inc,,dispensary,,,"829 Boston Street, Lynn, MA 01905",Lynn,MA,01905,US,42.46074324,-70.98866974,781-608-3057,juliussokol@gmail.com,MR284144
MASSIVE,Massive Industries LLC,massive,massive-industries-llc,other,,,,,CA,,US,,,(805) 407-3370,Info@massiveindustriesLLC.Com,C12-0000478-LIC
MASTER BANGO,,master-bango,,other,,,,,CA,,US,,,(707) 408-1082,Office@bangodistribution.Com,C11-0001305-LIC
Master Extracts Inc.,,master-extracts-inc,,other,,,,,CA,,US,,,(661) 645-4285,Jason@master-Extracts.Com,DCC-10002326
"Masters Touch Manufacturing, LLC",,masters-touch-manufacturing-llc,,other,,,,,CA,,US,,,(805) 551-7496,Crissmanagementgroup@gmail.Com,DCC-10004754
"Matada, LLC",,matada-llc,,other,,,,,CA,,US,,,(714) 396-2512,Adam@matadaLLC.Com,DCC-10003059
Matawana,Weed Growers From Seed To Stone llc,matawana,weed-growers-from-seed-to-stone-llc,dispensary,,,533 5th ave,Brooklyn,NY,11215,US,40.66628,-73.98868,,,OCM-CAURD-24-000071
MATHIAS FIELDS,"Mathias Fields, Inc.",mathias-fields,mathias-fields-inc,other,,,,,CA,,US,,,(714) 609-3419,,C12-0000437-LIC
"Matterhorn Apothecary, LLC",,matterhorn-apothecary-llc,,dispensary,,,,Wilmington,VT,,US,42.8683889,-72.8714468,,,RTLR0041
Maui Ben Farms,Ben Butler,maui-ben-farms,ben-butler,other,,,,,CA,,US,,,(707) 489-2039,Mauiben707@gmail.Com,C11-0000398-LIC
"Maverick Star, Inc.",,maverick-star-inc,,other,,,,,CA,,US,,,(805) 490-3524,Mark@724consulting.Net,DCC-10003791
MAVERIXX,DH SYSTEMS & TESTING LLC,maverixx,dh-systems-testing-llc,cultivator|dispensary,,,2380 59th Lane,Boone,CO,81025,US,38.19823894,-104.2394529,,,403R-00926
MAXFARMS,SMT ENTERPRISES LLC,maxfarms,smt-enterprises-llc,cultivator|dispensary,,,130 North Lipan Street,Denver,CO,80223,US,39.71878001,-105.001533,,,403R-00404
Maximum Yield Inc.,"Maximum Yield, Inc.",maximum-yield-inc,maximum-yield-inc,other,,,,,CA,,US,,,(323) 919-4129,Steve@cliquecannabisco.Com,DCC-10003449
"MAYFLOWER MEDICINALS, INC.",,mayflower-medicinals-inc,,dispensary,,,645 Park Avenue,Worcester,MA,01603,US,42.24626,-71.834124,508-356-6600,info@mayflowermedicinals.com,MR281256
"MAYFLOWER MEDICINALS, INC.",,mayflower-medicinals-inc,,dispensary,,,450 Chelmsford Street,Lowell,MA,01851,US,42.627699,-71.320378,508-356-6600,info@mayflowermedicinals.com,MR282155
"MAYFLOWER MEDICINALS, INC.",,mayflower-medicinals-inc,,dispensary,,,230 Harvard Avenue,Boston,MA,02134,US,42.34907,-71.1296,508-356-6600,info@mayflowermedicinals.com,MR282682
MB DISTRIBUTION INC,,mb-distribution-inc,,other,,,,,CA,,US,,,(661) 645-4285,Jason@master-Extracts.Com,C11-0000576-LIC
MBM KOSHER,,mbm-kosher,,other,,,,,CA,,US,,,(818) 486-3698,Koshermbm@gmail.Com,C11-0001840-LIC
MBM Kosher,,mbm-kosher,,other,,,,,CA,,US,,,(323) 681-1034,Michael@thebizshop.Net,DCC-10004912
"MBM SACRAMENTO, LLC",,mbm-sacramento-llc,,dispensary,,,,,CA,,US,,,(916) 541-7036,OffspringLLC@gmail.Com,C9-0000076-LIC
"MCCSE214, LLC",,mccse214-llc,,other,,,1975 E Northern Ave,Kingman,AZ,86409,US,35.25402405,-114.0303799,928-263-6348,,0000164ESTEB22806734
"MCCSE240, LLC",,mccse240-llc,,other,,,"12555 NW Grand Ave, B",El Mirage,AZ,85335,US,33.623106,-112.3325429,602-351-5450,,0000169ESTMB88870542
"MCCSE29, LLC",,mccse29-llc,,other,,,12323 W Camelback Rd,Litchfield Park,AZ,85340,US,33.50745412,-112.3241729,(602) 903-3665,,0000149ESTUL49249395
"MCCSE82, LLC",,mccse82-llc,,other,,,"46639 North Black Canyon Highway, 1-2",New River,AZ,85087,US,33.90869096,-112.1422851,928-299-5145,,0000165ESTJX05511145
"MCD-SE Venture 25, LLC",,mcd-se-venture-25-llc,,other,,,"15235 North Dysart Road, 111 D",El Mirage,AZ,85335,US,33.62235154,-112.3420271,602-931-3663,,0000167ESTML86118201
"MCD-SE Venture 26, LLC",,mcd-se-venture-26-llc,,other,,,120 N Power Rd,Mesa,AZ,85205,US,33.41744373,-111.6845722,602-931-3663,,0000162ESTOS80671885
MCHENRY BUSINESS SERVICES LLC,,mchenry-business-services-llc,,other,,,"1300 N Carpenter Rd, Suite E, F",Modesto,CA,95351,US,37.653672,-121.030404,(209) 596-8031,Marlowe21@hotmail.Com,C12-0000622-LIC
MEADOWS,EAGLE RIVER INVESTMENTS LLC,meadows,eagle-river-investments-llc,dispensary,,,2215 East Mississippi Avenue,Denver,CO,80209,US,39.69663888,-104.9615142,,,402R-00159
MECCA,GM HAVANA LLC,mecca,gm-havana-llc,dispensary,,,503 Havana Street,Aurora,CO,80010,US,39.72350833,-104.8659914,,,402R-00293
MECCA,GM LAKEWOOD LLC,mecca,gm-lakewood-llc,dispensary,,,2636 Youngfield Street,Lakewood,CO,80215,US,39.7544732,-105.1422922,,,402R-00904
MECCA,GM BROADWAY LLC,mecca,gm-broadway-llc,dispensary,,,330 North Federal Boulevard,Denver,CO,80219,US,39.72157492,-105.0250338,,,402-00376
MECCA,GM BROADWAY LLC,mecca,gm-broadway-llc,dispensary,,,330 North Federal Boulevard,Denver,CO,80219,US,39.72157492,-105.0250338,,,402R-00164
