name,dba,slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001351
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001352
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001353
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001354
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001355
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001356
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001357
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001358
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001359
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001360
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001361
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001362
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 922-4753,Tom@bocadelriofarms.Com,CCL21-0001363
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001364
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001365
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001366
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001367
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001368
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001369
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001370
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001371
Data Not Available,Boca Del Rio Agriculture LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 917-2533,Dustin@bocadelriofarms.Com,CCL21-0001372
Data Not Available,Boki Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-1599,Bokifarms670@gmail.Com,CCL20-0000063
Data Not Available,"Bonzy Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 685-1703,Bonzyfarms@gmail.Com,CCL26-0000059
Data Not Available,"Bonzy Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 685-1703,Bonzyfarms@gmail.Com,CCL26-0000060
Data Not Available,Book Three LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 419-1599,Lynn@emeraldnaga.Com,CCL18-0001824
Data Not Available,Boon Mee Thao,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 273-0455,Youasherlina2014@gmail.Com,CCL19-0000417
Data Not Available,Booney Acres,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 599-6100,Booneyacres@gmail.Com,CCL18-0002181
Data Not Available,Boss Hass Ranch,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-0885,Bosshass6@gmail.Com,CCL19-0002490
Data Not Available,Botanika Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(303) 562-4899,Botanikacannabis@gmail.Com,CCL18-0001699
Data Not Available,"Brain Squeeze Creations, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 798-7223,Brainsqueezecreations@gmail.Com,CCL23-0000371
Data Not Available,Briceland Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 808-5581,Bricelandfarm@gmail.Com,CCL23-0000448
Data Not Available,Bridgecreek LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 800-5695,Matthumecke707@yahoo.Com,CCL25-0000054
Data Not Available,"Briggs Ranch, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 463-5657,Jennyiglesiasnd@gmail.Com,CCL19-0004883
Data Not Available,"Buckboard GV, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 448-0903,Admin@buckboardgv.Com,CCL22-0000953
Data Not Available,"Bulk Global Sourcing, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 613-8556,Bulkglobalsourcing@gmail.Com,CCL21-0004773
Data Not Available,C-N-C LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(414) 534-6819,Pmoua888@gmail.Com,CCL24-0000177
Data Not Available,CICADA AG LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 841-7515,Will1everidge@gmail.Com,CCL24-0000447
Data Not Available,"CKC Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000409
Data Not Available,"CKC Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000410
Data Not Available,"CKC Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000412
Data Not Available,"CKC Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000415
Data Not Available,"CMY HmoovMuaj, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(952) 688-3585,Cmyhmoovmuaj138@gmail.Com,CCL23-0000642
Data Not Available,"CMY MuajHmoo, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(952) 688-3585,Dirtrd190@outlook.Com,CCL23-0000528
Data Not Available,COASTAL PRAIRIE LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL23-0000299
Data Not Available,"CPY, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 784-1028,Chewyaj@gmail.Com,CCL22-0001469
Data Not Available,"Cache Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 499-5192,Captainnav@gmail.Com,CCL18-0001131
Data Not Available,Calyx Mountain LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 702-1443,Calyxmountain@gmail.Com,CCL23-0000077
Data Not Available,Canna Culture Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-0852,Familyroots.Brooke@gmail.Com,CCL21-0001243
Data Not Available,CannaMeri,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 433-3126,D.Vaglarski@gmail.Com,CCL19-0001161
Data Not Available,Cannafornia Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-1576,Lovelybadazzes@gmail.Com,CCL18-0002747
Data Not Available,Cannafornia Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-1576,Mikeylovellii@gmail.Com,CCL20-0002233
Data Not Available,"Canyon Creek Family Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 784-3899,Sawtoothta@yahoo.Com,CCL19-0001201
Data Not Available,"Canyon Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-6453,Pgenolio@gmail.Com,CCL19-0000223
Data Not Available,"Canyon Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-6453,Pgenolio@gmail.Com,CCL19-0000265
Data Not Available,"Canyon Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-6453,Pgenolio@gmail.Com,CCL19-0000574
Data Not Available,"Canyon Produce, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(512) 739-6923,Ja.Lag@losalamosgardens.Com,CCL21-0003971
Data Not Available,"Canyon Produce, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(512) 739-6923,Ja.Lag@losalamosgardens.Com,CCL21-0004054
Data Not Available,Carla Ericson,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 763-0674,Oldadoberoad1@gmail.Com,CCL19-0001271
Data Not Available,Carlie Salinas,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 272-7749,Mountainsolutions.Carlie@gmail.Com,CCL20-0000315
Data Not Available,Casas Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(702) 467-3006,Davidcasas13@gmail.Com,CCL21-0000445
Data Not Available,Casas Incorporated,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(702) 467-3006,Davidcasas13@gmail.Com,CCL23-0000478
Data Not Available,Celia's Garden Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 695-6945,Ws-Fl@hotmail.Com,CCL24-0000882
Data Not Available,Char C LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-4983,Nicholashoesing@gmail.Com,CCL18-0002242
Data Not Available,"Cherrytree, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(951) 265-7470,Fatimarahman67@gmail.Com,CCL19-0005104
Data Not Available,Chia Xiong,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(612) 930-6935,Chiaxv@yahoo.Com,CCL19-0005030
Data Not Available,Chongmoua Thao,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 356-1690,Kellogggulch771@outlook.Com,CCL22-0000645
Data Not Available,Chue Thao,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 951-8693,Topofthegrade961@outlook.Com,CCL19-0005353
Data Not Available,ChueYeng Lee,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(559) 246-6781,Greeneryranch170@gmail.Com,CCL24-0000210
Data Not Available,"Circle-A Family Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(708) 704-9216,Clementrd401@outlook.Com,CCL19-0003084
Data Not Available,Cisco Farms Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 629-3419,Lostcoastmadman@gmail.Com,CCL23-0000278
Data Not Available,Cisco Farms Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 499-6252,Lostcoastmadman@gmail.Com,CCL24-0000577
Data Not Available,Claypool Family Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-0623,Claypoolfamilyfarm@yahoo.Com,CCL20-0000673
Data Not Available,"Clear Conscience Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 264-9766,Wyman1050@gmail.Com,CCL18-0001853
Data Not Available,"Clear Source, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001737
Data Not Available,"Clear Source, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001738
Data Not Available,"Clear Source, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001739
Data Not Available,"Clear Source, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001740
Data Not Available,Clear Water Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 599-8498,Mariah1977@gmail.Com,CCL19-0000713
Data Not Available,Cloud Hands Organic Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 591-3605,Cloudhandsfarm@gmail.Com,CCL18-0001998
Data Not Available,"Coastle, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 333-3658,Coastle.Group.42@gmail.Com,CCL21-0001482
Data Not Available,"Comptche Family, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 937-4734,Saraodo@gmail.Com,CCL18-0000794
Data Not Available,"Council Madrone Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 332-2018,Dave@councilmadronefarms.Com,CCL18-0003327
Data Not Available,"Council Madrone Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(831) 332-2018,Dave@councilmadronefarms.Com,CCL18-0003333
Data Not Available,Cuddeback Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 520-2052,Teaguefamilychiropractic@yahoo.Com,CCL18-0001722
Data Not Available,Cuddeback Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 520-2052,Teaguefamilychiropractic@yahoo.Com,CCL18-0001723
Data Not Available,D and N Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(443) 468-4477,DandnfarmsLLC@gmail.Com,CCL19-0003669
Data Not Available,DAJA LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(631) 413-7188,Tmilano57@icloud.Com,CCL25-0000314
Data Not Available,DBA Fern Hill Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 354-1039,Renfort29@gmail.Com,CCL18-0001797
Data Not Available,DBV ENTERPRISES LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(808) 250-4432,Maggiesmaids@gmail.Com,CCL25-0000123
Data Not Available,"DBV Enterprises, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(808) 250-4432,Maggiesmaids@gmail.Com,CCL20-0001646
Data Not Available,"DDV Enterprises, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 612-8942,Dvdcndff@gmail.Com,CCL21-0003101
Data Not Available,"DMS Garden, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 271-2142,DmsgardenLLC@gmail.Com,CCL23-0000494
Data Not Available,"DOC Enterprises, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 410-3205,Randywhiteson2@gmail.Com,CCL19-0000580
Data Not Available,Damon Libolt,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 601-6967,Libolt707@yahoo.Com,CCL25-0000034
Data Not Available,Dana Grant,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 391-2309,Dana@mendocinoreservefarms.Com,CCL25-0000256
Data Not Available,Dao Lee,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(559) 213-7885,Daolee21@yahoo.Com,CCL25-0000484
Data Not Available,"Dare Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-3722,Josea010512@gmail.Com,CCL22-0000264
Data Not Available,,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(515) 231-6434,Barry@mendocinograsslands.Com,CCL18-0002160
Data Not Available,,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(515) 231-6434,Barry@mendocinograsslands.Com,CCL18-0003172
Data Not Available,Daydream Valley Farm Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 354-4205,Daydreamvalleyinc@gmail.Com,CCL18-0001123
Data Not Available,Deep End Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 568-7441,Deependfarms@gmail.Com,CCL18-0003101
Data Not Available,"Delco Alliance, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 972-1610,Delmertime@gmail.Com,CCL18-0000974
Data Not Available,"Demetria, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 708-3674,Ivankatzarov@outlook.Com,CCL21-0005392
Data Not Available,Dencob LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 554-6313,Dencobfarms18@yahoo.Com,CCL23-0000104
Data Not Available,Devin Daniel,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-9191,Devindaniel187@yahoo.Com,CCL24-0000584
Data Not Available,Diamond G Growers LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 515-6553,Diamondggrowers@gmail.Com,CCL22-0001542
Data Not Available,Diamond Star Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(651) 399-9800,Yangjailia@yahoo.Com,CCL21-0000620
Data Not Available,Dirt Rooster Farms Inc.,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(857) 204-0817,Sheri.Rhyzl@gmail.Com,CCL20-0000470
Data Not Available,Dog Daze Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 485-4673,Dogglife6@yahoo.Com,CCL18-0001361
Data Not Available,"Dolcevita Farmz, L.L.C.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 742-0214,Dolcevitafarmz2830@gmail.Com,CCL26-0000020
Data Not Available,"Domes Management, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 841-6023,Joshua@henrysoriginal.Com,CCL19-0001103
Data Not Available,"Domes Management, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 841-6023,Joshua@henrysoriginal.Com,CCL24-0000905
Data Not Available,"Dry Farmed Organic Medicinals, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 599-1058,Dryfarmedorganicmedicinals@gmail.Com,CCL20-0001260
Data Not Available,"Dry Farmed Organic Medicinals, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 599-1058,Dryfarmedorganicmedicinals@gmail.Com,CCL20-0001262
Data Not Available,"Dry Farmed Organic Medicinals, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 599-1058,Dryfarmedorganicmedicinals@gmail.Com,CCL20-0001547
Data Not Available,Duncan Hill Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 497-8594,Duncanhillfarms@gmail.Com,CCL25-0000218
Data Not Available,EMERALD CITY GENETICS,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 806-5088,Emeraldcitywillits@gmail.Com,CCL18-0002929
Data Not Available,"EMERALD EEL FARMS, INC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 267-6602,Emeraldeelfarm@gmail.Com,CCL25-0000423
Data Not Available,"EMERALD MINES, CORP",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 900-1768,Humboldtbeginnings2020@gmail.Com,CCL25-0000172
Data Not Available,Eagle Heart Ranch LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(828) 386-7454,Mtnlife1852@gmail.Com,CCL24-0000700
Data Not Available,Earth Sun LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 485-2763,Bigthrills@gmail.Com,CCL24-0000004
Data Not Available,"Earthwater Holding, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-2773,Humboldtsweetleaffarm@gmail.Com,CCL20-0001725
Data Not Available,East Mill Creek Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 629-3614,Drewbarber2@frontiernet.Net,CCL18-0000042
Data Not Available,EastCal LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 913-0090,Arabian.Robert@gmail.Com,CCL23-0000136
Data Not Available,Edge Bar Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 763-5537,Edgebar@outlook.Com,CCL19-0005520
Data Not Available,"Elite Folium, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 639-2739,Elitefolium@gmail.Com,CCL24-0000532
Data Not Available,Elk Ridge Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(360) 907-8695,Stevenmjonesnnorcal@yahoo.Com,CCL19-0005284
Data Not Available,Emerald Canyon,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(240) 315-6789,Ouremeraldcanyon@gmail.Com,CCL18-0000886
Data Not Available,"Emerald Dragonfly Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 768-3938,Jan@emeralddragonflyfarms.Com,CCL18-0001327
Data Not Available,"Emerald Flower Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-1209,Emeraldflowerfarmsinc@yahoo.Com,CCL23-0000020
Data Not Available,Emerald Green Organics LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(619) 669-5418,Mattysnake@gmail.Com,CCL18-0002717
Data Not Available,"Emerald Rush, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(279) 220-5523,Sugarpine201@gmail.Com,CCL25-0000347
Data Not Available,Emerald Thumb LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 969-0748,EmeraldthumbLLC@gmail.Com,CCL23-0000477
Data Not Available,Emily Burke,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-5743,Emsfit@icloud.Com,CCL25-0000288
Data Not Available,Empress Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 629-9995,Josh@empressfarms.Com,CCL19-0004931
Data Not Available,Enlightened Earth Herbs LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(802) 380-9113,Enlightenedearthherbs@gmail.Com,CCL21-0000460
Data Not Available,"Enlightened Peak, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(608) 957-6508,Wongsaivang@gmail.Com,CCL20-0001897
Data Not Available,Eons Ranch Inc,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 357-4684,Elkhornranch707@gmail.Com,CCL18-0002533
Data Not Available,Esoteric Alternatives LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-5623,Joesnicoll@gmail.Com,CCL21-0005149
Data Not Available,Eubanks Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-8717,EubanksfarmsLLC@gmail.Com,CCL19-0000287
Data Not Available,Eubanks Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-8717,EubanksfarmsLLC@gmail.Com,CCL19-0000305
Data Not Available,"Evergreen Mountain Ranch, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 351-5866,Hawjmary@gmail.Com,CCL19-0004536
Data Not Available,FEM-O-RAL FARMS SOHUMBOLDT,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 923-1014,Billyrolff@gmail.Com,CCL19-0002451
Data Not Available,FEM-O-RAL FARMS SOHUMBOLDT,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 923-1014,Billyrolff@gmail.Com,CCL21-0005375
Data Not Available,"FENARIO, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 502-7853,Starlightstudioglass@gmail.Com,CCL18-0002049
Data Not Available,FGRanch LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 469-7395,Lou_Mia@yahoo.Com,CCL19-0000056
Data Not Available,FGRanch LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 469-7395,Lou_Mia@yahoo.Com,CCL20-0000441
Data Not Available,FOX & CLOVER INVESTMENT GROUP LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 367-5693,Ryan@donnellycannabis.Com,CCL25-0000134
