Facility_ID,Business_Name,Legal_Name,Address,Mailing_Address,Phone,Facility_Status,Owner_License,Hours_Mon,Hours_Tue,Hours_Wed,Hours_Thu,Hours_Fri,Hours_Sat,Hours_Sun,Lic1_Type,Lic1_Services,Lic1_Number,Lic1_Originally,Lic1_Effective,Lic1_Expires,Lic1_Status,Lic1_PDF_URL,Lic2_Type,Lic2_Services,Lic2_Number,Lic2_Originally,Lic2_Effective,Lic2_Expires,Lic2_Status,Lic2_PDF_URL,Offsite_Cultivation_Address,Manufacture_Address,Source_URL
001t000000L0TB0AAN,The Mint Dispensary,G.T.L. Llc,"2444 W Northern Ave, Phoenix, AZ 85021","2444 W Northern Ave, Phoenix, AZ 85021",(480) 749-6468,Open,G.T.L. Llc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000034ESEZ92106085,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000FKtHR/LQ9jQ7rfJqn5NMDmexyCaDuF2XTijBHfe6fz_zCboLU,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000128DCNB00202967,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000I469J/Gv4JVNIMizZNMlby1Y6M0b.mwgPJt79.K2FZKDHhMOk,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB0AAN&activeTab=details
001t000000bFWakAAG,JARS Cannabis,"Gila Dreams X, LLC","100 East State Highway 260, Payson, AZ 85541","200 N Tonto St, Payson, AZ 85541",928-474-2420,Open,"Gila Dreams X, LLC",8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Establishment,Retail - Sell,00000137ESPF58509627,4/19/2021,4/19/2025,4/18/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000JTRhp/Ab8vM9L90eb2pBKCkc6OHcQapoVDkby.9wyoXTIidMU,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bFWakAAG&activeTab=details
001t000000L0T9xAAF,Earth's Healing North,Globe Farmacy Inc,"78 W River Rd, Tucson, AZ 85704","2727 N Fairview Ave, Tucson, AZ 85705",520-253-7198,Open,Globe Farmacy Inc,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,10AM-8PM,Establishment,Retail - Sell,00000108ESND56774062,2/5/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXaN/gP_Dd9j9NoESSHRhXalP5XiwNMvUluaOR7K2XuKo9iE,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000045DCYU00647140,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000ZNWfl/P0W7nIQLJqvMwrNdQjEK8m3.3aZMkIJKV2RIBfMpBmA,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9xAAF&activeTab=details
001t000000L0T9CAAV,Trulieve of Peoria Dispensary,Green Desert Patient Center Of Peoria,"9275 W Peoria Ave, Ste 104, Peoria, AZ 85345","1155 W Rio Salado Pkwy, Tempe, AZ 85281",850-559-7734,Open,Green Desert Patient Center Of Peoria,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000082ESUB29429633,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000vCZ8/gqaEbTQysa5oGEzJ6kijfiqV0H9WBxLrn5k8KzarRCI,Dispensary,Retail - Sell,00000023DCAK00675039,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000vQLx/jtPXySpM4vqmjYP3Jo_tfi5oxKF8Sk4hnypbIugshBw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9CAAV&activeTab=details
001t000000L0T9IAAV,Nature's Medicines,Green Hills Patient Center Inc,"16913 East Enterprise Drive, 201, 202, 203, Fountain Hills, AZ 85268","690 North Cofco Center Ct, Phoenix, AZ 85008",(928) 537-4888,Open,Green Hills Patient Center Inc,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,Establishment,Retail - Sell,00000103ESEK38100955,1/29/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000ItUJ/gFurgTBr64vXoSn8Z6_g__1Ft_SGDH6dHyAoav.9Ahw,Dispensary,"Retail - Sell
Retail - Cultivate",00000051DCYH00987523,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000J6sv/kla8e4G7A8RcXpaknX.pwBZcc0laPRuY4Z7FKQmEYhM,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9IAAV&activeTab=details
0018y000004Z0dOAAS,Sunday Goods,"Green Lightning, LLC","723 N Scottsdale Rd, Tempe, AZ 85281","24882 W Klondyke Rd, Pima, AZ 85543",(480)-219-1300,Open,"Green Lightning, LLC",8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,Establishment,Retail - Sell,0000157ESTHZ07905975,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000oFBrB/ra83mGl1lX5BpN2gTHQd.OH4.YTqKX.LMytCMSuYkwQ,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004Z0dOAAS&activeTab=details
001t000000L0TANAA3,Southern Arizona Integrated Therapies (Tucson SAINTS),Green Medicine,"112 S Kolb Rd, Tucson, AZ 85710","112 S Kolb Rd, Tucson, AZ 85710",(520) 886-1003,Open,Green Medicine,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-9PM,Establishment,Retail - Sell,00000094ESMX02282810,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000bNRiA/yydlshypqmhJAX6JR1zJ6O7v.0QyR8mVvBc07ls6jBE,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000071DCCX00288765,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mVc0/nPz9NjEv6Pk0LemyiE.Ek44WaAEcLIQtHDXpRQLH6Ig,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TANAA3&activeTab=details
001t000000L0T9aAAF,Trulieve Bisbee Dispensary,Green Sky Patient Center Of Scottsdale North Inc,"1191 S Naco Hwy, Bisbee, AZ 85603","1155 W Rio Salado Pkwy, Tempe, AZ 85281",850-559-7734,Open,Green Sky Patient Center Of Scottsdale North Inc,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Establishment,"Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000081ESLT56066782,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000YHLJ2/ekuz0.xzGtOvejdq5UTXPLUHTbMnq8_xbR2qENzE6ng,Dispensary,Retail - Sell,00000022DCRX00190936,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000YHcOg/ZJPM894vFtxBxU6evRLi6nOeJ5pA3TN5VXiqDqV3SKU,"2512 E Magnolia St, Phoenix, AZ 85034",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9aAAF&activeTab=details
001t000000L0T9iAAF,"Greenmed, Inc","Greenmed, Inc","6464 E Tanque Verde Rd, Tucson, AZ 85715","9420 E Golf Links Rd. Ste 285, Tucson, AZ 85730",(520) 886-2484,Open,Greenmed Inc,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000113ESLZ23317951,2/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000yNL7/6mWrzjbXyMQva8EF0GCYj1pd5yjiRxgIp9N2vBuktuk,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000017DCEX00412883,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000PnO7e/AIcmcCeBRjkVORT9u6sELK3wszUWL7L529rwbaZO4ng,"3615 E Golf Links Rd, Tucson, AZ 85713",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9iAAF&activeTab=details
001t000000L0TB5AAN,Marigold Dispensary,"Greens Goddess Products, Inc","2601 W. Dunlap Avenue, 21, Phoenix, AZ 85017","3432 West Clarendon Avenue, Phoenix, AZ 85017",(602) 900-4557,Open,"Greens Goddess Products, Inc",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Process
Cultivation - Cultivate
Retail - Sell",00000061ESIG65334270,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000UMHtm/MWi3u2ysXK7hdRvXHRM8eMw3u8AAT3J0L2bt6d10xSg,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000106DCQV00747138,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000HXKxS/TjIouNfZbKkcUgEj4OkJLJBrB5ZLmyKTlxuhQ__dUTo,"2850 North Enterprise Parkway, Prescott Valley, AZ 86314",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB5AAN&activeTab=details
0018y000004ZJ7TAAW,Grunge Free LLC,Grunge Free LLC,"700 North Pinal Parkway Avenue, Florence, AZ 85132","7144 E Stetson Dr, Scottsdale, AZ 85251",(917)375-3900,Open,Grunge Free LLC,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Retail - Sell
Manufacture - Manufacture
Manufacture - Package & Store
Manufacture - Prepare Edibles",0000160ESTDY36165846,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000hY4tF/4gUnC025Vx4YaGQKdio01uTs6pcnJhn_yrnasTE5pC4,,,,,,,,,,"4401 South Santa Rita Avenue, Tucson, AZ 85714",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004ZJ7TAAW&activeTab=details
001t000000L0TAeAAN,Ponderosa Dispensary,"H4L Ponderosa, LLC","7343 S 89th Pl, Mesa, AZ 85212","2055 East 5th Street, Tempe, AZ 85281",(480) 213-1402,Open,"H4L Ponderosa, LLC",8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Establishment,Retail - Sell,00000118ESDH66162163,2/23/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000JpWNt/MJ0Bce2gtSOZe2paot7u_8RHAVOLdvujyqcEWJVUdBw,Dispensary,"Retail - Sell
Retail - Cultivate
Retail - Manufacture",00000093DCBC00293679,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000JpWZB/7TzOlP0v7457IaS.TV7BPRscGyrqXZlg96pPQ7WARsY,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAeAAN&activeTab=details
001t000000L0T9sAAF,Healing Healthcare 3 Inc,Healing Healthcare 3 Inc,"1040 E Camelback Rd, Ste A, Phoenix, AZ 85014","16277 N Greenway Hayden Loop, Scottsdale, AZ 85260",602-354-3094,Open,Healing Healthcare 3 Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000020ESEN67630727,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o1w4/g4zkiW2prQT4XUbH1IoH2yTsJLzbgOgec_uBiRpqDbM,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000047DCOU00565305,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o1vQ/XuR.dhMgFFw37l_7K4V_Khxk6N8H0qDJ8.oyJkkYRBA,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9sAAF&activeTab=details
001t000000L0TAVAA3,Consume Cannabis,"Health Center Navajo, Inc","1350 N Penrod Rd, Show Low, AZ 85901","645 E Missouri Ave, Phoenix, AZ 85012",(520)808-3111,Open,"Health Center Navajo, Inc",9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,CLOSED,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000091ESHS96689917,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000axfC5/AgCvZW3PBYybHFCd5T0r1_zClHzEpTRXh3BBd1mXb9Q,Dispensary,Retail - Sell,00000068DCJU00476804,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000axepV/6ELCFzwuLyBKCzSg_iuLOWGbQds0LDF.0y3CrSSA634,"3895 N Main St, Snowflake, AZ 85937",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAVAA3&activeTab=details
001t000000L0TAZAA3,Herbal Wellness Center Inc,Herbal Wellness Center Inc,"4126 W Indian School Rd, Phoenix, AZ 85019","4126 W Indian School Rd, Phoenix, AZ 85019",602-910-4152,Open,Herbal Wellness Center Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Process
Cultivation - Cultivate
Retail - Sell",00000032ESPT83532730,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005osv8/ladZXp2WxOTiAddT4fYi.ghoSAPcgJR638HO4dnwb7s,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000086DCKR00375578,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005osv3/3uSpC5RS9_4YIyWIuKm07o7fehaOehC_5LtBREM1qUM,"924 N Tweedy Rd, Eloy, AZ 85131",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAZAA3&activeTab=details
001t000000L0T9MAAV,Trulieve of Chandler Dispensary,High Desert Healing Llc,"13433 E. Chandler Blvd. Suite A, Chandler, AZ 85225","1155 W Rio Salado Pkwy, St. Ste 200ste 201, Tempe, AZ 85281",954-817-2370,Open,High Desert Healing Llc,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,Establishment,Retail - Sell,00000007ESWD35270682,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000PmyZl/DIicjWF7F87MpIdUK5OZNym97zr6GHCPqqRIr6qfP6w,Dispensary,Retail - Sell,00000005DCMV00766195,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs0000015ApO/mIRmKg_5aKG_XhHpgYzfwTsXV3kvnSDuz6K0bNd2jPI,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9MAAV&activeTab=details
001t000000L0T9NAAV,Trulieve of Avondale Dispensary,High Desert Healing Llc,"3828 S Vermeersch Rd, Avondale, AZ 85323","1155 W Rio Salado Pkwy, Ste 201, Tempe, AZ 85281",954-817-2370,Open,High Desert Healing Llc,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Cultivation - Prepare Edibles
Retail - Sell",00000014ESNA15249640,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000xhwz/nHQkcigD7RDnzvq8PIMp68ofYLony7X49TqQ9iL.Ago,Dispensary,Retail - Sell,00000007DCWH00607422,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000xi1p/Ym9FUKx59HAhVuxQenTW05c4Vqmk08ulPXf7M9dAXLM,"13454 N Black Canyon Highway, Phoenix, AZ 85029",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9NAAV&activeTab=details
001t000000L0T9zAAF,Ponderosa Dispensary,"High Mountain Health, Llc","1250 S Plaza Way Ste A, Flagstaff, AZ 86001","1250 South Plaza Way, Flagstaff, AZ 86001",(928) 774-5467,Open,"High Mountain Health, Llc",9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,Establishment,Retail - Sell,00000087ESWR93327597,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXyE/oaY6eXCgexXMTmJcJo930MiYQMV6k_2FoNdpg6MIgeo,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000050DCBO00239922,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000HhXeu/xBzmnC1SQjbSZsQnI1deRlEcUQ_cE2k25MbUGOnOKl0,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9zAAF&activeTab=details
0018y000004cR2sAAE,Higher than High I LLC,Higher than High I LLC,"1302 West Industrial Drive, Coolidge, AZ 85128","10645 N. Tatum Boulevard, Phoenix, AZ 85028",480-861-3649,Open,Higher than High I LLC,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-9PM,9AM-9PM,9AM-8PM,Establishment,Retail - Sell,0000151ESTVN87881223,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lNQLJ/cc1HD2XYzzvvC0QxKRCu6URh40yKAA.ws2m7jRT8.gg,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cR2sAAE&activeTab=details
001t000000L0T9TAAV,Holistic Patient Wellness Group,Holistic Patient Wellness Group,"1322 N Mcclintock Dr, Tempe, AZ 85281","637 S 48th Street, Tempe, AZ 85281",(480) 795-6363,Open,Holistic Patient Wellness Group,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000015ESEM68131310,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXVv/JKCQXL5V3YzFrIJPnZFplzcZB1g52wuRqQiLYveVMBg,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000019DCGM00234427,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXtz/OhBNViuFIRziGCNYPc3fH9c43l4_YAM49f9rHwlxDSE,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9TAAV&activeTab=details
001t000000L0T9uAAF,BEST Dispensary,Jamestown Center,"1962 N. Higley Rd, Mesa, AZ 85205","1962 N Higley Rd, Mesa, AZ 85205",623-264-2378,Open,Jamestown Center,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,Establishment,"Retail - Sell
Retail - Manufacture",00000046ESTW28902560,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001Weg5/AERPSg.wTLAGXo5WtrKHk9pQvGOcw1F7CUN7gNM3QGI,Dispensary,Retail - Sell,00000032DCOW00232310,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001WeZd/0IuGDliJZWUOww59emxQy7J5LeyA.pxTqC03NKTeLps,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9uAAF&activeTab=details
001t000000L0T9FAAV,Jamestown Center,Jamestown Center,"4104 E 32nd St, Yuma, AZ 85365","4340 E 32nd St, Yuma, AZ 85365",(928) 344-1735,Open,Jamestown Center,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000045ESYU34105986,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001WlWH/ChwMVUSymdVWYsDdOJX.e6SnUXjxL.SQ_Fs1cSnVVE4,Dispensary,Retail - Sell,00000031DCPP00603866,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001WMBK/In34u0Sf5TFDPsYUwImb1g6imz29VPS5DAER2E45Jcw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9FAAV&activeTab=details
0018y000004cwINAAY,Joint Junkies I LLC,Joint Junkies I LLC,"26427 S Arizona Ave, Chandler, AZ 85248","140 N. 44th Street, Phoenix, AZ 85034",(928) 638-5831,Open,Joint Junkies I LLC,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-9PM,9AM-9PM,10AM-7PM,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Retail - Sell",0000158ESTLH17620655,4/8/2024,4/8/2024,4/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000apY7m/1RFNxtZvz8_hLvKkJyGH6tIad3QMKRTIfCCX_CYEZFo,,,,,,,,,"710 South Campbell Avenue, Tucson, AZ 85719",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cwINAAY&activeTab=details
0018y000004c8ptAAA,Juicy Joint I LLC,Juicy Joint I LLC,"3550 North Lane, #110, Bullhead City, AZ 86442","140 N. 44th Street, Phoenix, AZ 85034",(928) 324-6062,Open,Juicy Joint I LLC,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,0000147ESTXX54706468,4/8/2022,4/8/2024,4/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs0000011KQj/8XkxKNT1uBZtNy5Q0fiqCf6vWzQoSlTszvyfUU_lXUw,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004c8ptAAA&activeTab=details
001t000000L0TAYAA3,K Group Partners,K Group Partners Llc,"11200 W Michigan Ave Ste 5, Youngtown, AZ 85363","16277 N Greenway Hayden Loop,, Scottsdale, AZ 85260",623-444-5977,Open,"K Group Partners, Llc",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000029ESAA16670843,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o1vB/GU_qWLMqm_l_UP7oviF.OIwxzPBsTlbBaOYLTQ7qi1M,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000076DCBK00035366,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o1vG/WEKWoIk8KK5vgTOdl8MjDP9b0.KVQWisnnk41gQR58k,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAYAA3&activeTab=details
001t000000L0TAtAAN,Sol Flower,Kannaboost Technology Inc,"2424 W University Dr, Ste. 101 & 119, Tempe, AZ 85281","637 S 48th Street, Tempe, AZ 85281",480-644-2071,Open,Kannaboost Technology Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000048ESNO41782628,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000CHjEk/dAfY_YKP6i2ljP4EDxgRaDmGNVjq12CYfEcA8gL4PjI,Dispensary,"Retail - Sell
Retail - Cultivate
Retail - Manufacture
Retail - Prepare Edibles",00000118DCKD00426097,1/22/2025,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000VlWc5/QxqU5cJdB5dSAIyz7fNH.VhQc9OLKevPm6WbNwJLAd4,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAtAAN&activeTab=details
0018y000004X7ULAA0,Kaycha AZ LLC,Kaycha AZ LLC,"1231 W Warner Rd, Ste 105, Tempe, AZ 85284",,(770) 365-7752,Active,Kaycha Labs AZ,,,,,,,,,,00000024LCMD66604568,,,,,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000eo35J/4vpGDeKbEyE7LbHFG6LkHfKnase4wNLLJSwZSjep6fc,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004X7ULAA0&activeTab=details
001t000000L0TAQAA3,Kind Meds Inc,Kind Meds Inc,"2152 S Vineyard St Ste 120, Mesa, AZ 85210","2152 S Vineyard St, Ste 120, Mesa, AZ 85210",(480) 686-9302,Open,Kind Meds Inc,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,Establishment,Retail - Sell,00000088ESUZ76069650,1/25/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001Yjzp/tlo6OTXbxTXE3DYwUBXveSDhgeaQ9ThcLkpgOxa.gRc,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000078DCBK00628996,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Th7Yb/BS5Efpo.85B8a2yuk9dm7CQUG6G_hcOor2vqw801cRw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAQAA3&activeTab=details
